race_id,date,baba_code,baba_name,race_no,title,surface,distance,weather,going
20260411-31-01,2026-04-11,31,佐賀,1,３歳－４,ダート,1400,晴,不良
20260411-31-02,2026-04-11,31,佐賀,2,３歳－３,ダート,1400,晴,不良
20260411-31-03,2026-04-11,31,佐賀,3,３歳－２,ダート,1400,晴,不良
20260411-31-04,2026-04-11,31,佐賀,4,Ｂ－３,ダート,1400,晴,不良
20260411-31-05,2026-04-11,31,佐賀,5,Ｃ３－１１,ダート,1300,晴,不良
20260411-31-06,2026-04-11,31,佐賀,6,Ｃ３－１０,ダート,1300,晴,不良
20260411-31-07,2026-04-11,31,佐賀,7,Ｃ３－９,ダート,1300,晴,不良
20260411-31-08,2026-04-11,31,佐賀,8,Ｃ３－７,ダート,1300,晴,不良
20260411-31-09,2026-04-11,31,佐賀,9,Ｂ－２,ダート,1400,晴,不良
20260411-31-10,2026-04-11,31,佐賀,10,工石山特別Ｂ－１,ダート,1400,晴,不良
20260411-31-11,2026-04-11,31,佐賀,11,ファイナルレースＣ３－８,ダート,1300,晴,不良
20260411-32-01,2026-04-11,32,佐賀,1,３歳－６組,ダート,1400,晴,不良
20260411-32-02,2026-04-11,32,佐賀,2,メモリアルカップＣ２－８組,ダート,1400,晴,不良
20260411-32-03,2026-04-11,32,佐賀,3,Ｃ２－７組,ダート,1400,晴,不良
20260411-32-04,2026-04-11,32,佐賀,4,九千部山（くせんぶさん）賞Ａ１・Ａ２,ダート,1750,晴,不良
20260411-32-05,2026-04-11,32,佐賀,5,おおぐま座特選Ｃ２,ダート,900,晴,不良
20260411-32-06,2026-04-11,32,佐賀,6,Ｃ２－６組,ダート,1400,曇,不良
20260411-32-07,2026-04-11,32,佐賀,7,Ｃ１－１１組,ダート,1400,曇,不良
20260411-32-08,2026-04-11,32,佐賀,8,アイリス賞Ｃ１－１０組,ダート,1400,曇,不良
20260411-32-09,2026-04-11,32,佐賀,9,ＡＩパッカル賞Ｂ－５組,ダート,1400,曇,不良
20260411-32-10,2026-04-11,32,佐賀,10,ガッツポーズの日賞Ａ１・Ａ２,ダート,1300,曇,不良
20260411-32-11,2026-04-11,32,佐賀,11,ＳＡＧＡリベンジャーズウェルカム３歳－９組,ダート,1300,曇,不良
