race_id,bet_type,combination,amount,popularity
20260411-31-01,win,4,160,1
20260411-31-01,place,4,120,1
20260411-31-01,place,5,310,5
20260411-31-01,place,9,520,6
20260411-31-01,bracket,4-5,900,5
20260411-31-01,quinella,4-5,840,6
20260411-31-01,exacta,4-5,1210,4
20260411-31-01,wide,4-5,350,5
20260411-31-01,wide,4-9,1340,12
20260411-31-01,wide,5-9,3310,25
20260411-31-01,trio,4-5-9,9690,28
20260411-31-01,trifecta,4-5-9,19890,58
20260411-31-02,win,7,310,2
20260411-31-02,place,7,180,3
20260411-31-02,place,6,470,7
20260411-31-02,place,3,280,5
20260411-31-02,bracket,6-7,2310,9
20260411-31-02,quinella,6-7,2560,10
20260411-31-02,exacta,7-6,2120,11
20260411-31-02,wide,6-7,730,10
20260411-31-02,wide,3-7,430,5
20260411-31-02,wide,3-6,1350,16
20260411-31-02,trio,3-6-7,4870,19
20260411-31-02,trifecta,7-6-3,16820,67
20260411-31-03,win,1,400,2
20260411-31-03,place,1,180,4
20260411-31-03,place,6,280,5
20260411-31-03,place,5,100,1
20260411-31-03,quinella,1-6,9170,11
20260411-31-03,exacta,1-6,13860,21
20260411-31-03,wide,1-6,1160,11
20260411-31-03,wide,1-5,250,3
20260411-31-03,wide,5-6,400,4
20260411-31-03,trio,1-5-6,1950,7
20260411-31-03,trifecta,1-6-5,32350,71
20260411-31-04,win,3,170,1
20260411-31-04,place,3,100,1
20260411-31-04,place,8,180,3
20260411-31-04,place,2,260,6
20260411-31-04,bracket,3-8,730,3
20260411-31-04,quinella,3-8,580,2
20260411-31-04,exacta,3-8,770,3
20260411-31-04,wide,3-8,330,3
20260411-31-04,wide,2-3,450,5
20260411-31-04,wide,2-8,1110,13
20260411-31-04,trio,2-3-8,2340,7
20260411-31-04,trifecta,3-8-2,6290,19
20260411-31-05,win,5,140,1
20260411-31-05,place,5,100,1
20260411-31-05,place,2,110,2
20260411-31-05,place,4,110,3
20260411-31-05,bracket,2-5,450,3
20260411-31-05,quinella,2-5,190,1
