race_id,bet_type,combination,amount,popularity
20260412-11-01,win,5,150,1
20260412-11-01,place,5,100,1
20260412-11-01,place,7,300,6
20260412-11-01,place,3,180,4
20260412-11-01,quinella,5-7,3160,8
20260412-11-01,exacta,5-7,4120,11
20260412-11-01,wide,5-7,730,8
20260412-11-01,wide,3-5,220,3
20260412-11-01,wide,3-7,2540,17
20260412-11-01,trio,3-5-7,4780,15
20260412-11-01,trifecta,5-7-3,18900,53
20260412-11-02,win,3,140,1
20260412-11-02,place,3,100,2
20260412-11-02,place,2,100,1
20260412-11-02,place,5,130,3
20260412-11-02,quinella,2-3,190,1
20260412-11-02,exacta,3-2,280,1
20260412-11-02,wide,2-3,140,1
20260412-11-02,wide,3-5,160,2
20260412-11-02,wide,2-5,230,3
20260412-11-02,trio,2-3-5,240,1
20260412-11-02,trifecta,3-2-5,730,1
20260412-11-03,win,8,130,1
20260412-11-03,place,8,110,1
20260412-11-03,place,7,120,2
20260412-11-03,place,6,220,5
20260412-11-03,bracket,7-8,430,2
20260412-11-03,quinella,7-8,330,2
20260412-11-03,exacta,8-7,620,2
20260412-11-03,wide,7-8,250,3
20260412-11-03,wide,6-8,310,4
20260412-11-03,wide,6-7,580,7
20260412-11-03,trio,6-7-8,1040,4
20260412-11-03,trifecta,8-7-6,2540,6
20260412-11-04,win,7,140,1
20260412-11-04,place,7,100,1
20260412-11-04,place,6,160,4
20260412-11-04,place,5,160,3
20260412-11-04,bracket,6-7,870,4
20260412-11-04,quinella,6-7,1070,5
20260412-11-04,exacta,7-6,1670,6
20260412-11-04,wide,6-7,320,4
20260412-11-04,wide,5-7,210,2
20260412-11-04,wide,5-6,390,7
20260412-11-04,trio,5-6-7,1010,4
20260412-11-04,trifecta,7-6-5,4020,14
20260412-11-05,win,6,160,1
20260412-11-05,place,6,120,1
20260412-11-05,place,12,130,2
20260412-11-05,place,5,370,6
20260412-11-05,bracket,5-8,130,1
20260412-11-05,quinella,6-12,380,2
20260412-11-05,exacta,6-12,620,2
20260412-11-05,wide,6-12,220,2
20260412-11-05,wide,5-6,400,5
20260412-11-05,wide,5-12,1240,14
20260412-11-05,trio,5-6-12,1810,7
20260412-11-05,trifecta,6-12-5,4020,10
20260412-11-06,win,7,180,1
20260412-11-06,place,7,100,1
20260412-11-06,place,9,100,2
20260412-11-06,place,10,190,5
20260412-11-06,bracket,6-7,140,1
20260412-11-06,quinella,7-9,240,1
20260412-11-06,exacta,7-9,440,2
20260412-11-06,wide,7-9,120,1
20260412-11-06,wide,7-10,270,4
20260412-11-06,wide,9-10,260,2
20260412-11-06,trio,7-9-10,520,1
20260412-11-06,trifecta,7-9-10,1900,4
20260412-11-07,win,5,4050,8
20260412-11-07,place,5,470,7
20260412-11-07,place,9,100,1
20260412-11-07,place,3,300,5
20260412-11-07,bracket,5-8,930,5
20260412-11-07,quinella,5-9,2320,9
20260412-11-07,exacta,5-9,7620,21
20260412-11-07,wide,5-9,710,8
20260412-11-07,wide,3-5,2050,20
20260412-11-07,wide,3-9,600,6
20260412-11-07,trio,3-5-9,4880,16
20260412-11-07,trifecta,5-9-3,57040,148
20260412-11-08,win,2,1100,3
20260412-11-08,place,2,150,2
