rank,rank_raw,waku,horse_no,horse_name,horse_id,affiliation,sex_age,weight_carried,jockey,trainer,body_weight,body_weight_diff,time,margin,last3f,popularity,win_odds,race_id
1.0,1,5,5,パームアイル,30004407266,岩手,牝7,54.0,小林凌,佐藤敏,428.0,-2.0,0:52.5,,37.5,1.0,1.5,20260412-11-01
2.0,2,7,7,エンジェルスラップ,30026404186,岩手,牝5,50.0,★齋藤友,工藤裕,420.0,0.0,0:52.6,クビ,37.0,7.0,62.5,20260412-11-01
3.0,3,3,3,カンビフレサン,30038406996,岩手,牝4,54.0,阿部英,及川良,404.0,-1.0,0:52.7,1/2,37.0,5.0,15.1,20260412-11-01
4.0,4,6,6,ミユノバラ,30032408496,岩手,牝4,54.0,菅原辰,瀬戸幸,403.0,0.0,0:52.8,3/4,37.6,4.0,12.2,20260412-11-01
5.0,5,8,8,メッチャサザン,30077403086,岩手,牡5,54.0,◇関本玲,石川栄,475.0,2.0,0:53.2,2.1/2,37.3,8.0,85.3,20260412-11-01
6.0,6,4,4,シェキラ,30003406096,岩手,牝4,54.0,塚本涼,酒井仁,390.0,-12.0,0:53.4,1.1/2,37.3,3.0,9.7,20260412-11-01
7.0,7,2,2,スフォルツオ,30058404196,岩手,牡4,56.0,佐々志,瀬戸幸,474.0,-5.0,0:53.8,2.1/2,37.9,2.0,3.4,20260412-11-01
8.0,8,1,1,ジナコ,40070406886,岩手,牝5,54.0,南郷家,永田幸,430.0,3.0,0:54.3,3,37.8,6.0,32.1,20260412-11-01
1.0,1,3,3,ディーヴァドリーム,30085400886,岩手,牝5,54.0,山本紀,板垣吉,475.0,12.0,1:23.2,,39.4,1.0,1.4,20260412-11-02
2.0,2,2,2,オーロプロサングエ,30003401696,岩手,牡4,56.0,小林凌,陶文峰,474.0,-8.0,1:23.3,1/2,39.7,3.0,4.6,20260412-11-02
3.0,3,5,5,ハクアイドリーム,30003404586,岩手,牡5,56.0,佐々志,菅原右,462.0,1.0,1:25.4,大差,40.9,2.0,3.3,20260412-11-02
4.0,4,4,4,カリスティア,30015405496,岩手,牝4,54.0,南郷家,櫻田樹,414.0,0.0,1:25.5,クビ,41.0,4.0,29.7,20260412-11-02
5.0,5,1,1,フジサンエンヤス,30022406996,岩手,牝4,50.0,★齋藤友,村上実,397.0,1.0,1:25.7,1.1/2,41.2,7.0,127.2,20260412-11-02
6.0,6,7,7,ソロフィオーレ,30053408396,岩手,牝4,54.0,阿部英,工藤裕,403.0,1.0,1:26.3,4,41.6,6.0,90.7,20260412-11-02
7.0,7,6,6,ユートスプラ,30027407896,岩手,牝4,52.0,◇関本玲,陶文峰,436.0,4.0,1:26.5,1.1/4,40.5,5.0,76.3,20260412-11-02
8.0,8,8,8,ラストパラダイス,30024401386,岩手,セン5,56.0,鈴木祐,櫻田康,465.0,1.0,1:26.6,3/4,40.8,8.0,288.4,20260412-11-02
1.0,1,8,8,シャイニーメイン,30062406966,岩手,牝7,54.0,山本紀,三野通,456.0,5.0,1:24.4,,39.4,1.0,1.3,20260412-11-03
