race_id,bet_type,combination,amount,popularity
20260703-20-09,wide,10-11,640,8
20260703-20-09,wide,3-10,940,14
20260703-20-09,trio,3-10-11,1820,7
20260703-20-09,trifecta,11-3-10,5980,16
20260703-20-10,win,10,540,3
20260703-20-10,place,10,210,3
20260703-20-10,place,11,350,6
20260703-20-10,place,4,540,8
20260703-20-10,bracket,6-7,670,4
20260703-20-10,quinella,10-11,1920,6
20260703-20-10,bracket_exacta,6-7,1260,3
20260703-20-10,exacta,10-11,4160,15
20260703-20-10,wide,10-11,870,10
20260703-20-10,wide,4-10,2490,29
20260703-20-10,wide,4-11,3050,35
20260703-20-10,trio,4-10-11,15500,59
20260703-20-10,trifecta,10-11-4,76940,268
20260703-20-11,win,6,260,2
20260703-20-11,place,6,110,2
20260703-20-11,place,10,100,1
20260703-20-11,place,8,320,8
20260703-20-11,bracket,6-8,170,1
20260703-20-11,quinella,6-10,190,1
20260703-20-11,bracket_exacta,6-8,440,2
20260703-20-11,exacta,6-10,420,2
20260703-20-11,wide,6-10,130,1
20260703-20-11,wide,6-8,760,12
20260703-20-11,wide,8-10,400,5
20260703-20-11,trio,6-8-10,900,3
20260703-20-11,trifecta,6-10-8,3030,9
20260703-20-12,win,3,240,1
20260703-20-12,place,3,140,1
20260703-20-12,place,12,810,10
20260703-20-12,place,5,190,4
20260703-20-12,bracket,3-8,6810,18
20260703-20-12,quinella,3-12,10840,26
20260703-20-12,bracket_exacta,3-8,8360,25
20260703-20-12,exacta,3-12,16030,50
20260703-20-12,wide,3-12,2960,27
20260703-20-12,wide,3-5,300,1
20260703-20-12,wide,5-12,3750,35
20260703-20-12,trio,3-5-12,15640,47
20260703-20-12,trifecta,3-12-5,82990,248
20260703-24-01,win,3,1180,6
20260703-24-01,place,3,250,6
20260703-24-01,place,12,130,1
20260703-24-01,place,8,200,4
20260703-24-01,bracket,3-8,3140,10
20260703-24-01,quinella,3-12,2090,10
20260703-24-01,exacta,3-12,7530,26
20260703-24-01,wide,3-12,510,6
20260703-24-01,wide,3-8,750,11
20260703-24-01,wide,8-12,590,8
20260703-24-01,trio,3-8-12,4860,17
20260703-24-01,trifecta,3-12-8,43930,135
20260703-24-02,win,4,550,4
20260703-24-02,place,4,210,4
20260703-24-02,place,10,1120,10
20260703-24-02,place,3,1090,9
20260703-24-02,bracket,4-7,5220,14
20260703-24-02,quinella,4-10,7500,21
20260703-24-02,exacta,4-10,10050,30
20260703-24-02,wide,4-10,1950,19
20260703-24-02,wide,3-4,2690,28
20260703-24-02,wide,3-10,6860,41
20260703-24-02,trio,3-4-10,45220,93
20260703-24-02,trifecta,4-10-3,170350,382
20260703-24-03,win,4,160,1
20260703-24-03,place,4,110,1
20260703-24-03,place,5,110,2
20260703-24-03,quinella,4-5,140,1
20260703-24-03,exacta,4-5,270,1
20260703-24-03,wide,4-5,120,1
20260703-24-03,wide,3-4,180,5
20260703-24-03,wide,3-5,180,4
20260703-24-03,trio,3-4-5,200,1
20260703-24-03,trifecta,4-5-3,540,1
20260703-24-04,win,5,110,1
20260703-24-04,place,5,110,1
20260703-24-04,place,3,320,4
20260703-24-04,quinella,3-5,740,4
20260703-24-04,exacta,5-3,690,3
20260703-24-04,wide,3-5,210,3
20260703-24-04,wide,5-6,150,2
20260703-24-04,wide,3-6,490,8
20260703-24-04,trio,3-5-6,520,2
20260703-24-04,trifecta,5-3-6,1420,4
20260703-24-05,win,6,470,3
20260703-24-05,place,6,200,4
20260703-24-05,place,2,160,2
20260703-24-05,place,1,1280,10
20260703-24-05,bracket,2-5,440,2
20260703-24-05,quinella,2-6,620,2
20260703-24-05,exacta,6-2,2080,8
20260703-24-05,wide,2-6,400,3
20260703-24-05,wide,1-6,3710,34
20260703-24-05,wide,1-2,5190,37
20260703-24-05,trio,1-2-6,18270,46
20260703-24-05,trifecta,6-2-1,98020,222
20260703-24-06,win,9,790,4
20260703-24-06,place,9,160,3
20260703-24-06,place,10,230,4
20260703-24-06,place,3,130,1
20260703-24-06,bracket,7-7,3270,13
20260703-24-06,quinella,9-10,2520,10
20260703-24-06,exacta,9-10,7020,28
20260703-24-06,wide,9-10,770,9
20260703-24-06,wide,3-9,460,4
20260703-24-06,wide,3-10,350,2
20260703-24-06,trio,3-9-10,2510,4
20260703-24-06,trifecta,9-10-3,23090,73
20260703-24-07,win,7,460,2
20260703-24-07,place,7,160,2
20260703-24-07,place,5,140,1
20260703-24-07,place,3,650,9
20260703-24-07,bracket,5-6,370,1
20260703-24-07,quinella,5-7,440,1
20260703-24-07,exacta,7-5,970,2
20260703-24-07,wide,5-7,220,1
20260703-24-07,wide,3-7,2060,25
20260703-24-07,wide,3-5,1470,20
20260703-24-07,trio,3-5-7,4260,13
20260703-24-07,trifecta,7-5-3,17440,50
20260703-24-08,win,4,310,1
20260703-24-08,place,4,130,1
20260703-24-08,place,7,350,6
20260703-24-08,place,10,360,7
20260703-24-08,bracket,4-6,650,2
20260703-24-08,quinella,4-7,2200,7
20260703-24-08,exacta,4-7,3230,10
20260703-24-08,wide,4-7,840,12
20260703-24-08,wide,4-10,820,10
20260703-24-08,wide,7-10,2650,32
20260703-24-08,trio,4-7-10,8770,36
20260703-24-08,trifecta,4-7-10,34660,119
20260703-24-09,win,2,190,1
20260703-24-09,place,2,110,1
20260703-24-09,place,7,310,7
20260703-24-09,place,11,210,3
20260703-24-09,bracket,2-6,880,4
20260703-24-09,quinella,2-7,1130,4
20260703-24-09,exacta,2-7,1900,6
20260703-24-09,wide,2-7,530,6
20260703-24-09,wide,2-11,310,2
20260703-24-09,wide,7-11,810,12
20260703-24-09,trio,2-7-11,1670,5
20260703-24-09,trifecta,2-7-11,6880,13
20260703-24-10,win,6,110,1
20260703-24-10,place,6,100,1
20260703-24-10,place,9,270,5
20260703-24-10,place,5,200,3
20260703-24-10,bracket,5-7,720,4
20260703-24-10,quinella,6-9,780,4
20260703-24-10,exacta,6-9,710,2
20260703-24-10,wide,6-9,310,3
20260703-24-10,wide,5-6,280,2
20260703-24-10,wide,5-9,2200,23
20260703-24-10,trio,5-6-9,3170,15
20260703-24-10,trifecta,6-9-5,6610,20
20260703-24-11,win,11,470,3
20260703-24-11,place,11,140,3
20260703-24-11,place,3,130,2
20260703-24-11,place,6,180,4
20260703-24-11,bracket,3-8,400,2
20260703-24-11,quinella,3-11,380,2
20260703-24-11,exacta,11-3,1110,5
20260703-24-11,wide,3-11,250,2
20260703-24-11,wide,6-11,440,7
20260703-24-11,wide,3-6,360,4
20260703-24-11,trio,3-6-11,890,2
20260703-24-11,trifecta,11-3-6,4660,14
20260703-24-12,win,11,520,2
20260703-24-12,place,11,220,3
20260703-24-12,place,5,210,2
20260703-24-12,place,12,260,6
20260703-24-12,bracket,5-8,1020,2
20260703-24-12,quinella,5-11,2560,7
20260703-24-12,exacta,11-5,3890,7
20260703-24-12,wide,5-11,840,7
20260703-24-12,wide,11-12,730,3
20260703-24-12,wide,5-12,1090,16
20260703-24-12,trio,5-11-12,5950,11
20260703-24-12,trifecta,11-5-12,27670,36
20260703-27-01,win,12,340,2
20260703-27-01,place,12,180,2
20260703-27-01,place,1,220,3
20260703-27-01,place,4,330,5
20260703-27-01,bracket,1-8,1420,5
20260703-27-01,quinella,1-12,1510,5
20260703-27-01,exacta,12-1,2390,7
20260703-27-01,wide,1-12,430,5
20260703-27-01,wide,4-12,1000,9
20260703-27-01,wide,1-4,1420,12
20260703-27-01,trio,1-4-12,7350,22
20260703-27-01,trifecta,12-1-4,25890,66
20260703-27-02,win,8,630,3
20260703-27-02,place,8,130,2
20260703-27-02,place,7,670,9
20260703-27-02,place,4,100,1
20260703-27-02,bracket,6-6,7930,14
20260703-27-02,quinella,7-8,10030,18
20260703-27-02,exacta,8-7,23850,36
20260703-27-02,wide,7-8,2470,22
20260703-27-02,wide,4-8,200,1
20260703-27-02,wide,4-7,960,13
20260703-27-02,trio,4-7-8,3720,15
20260703-27-02,trifecta,8-7-4,46250,113
20260703-27-03,win,1,490,2
20260703-27-03,place,1,130,2
20260703-27-03,place,6,800,7
20260703-27-03,place,3,100,1
20260703-27-03,bracket,1-6,20470,18
20260703-27-03,quinella,1-6,15940,21
20260703-27-03,exacta,1-6,19320,31
20260703-27-03,wide,1-6,1740,17
20260703-27-03,wide,1-3,160,1
20260703-27-03,wide,3-6,1020,13
20260703-27-03,trio,1-3-6,2270,10
20260703-27-03,trifecta,1-6-3,49050,105
20260703-27-04,win,1,200,1
20260703-27-04,place,1,170,4
20260703-27-04,place,9,150,2
20260703-27-04,place,3,140,1
20260703-27-04,bracket,1-8,620,2
20260703-27-04,quinella,1-9,690,2
20260703-27-04,exacta,1-9,1020,2
20260703-27-04,wide,1-9,290,3
20260703-27-04,wide,1-3,210,1
20260703-27-04,wide,3-9,350,5
20260703-27-04,trio,1-3-9,730,1
20260703-27-04,trifecta,1-9-3,3160,3
20260703-27-05,win,7,210,1
20260703-27-05,place,7,110,1
20260703-27-05,place,8,170,3
20260703-27-05,place,12,220,5
20260703-27-05,bracket,6-6,820,4
20260703-27-05,quinella,7-8,680,1
20260703-27-05,exacta,7-8,1370,1
20260703-27-05,wide,7-8,230,1
20260703-27-05,wide,7-12,460,6
20260703-27-05,wide,8-12,1300,20
20260703-27-05,trio,7-8-12,2700,8
20260703-27-05,trifecta,7-8-12,7740,9
20260703-27-06,win,11,210,1
20260703-27-06,place,11,140,2
20260703-27-06,place,2,150,4
20260703-27-06,place,9,120,1
20260703-27-06,bracket,2-8,870,3
20260703-27-06,quinella,2-11,1380,6
20260703-27-06,exacta,11-2,2010,8
20260703-27-06,wide,2-11,570,7
20260703-27-06,wide,9-11,370,4
20260703-27-06,wide,2-9,570,8
20260703-27-06,trio,2-9-11,1940,6
20260703-27-06,trifecta,11-2-9,8920,20
20260703-27-07,win,4,150,1
20260703-27-07,place,4,100,1
20260703-27-07,place,3,100,2
20260703-27-07,quinella,3-4,140,1
20260703-27-07,exacta,4-3,140,1
20260703-27-07,wide,3-4,100,1
20260703-27-07,wide,2-4,120,2
20260703-27-07,wide,2-3,120,3
20260703-27-07,trio,2-3-4,190,1
20260703-27-07,trifecta,4-3-2,370,1
20260703-27-08,win,9,140,1
20260703-27-08,place,9,100,1
20260703-27-08,place,2,130,2
20260703-27-08,place,8,290,6
20260703-27-08,bracket,2-7,280,1
20260703-27-08,quinella,2-9,360,1
20260703-27-08,exacta,9-2,460,1
20260703-27-08,wide,2-9,170,1
20260703-27-08,wide,8-9,400,4
20260703-27-08,wide,2-8,920,11
20260703-27-08,trio,2-8-9,1470,4
20260703-27-08,trifecta,9-2-8,3470,7
20260703-27-09,win,10,1000,3
20260703-27-09,place,10,240,5
20260703-27-09,place,6,120,1
20260703-27-09,place,3,210,3
20260703-27-09,bracket,5-7,660,2
20260703-27-09,quinella,6-10,640,2
20260703-27-09,exacta,10-6,2430,8
20260703-27-09,wide,6-10,340,3
20260703-27-09,wide,3-10,810,13
20260703-27-09,wide,3-6,320,2
20260703-27-09,trio,3-6-10,1080,3
20260703-27-09,trifecta,10-6-3,8100,20
20260703-27-10,win,8,450,3
20260703-27-10,place,8,150,3
20260703-27-10,place,3,150,4
20260703-27-10,place,1,110,1
20260703-27-10,bracket,3-7,1520,7
20260703-27-10,quinella,3-8,1420,6
20260703-27-10,exacta,8-3,2720,10
20260703-27-10,wide,3-8,360,6
20260703-27-10,wide,1-8,280,4
20260703-27-10,wide,1-3,240,2
20260703-27-10,trio,1-3-8,870,3
20260703-27-10,trifecta,8-3-1,7720,23
20260703-27-11,win,6,310,2
20260703-27-11,place,6,130,2
20260703-27-11,place,10,190,3
20260703-27-11,place,8,620,6
20260703-27-11,bracket,6-8,650,3
20260703-27-11,quinella,6-10,710,3
20260703-27-11,exacta,6-10,1270,5
20260703-27-11,wide,6-10,270,3
20260703-27-11,wide,6-8,1740,14
20260703-27-11,wide,8-10,1630,12
20260703-27-11,trio,6-8-10,7110,17
20260703-27-11,trifecta,6-10-8,19080,45
20260703-27-12,win,11,890,3
20260703-27-12,place,11,200,2
20260703-27-12,place,9,390,7
20260703-27-12,place,7,610,9
20260703-27-12,bracket,7-8,450,1
20260703-27-12,quinella,9-11,2540,8
20260703-27-12,exacta,11-9,5740,16
20260703-27-12,wide,9-11,1040,11
20260703-27-12,wide,7-11,2160,24
20260703-27-12,wide,7-9,3920,38
20260703-27-12,trio,7-9-11,16970,56
20260703-27-12,trifecta,11-9-7,70730,224
