race_id,bet_type,combination,amount,popularity
20260504-19-01,win,11,1050,4
20260504-19-01,place,11,140,4
20260504-19-01,place,5,130,2
20260504-19-01,place,10,130,1
20260504-19-01,bracket,5-8,310,1
20260504-19-01,quinella,5-11,1470,5
20260504-19-01,bracket_exacta,8-5,640,1
20260504-19-01,exacta,11-5,4580,18
20260504-19-01,wide,5-11,400,6
20260504-19-01,wide,10-11,350,4
20260504-19-01,wide,5-10,180,1
20260504-19-01,trio,5-10-11,970,2
20260504-19-01,trifecta,11-5-10,14010,52
20260504-19-02,win,6,170,1
20260504-19-02,place,6,110,1
20260504-19-02,place,5,110,2
20260504-19-02,place,1,140,4
20260504-19-02,bracket,5-6,260,1
20260504-19-02,quinella,5-6,260,1
20260504-19-02,bracket_exacta,6-5,380,1
20260504-19-02,exacta,6-5,430,1
20260504-19-02,wide,5-6,140,1
20260504-19-02,wide,1-6,190,3
20260504-19-02,wide,1-5,270,4
20260504-19-02,trio,1-5-6,370,1
20260504-19-02,trifecta,6-5-1,1040,1
20260504-19-03,win,8,760,3
20260504-19-03,place,8,220,5
20260504-19-03,place,5,130,1
20260504-19-03,place,4,460,7
20260504-19-03,bracket,5-6,610,3
20260504-19-03,quinella,5-8,730,3
20260504-19-03,bracket_exacta,6-5,2000,9
20260504-19-03,exacta,8-5,2100,8
20260504-19-03,wide,5-8,370,4
20260504-19-03,wide,4-8,3400,31
20260504-19-03,wide,4-5,700,9
20260504-19-03,trio,4-5-8,8930,33
20260504-19-03,trifecta,8-5-4,55610,175
20260504-19-04,win,9,110,1
20260504-19-04,place,9,100,1
20260504-19-04,place,7,300,6
20260504-19-04,place,5,170,3
20260504-19-04,bracket,6-7,940,5
20260504-19-04,quinella,7-9,830,5
20260504-19-04,bracket_exacta,7-6,1120,4
20260504-19-04,exacta,9-7,960,5
20260504-19-04,wide,7-9,400,5
20260504-19-04,wide,5-9,240,3
20260504-19-04,wide,5-7,1100,13
20260504-19-04,trio,5-7-9,1550,9
20260504-19-04,trifecta,9-7-5,3770,16
20260504-19-05,win,7,240,1
20260504-19-05,place,7,170,2
20260504-19-05,place,9,810,8
20260504-19-05,place,6,240,4
20260504-19-05,bracket,6-7,850,5
20260504-19-05,quinella,7-9,6870,21
20260504-19-05,bracket_exacta,6-7,1270,2
20260504-19-05,exacta,7-9,6910,25
20260504-19-05,wide,7-9,1920,19
20260504-19-05,wide,6-7,510,6
20260504-19-05,wide,6-9,2520,25
20260504-19-05,trio,6-7-9,10340,34
20260504-19-05,trifecta,7-9-6,50070,165
20260504-19-06,win,10,330,2
20260504-19-06,place,10,160,2
20260504-19-06,place,5,320,5
20260504-19-06,place,9,160,3
20260504-19-06,bracket,5-7,1000,4
20260504-19-06,quinella,5-10,2030,8
20260504-19-06,bracket_exacta,7-5,1650,7
20260504-19-06,exacta,10-5,3040,12
20260504-19-06,wide,5-10,860,9
20260504-19-06,wide,9-10,340,3
20260504-19-06,wide,5-9,870,10
20260504-19-06,trio,5-9-10,3630,10
20260504-19-06,trifecta,10-5-9,13590,32
20260504-19-07,win,9,460,2
20260504-19-07,place,9,150,2
20260504-19-07,place,11,540,8
20260504-19-07,place,12,120,1
20260504-19-07,bracket,7-8,270,1
20260504-19-07,quinella,9-11,6550,16
20260504-19-07,bracket_exacta,7-8,1110,4
20260504-19-07,exacta,9-11,8820,28
20260504-19-07,wide,9-11,1760,18
20260504-19-07,wide,9-12,240,2
20260504-19-07,wide,11-12,980,12
20260504-19-07,trio,9-11-12,2860,10
20260504-19-07,trifecta,9-11-12,32110,95
20260504-19-08,win,7,450,2
20260504-19-08,place,7,170,2
20260504-19-08,place,1,310,4
20260504-19-08,place,10,470,6
20260504-19-08,bracket,1-6,890,4
20260504-19-08,quinella,1-7,3390,9
20260504-19-08,bracket_exacta,6-1,1020,5
20260504-19-08,exacta,7-1,6380,15
20260504-19-08,wide,1-7,990,9
20260504-19-08,wide,7-10,1400,14
20260504-19-08,wide,1-10,2320,24
20260504-19-08,trio,1-7-10,10590,34
20260504-19-08,trifecta,7-1-10,55500,153
20260504-19-09,win,9,320,2
20260504-19-09,place,9,110,2
20260504-19-09,place,7,110,1
20260504-19-09,place,6,150,3
20260504-19-09,bracket,5-6,270,1
20260504-19-09,quinella,7-9,290,1
20260504-19-09,bracket_exacta,6-5,570,2
20260504-19-09,exacta,9-7,630,2
20260504-19-09,wide,7-9,160,1
20260504-19-09,wide,6-9,390,5
20260504-19-09,wide,6-7,320,3
20260504-19-09,trio,6-7-9,750,2
20260504-19-09,trifecta,9-7-6,2690,3
20260504-19-10,win,1,1280,6
20260504-19-10,place,1,280,6
20260504-19-10,place,9,130,1
20260504-19-10,place,4,150,3
20260504-19-10,bracket,1-8,1200,6
20260504-19-10,quinella,1-9,1090,5
20260504-19-10,bracket_exacta,1-8,3500,16
20260504-19-10,exacta,1-9,3280,14
20260504-19-10,wide,1-9,420,6
20260504-19-10,wide,1-4,550,10
20260504-19-10,wide,4-9,230,1
20260504-19-10,trio,1-4-9,1020,2
20260504-19-10,trifecta,1-9-4,9960,34
20260504-19-11,win,12,100,1
20260504-19-11,place,12,100,1
20260504-19-11,place,11,180,3
20260504-19-11,place,5,110,2
20260504-19-11,bracket,8-8,660,4
20260504-19-11,quinella,11-12,700,2
20260504-19-11,bracket_exacta,8-8,730,4
20260504-19-11,exacta,12-11,740,2
20260504-19-11,wide,11-12,260,2
20260504-19-11,wide,5-12,140,1
20260504-19-11,wide,5-11,620,10
20260504-19-11,trio,5-11-12,860,1
20260504-19-11,trifecta,12-11-5,2770,7
20260504-19-12,win,4,410,2
20260504-19-12,place,4,160,2
20260504-19-12,place,5,210,4
20260504-19-12,place,11,170,3
20260504-19-12,bracket,4-5,2150,7
20260504-19-12,quinella,4-5,1850,6
20260504-19-12,bracket_exacta,4-5,4060,11
20260504-19-12,exacta,4-5,3260,10
20260504-19-12,wide,4-5,410,5
20260504-19-12,wide,4-11,280,3
20260504-19-12,wide,5-11,660,8
20260504-19-12,trio,4-5-11,2120,5
20260504-19-12,trifecta,4-5-11,13490,41
