race_id,date,baba_code,baba_name,race_no,title,surface,distance,weather,going
20260504-03-01,2026-05-04,3,帯広ば,1,飛花琳＆崇獅　初誕生記念Ｃ２－１５,ダート,200,小雨,2.8
20260504-03-02,2026-05-04,3,帯広ば,2,２歳新馬,ダート,200,小雨,2.8
20260504-03-03,2026-05-04,3,帯広ば,3,藤本匠調教師　祝初勝利！Ｃ２－１３,ダート,200,曇,2.8
20260504-03-04,2026-05-04,3,帯広ば,4,紫苑、誕生日おめでとう記念Ｃ２－８,ダート,200,曇,2.8
20260504-03-05,2026-05-04,3,帯広ば,5,第４５回落合大輔誕生日記念Ｃ１－８,ダート,200,小雨,2.8
20260504-03-06,2026-05-04,3,帯広ば,6,ぶいすぽ如月れん生誕記念杯Ｃ１－１・２決勝,ダート,200,小雨,2.8
20260504-03-07,2026-05-04,3,帯広ば,7,マリちゃん誕生日記念Ｂ４－１１,ダート,200,曇,2.7
20260504-03-08,2026-05-04,3,帯広ば,8,戸井田利雄誕生日記念杯Ｂ４－１,ダート,200,曇,2.7
20260504-03-09,2026-05-04,3,帯広ば,9,山田睦美記念Ｂ３－７混合,ダート,200,曇,2.7
20260504-03-10,2026-05-04,3,帯広ば,10,将太とあゆみの結婚記念。Ｂ３－１,ダート,200,曇,2.7
20260504-03-11,2026-05-04,3,帯広ば,11,菖蒲特別Ａ２－１混合,ダート,200,曇,2.7
20260504-03-12,2026-05-04,3,帯広ば,12,Ｂ４－３,ダート,200,曇,2.7
20260504-10-01,2026-05-04,10,盛岡,1,ファーストステップ　２歳　新馬戦,ダート,1000,曇,不良
20260504-10-02,2026-05-04,10,盛岡,2,Ｃ２九組,ダート,1200,曇,不良
20260504-10-03,2026-05-04,10,盛岡,3,Ｃ２八組,ダート,1200,小雨,不良
20260504-10-04,2026-05-04,10,盛岡,4,Ｃ２七組,ダート,1200,小雨,不良
20260504-10-05,2026-05-04,10,盛岡,5,Ｃ２,ダート,1000,小雨,不良
20260504-10-06,2026-05-04,10,盛岡,6,Ｂ２,ダート,1400,小雨,不良
20260504-10-07,2026-05-04,10,盛岡,7,Ｂ２,ダート,1400,小雨,不良
20260504-10-08,2026-05-04,10,盛岡,8,Ｂ１Ｂ２混合,ダート,1200,小雨,不良
20260504-10-09,2026-05-04,10,盛岡,9,Ｂ１二組Ｂ２一組混合,ダート,1600,曇,不良
20260504-10-10,2026-05-04,10,盛岡,10,いわてくじ山形村短角牛賞Ｂ１一組,ダート,1600,小雨,不良
20260504-10-11,2026-05-04,10,盛岡,11,紫陽花賞Ｂ１,ダート,1800,小雨,不良
20260504-19-01,2026-05-04,19,船橋,1,３歳二,ダート,1200,晴,稍重
20260504-19-02,2026-05-04,19,船橋,2,Ｃ３四,ダート,1200,晴,稍重
20260504-19-03,2026-05-04,19,船橋,3,Ｃ２二 三 四ア,ダート,1500,曇,稍重
20260504-19-04,2026-05-04,19,船橋,4,Ｃ２二 三 四イ,ダート,1200,曇,稍重
20260504-19-05,2026-05-04,19,船橋,5,Ｃ１四 五,ダート,1200,曇,稍重
20260504-19-06,2026-05-04,19,船橋,6,Ｃ１四 五,ダート,1500,曇,稍重
20260504-19-07,2026-05-04,19,船橋,7,馬い！実況ありがとう記念Ｃ２二 三 四ウ,ダート,1200,曇,稍重
20260504-19-08,2026-05-04,19,船橋,8,牡牛座スプリントＢ３選抜馬ア,ダート,1200,曇,稍重
20260504-19-09,2026-05-04,19,船橋,9,みどりの日特別Ｃ２一,ダート,1600,曇,稍重
20260504-19-10,2026-05-04,19,船橋,10,ヤマブキスプリント３歳未格選抜馬,ダート,1200,曇,稍重
20260504-19-11,2026-05-04,19,船橋,11,エメラルドマイルＢ３二,ダート,1600,曇,稍重
20260504-19-12,2026-05-04,19,船橋,12,立夏賞Ｃ３選抜馬,ダート,1800,曇,稍重
