race_id,bet_type,combination,amount,popularity
20260502-03-01,win,7,2490,9
20260502-03-01,place,7,470,9
20260502-03-01,place,9,290,6
20260502-03-01,place,5,120,1
20260502-03-01,bracket,7-8,3620,13
20260502-03-01,quinella,7-9,8810,28
20260502-03-01,exacta,7-9,26850,59
20260502-03-01,wide,7-9,1750,26
20260502-03-01,wide,5-7,590,8
20260502-03-01,wide,5-9,320,3
20260502-03-01,trio,5-7-9,4900,21
20260502-03-01,trifecta,7-9-5,64290,205
20260502-03-02,win,1,3010,9
20260502-03-02,place,1,790,9
20260502-03-02,place,7,150,1
20260502-03-02,place,8,290,5
20260502-03-02,bracket,1-7,4690,18
20260502-03-02,quinella,1-7,8320,28
20260502-03-02,exacta,1-7,16480,55
20260502-03-02,wide,1-7,2500,31
20260502-03-02,wide,1-8,2230,30
20260502-03-02,wide,7-8,520,6
20260502-03-02,trio,1-7-8,9980,42
20260502-03-02,trifecta,1-7-8,80560,303
20260502-03-03,win,6,350,2
20260502-03-03,place,6,170,3
20260502-03-03,place,7,160,2
20260502-03-03,place,5,190,4
20260502-03-03,bracket,6-7,460,1
20260502-03-03,quinella,6-7,440,1
20260502-03-03,exacta,6-7,920,2
20260502-03-03,wide,6-7,260,1
20260502-03-03,wide,5-6,500,7
20260502-03-03,wide,5-7,490,6
20260502-03-03,trio,5-6-7,1040,3
20260502-03-03,trifecta,6-7-5,3870,4
20260502-03-04,win,3,810,7
20260502-03-04,place,3,240,7
20260502-03-04,place,6,140,1
20260502-03-04,place,5,200,5
20260502-03-04,quinella,3-6,1630,6
20260502-03-04,exacta,3-6,3340,15
20260502-03-04,wide,3-6,550,7
20260502-03-04,wide,3-5,720,18
20260502-03-04,wide,5-6,330,2
20260502-03-04,trio,3-5-6,2470,10
20260502-03-04,trifecta,3-6-5,20760,98
20260502-03-05,win,5,180,1
20260502-03-05,place,5,110,1
20260502-03-05,place,2,140,2
20260502-03-05,place,6,220,6
20260502-03-05,quinella,2-5,450,1
20260502-03-05,exacta,5-2,600,1
20260502-03-05,wide,2-5,200,1
20260502-03-05,wide,5-6,380,5
20260502-03-05,wide,2-6,710,13
20260502-03-05,trio,2-5-6,1400,7
20260502-03-05,trifecta,5-2-6,4230,8
20260502-03-06,win,7,280,2
