race_id,date,baba_code,baba_name,race_no,title,surface,distance,weather,going
20260502-03-01,2026-05-02,3,帯広ば,1,ひろちゃんばんえい参上記念Ｃ２－１６,ダート,200,晴,3.0
20260502-03-02,2026-05-02,3,帯広ば,2,ひまわり温泉　ボイラー復活Ｃ２－１４,ダート,200,晴,3.0
20260502-03-03,2026-05-02,3,帯広ば,3,青森中泊愛馬会馬力大会Ｃ２－１,ダート,200,晴,2.9
20260502-03-04,2026-05-02,3,帯広ば,4,Ｓさんお誕生日記念Ｃ１－７,ダート,200,晴,2.9
20260502-03-05,2026-05-02,3,帯広ば,5,森町桜まつりばんば競技大会Ｃ１－５,ダート,200,晴,2.9
20260502-03-06,2026-05-02,3,帯広ば,6,２歳の海宇君☆毎日激走記念Ｂ４－９,ダート,200,晴,2.9
20260502-03-07,2026-05-02,3,帯広ば,7,佐藤璃果さん卒業記念Ｂ３－６,ダート,200,晴,2.8
20260502-03-08,2026-05-02,3,帯広ば,8,乃空も一緒に走ってこーいＢ３－５,ダート,200,晴,2.8
20260502-03-09,2026-05-02,3,帯広ば,9,荒井所長　やっと来たよーＢ３－３,ダート,200,晴,2.7
20260502-03-10,2026-05-02,3,帯広ば,10,さやちゃんいつもありがとうＢ２－２,ダート,200,晴,2.7
20260502-03-11,2026-05-02,3,帯広ば,11,春雨特別オープン・Ａ１混合,ダート,200,晴,2.6
20260502-03-12,2026-05-02,3,帯広ば,12,Ｂ４－１・２決勝,ダート,200,晴,2.6
20260502-31-01,2026-05-02,31,佐賀,1,Ｃ３－６,ダート,1600,晴,重
20260502-31-02,2026-05-02,31,佐賀,2,Ｃ３－５,ダート,1600,晴,重
20260502-31-03,2026-05-02,31,佐賀,3,Ｃ３－４,ダート,1600,晴,重
20260502-31-04,2026-05-02,31,佐賀,4,Ｃ１－６,ダート,1300,晴,重
20260502-31-05,2026-05-02,31,佐賀,5,Ｃ１－５,ダート,1300,晴,重
20260502-31-06,2026-05-02,31,佐賀,6,Ｃ２－５,ダート,1400,晴,重
20260502-31-07,2026-05-02,31,佐賀,7,Ｃ２－４,ダート,1400,晴,重
20260502-31-08,2026-05-02,31,佐賀,8,Ｃ２－３,ダート,1400,晴,重
20260502-31-09,2026-05-02,31,佐賀,9,Ｃ２－２,ダート,1400,晴,重
20260502-31-10,2026-05-02,31,佐賀,10,八十八夜特別Ｃ２－１選抜馬,ダート,1400,晴,重
20260502-31-11,2026-05-02,31,佐賀,11,ファイナルレースＣ２－９記者選抜,ダート,1400,晴,重
20260502-32-01,2026-05-02,32,佐賀,1,パドックリニューアル記念３歳－４組,ダート,1400,曇,重
20260502-32-02,2026-05-02,32,佐賀,2,パッカルくんのおとしもの賞３歳－３組,ダート,1400,曇,重
20260502-32-03,2026-05-02,32,佐賀,3,Ｃ２－１６組,ダート,1400,曇,重
20260502-32-04,2026-05-02,32,佐賀,4,あやめ賞Ｂ,ダート,900,曇,重
20260502-32-05,2026-05-02,32,佐賀,5,Ｃ２－１５組,ダート,1300,曇,重
20260502-32-06,2026-05-02,32,佐賀,6,Ｃ２－１４組,ダート,1300,晴,重
20260502-32-07,2026-05-02,32,佐賀,7,Ｃ１－４組,ダート,1400,晴,重
20260502-32-08,2026-05-02,32,佐賀,8,ＡＩパッカル賞Ｃ１－３組,ダート,1400,晴,重
20260502-32-09,2026-05-02,32,佐賀,9,八十八夜賞Ｂ,ダート,1400,晴,重
20260502-32-10,2026-05-02,32,佐賀,10,長崎街道木屋瀬（こやのせ）宿特選Ｃ１,ダート,1400,晴,重
20260502-32-11,2026-05-02,32,佐賀,11,ＳＡＧＡリベンジャーズドリームＣ２－１８組,ダート,1300,晴,重
