race_id,date,baba_code,baba_name,race_no,title,surface,distance,weather,going
20260407-11-01,2026-04-07,11,水沢,1,Ｃ２四組,ダート,1400,曇,稍重
20260407-11-02,2026-04-07,11,水沢,2,Ｃ２三組,ダート,1400,曇,稍重
20260407-11-03,2026-04-07,11,水沢,3,Ｃ２二組,ダート,1400,曇,稍重
20260407-11-04,2026-04-07,11,水沢,4,Ｃ２一組,ダート,1400,曇,稍重
20260407-11-05,2026-04-07,11,水沢,5,Ｂ１,ダート,850,曇,稍重
20260407-11-06,2026-04-07,11,水沢,6,Ｂ１,ダート,850,曇,稍重
20260407-11-07,2026-04-07,11,水沢,7,３歳Ｂ２三組,ダート,1400,曇,稍重
20260407-11-08,2026-04-07,11,水沢,8,Ｂ２,ダート,1400,曇,稍重
20260407-11-09,2026-04-07,11,水沢,9,Ｂ２,ダート,1400,曇,稍重
20260407-11-10,2026-04-07,11,水沢,10,Ｂ２,ダート,1400,曇,稍重
20260407-11-11,2026-04-07,11,水沢,11,Ｂ１二組,ダート,1600,曇,稍重
20260407-11-12,2026-04-07,11,水沢,12,夢・希望　未来へ前進Ｂ１一組,ダート,1600,曇,稍重
20260407-21-01,2026-04-07,21,川崎,1,Ｃ３五 六,ダート,1400,雨,重
20260407-21-02,2026-04-07,21,川崎,2,Ｃ３五 六,ダート,1400,雨,重
20260407-21-03,2026-04-07,21,川崎,3,初雷（はつらい）賞Ｃ２選定馬,ダート,900,雨,重
20260407-21-04,2026-04-07,21,川崎,4,Ｃ２三 四,ダート,1400,曇,重
20260407-21-05,2026-04-07,21,川崎,5,Ｃ２三 四,ダート,1400,曇,重
20260407-21-06,2026-04-07,21,川崎,6,ダイヤモンドフラワー賞３歳未格付選定馬ＪＲＡ選定馬,ダート,1600,曇,重
20260407-21-07,2026-04-07,21,川崎,7,エイプリルフラワー賞３歳未格付選定馬ＪＲＡ選定馬,ダート,1500,曇,重
20260407-21-08,2026-04-07,21,川崎,8,イースター賞Ｃ２選定馬２,ダート,1500,曇,重
20260407-21-09,2026-04-07,21,川崎,9,勇気凛凛（ゆうきりんりん）賞Ｂ３選定馬,ダート,900,曇,重
20260407-21-10,2026-04-07,21,川崎,10,プロキオン賞Ｂ２Ｂ３選定馬,ダート,2000,曇,重
20260407-21-11,2026-04-07,21,川崎,11,第２９回 クラウンカップ（東京ダービーＴＲ）３歳オープン,ダート,1600,曇,重
20260407-21-12,2026-04-07,21,川崎,12,桜草（さくらそう）賞Ｃ１選定馬,ダート,1500,曇,重
20260407-22-01,2026-04-07,22,金沢,1,Ｃ１七,ダート,1500,曇,不良
20260407-22-02,2026-04-07,22,金沢,2,きっと馬くいくで賞Ｃ１六,ダート,1500,曇,不良
20260407-22-03,2026-04-07,22,金沢,3,Ｃ１五,ダート,1400,曇,不良
20260407-22-04,2026-04-07,22,金沢,4,Ｃ１四,ダート,1500,曇,不良
20260407-22-05,2026-04-07,22,金沢,5,今こそ握れ　夢を！サンノヨン新章開幕記念Ｃ１三,ダート,1500,曇,不良
20260407-22-06,2026-04-07,22,金沢,6,Ｃ１二,ダート,1400,曇,重
20260407-22-07,2026-04-07,22,金沢,7,３歳Ａ２,ダート,1400,曇,重
20260407-22-08,2026-04-07,22,金沢,8,健太と悠香の愛の単勝一本勝負杯Ｂ１四,ダート,1400,曇,稍重
20260407-22-09,2026-04-07,22,金沢,9,Ｂ１三,ダート,1400,曇,稍重
20260407-22-10,2026-04-07,22,金沢,10,能登復興支援　真脇遺跡賞Ｂ１二,ダート,1500,曇,稍重
20260407-22-11,2026-04-07,22,金沢,11,金沢競馬は楽天競馬で投票！特別Ａ２ａ,ダート,1700,曇,稍重
20260407-22-12,2026-04-07,22,金沢,12,第３回 ネクストスター中日本【兵庫ＣＳＴＲ】３歳（東海・北陸交流）,ダート,1400,曇,稍重
20260407-24-01,2026-04-07,24,名古屋,1,３歳８組,ダート,920,曇,重
20260407-24-02,2026-04-07,24,名古屋,2,Ｃ２９組,ダート,920,曇,重
20260407-24-03,2026-04-07,24,名古屋,3,３歳７組,ダート,1500,曇,重
20260407-24-04,2026-04-07,24,名古屋,4,Ｃ２８組,ダート,1400,曇,重
20260407-24-05,2026-04-07,24,名古屋,5,Ｃ２７組,ダート,1400,曇,重
20260407-24-06,2026-04-07,24,名古屋,6,ゆうきくん就職おめでとうＣ２６,ダート,1500,晴,重
20260407-24-07,2026-04-07,24,名古屋,7,芝桜（しばざくら）昇竜戦Ａ特別,ダート,2100,晴,重
20260407-24-08,2026-04-07,24,名古屋,8,零れ桜（こぼれざくら）特別Ｂ２,ダート,1700,晴,重
20260407-24-09,2026-04-07,24,名古屋,9,桜月夜（さくらづきよ）特別Ｂ１,ダート,2000,晴,重
20260407-24-10,2026-04-07,24,名古屋,10,第６６回 東海桜花賞オープン,ダート,2100,晴,重
20260407-24-11,2026-04-07,24,名古屋,11,Ｃ２５組,ダート,1500,晴,重
20260407-27-01,2026-04-07,27,園田,1,Ｃ３二４歳以上,ダート,1400,曇,稍重
20260407-27-02,2026-04-07,27,園田,2,Ｃ３一４歳以上,ダート,1400,曇,稍重
20260407-27-03,2026-04-07,27,園田,3,３歳Ｃ２二,ダート,1230,曇,稍重
20260407-27-04,2026-04-07,27,園田,4,槻並（つくなみ）スプリント３歳Ｃ２一,ダート,1230,曇,稍重
20260407-27-05,2026-04-07,27,園田,5,仁頂寺（にじょうじ）ダッシュＣ３二４歳以上,ダート,820,曇,稍重
20260407-27-06,2026-04-07,27,園田,6,Ｃ２三４歳以上,ダート,1400,曇,稍重
20260407-27-07,2026-04-07,27,園田,7,Ｃ２二４歳以上,ダート,1400,曇,稍重
20260407-27-08,2026-04-07,27,園田,8,Ｃ２一４歳以上,ダート,1400,曇,稍重
20260407-27-09,2026-04-07,27,園田,9,Ｃ１ ４歳以上特別,ダート,1870,曇,稍重
20260407-27-10,2026-04-07,27,園田,10,Ｂ２ ４歳以上特別,ダート,1400,曇,稍重
20260407-27-11,2026-04-07,27,園田,11,そのたんお誕生日記念Ａ１ ４歳以上特別,ダート,1400,曇,稍重
20260407-27-12,2026-04-07,27,園田,12,Ｃ３一４歳以上,ダート,820,曇,稍重
