rank,rank_raw,waku,horse_no,horse_name,horse_id,affiliation,sex_age,weight_carried,jockey,trainer,body_weight,body_weight_diff,time,margin,last3f,popularity,win_odds,race_id
1.0,1,3,3,リライトヒストリー,30005409896,高知,牡4,57.0,山崎雅,西山裕,478,-6,1:22.6,,38.2,2,5.7,20260404-31-01
2.0,2,5,5,ナバロン,30034401366,高知,牡7,57.0,郷間勇,田中譲,517,6,1:23.2,3,39.0,3,9.4,20260404-31-01
3.0,3,4,4,スタークルージング,30002406596,高知,牝4,55.0,宮川実,打越勇,473,8,1:23.6,2,39.5,1,1.2,20260404-31-01
4.0,4,1,1,チャンピオンリボン,30034409896,高知,牝4,53.0,△阿部基,西山裕,418,1,1:24.2,3,39.6,4,18.6,20260404-31-01
5.0,5,7,7,グリュースゴット,30066407256,高知,セン8,57.0,永森大,雑賀正,476,7,1:25.1,4,40.4,5,19.3,20260404-31-01
6.0,6,2,2,ビッグロゴスルーフ,30098407386,高知,牡5,57.0,大澤誠,那俄哲,504,5,1:25.5,2,38.8,7,86.0,20260404-31-01
7.0,7,8,8,アップルキャンディ,30016406576,高知,牝6,55.0,石本純,平和人,433,9,1:25.9,2,39.5,8,90.7,20260404-31-01
8.0,8,6,6,トワキ,30033400976,高知,牡6,57.0,上田将,嬉勝則,472,5,1:26.2,1.1/2,40.7,6,70.2,20260404-31-01
1.0,1,1,1,リワードエレイン,30045409296,高知,牝4,53.0,△阿部基,雑賀正,446,-4,1:23.4,,39.8,3,4.7,20260404-31-02
1.0,1,6,6,イルクオーレ,30057402956,高知,セン8,57.0,赤岡修,田中守,488,6,1:23.4,同着,39.5,1,2.7,20260404-31-02
3.0,3,8,9,サイモングリット,30083404396,高知,牡4,57.0,郷間勇,別府真,481,8,1:23.5,1/2,38.6,5,7.3,20260404-31-02
4.0,4,7,7,ウインリベラーレ,30088402086,高知,牡5,56.0,☆城野慈,胡本友,460,-2,1:23.9,2,39.8,7,20.0,20260404-31-02
5.0,5,4,4,ヤマノインパクト,30036404496,高知,牡4,56.0,☆近藤翔,倉兼育,487,5,1:24.5,3,38.3,4,6.8,20260404-31-02
6.0,6,8,8,ミッドナイトバード,30033408566,高知,牡7,57.0,岡村卓,胡本友,545,9,1:24.8,1.1/2,39.4,8,47.7,20260404-31-02
7.0,7,5,5,サイカク,30055400786,高知,牡5,57.0,岡遼太,東原己,457,1,1:24.9,クビ,40.3,9,48.1,20260404-31-02
8.0,8,2,2,ラージフィールド,30098405476,高知,セン6,57.0,石本純,田中伸,474,4,1:25.2,1.1/2,39.2,6,15.6,20260404-31-02
9.0,9,3,3,スリーローズマリー,30084405196,高知,牝4,55.0,上田将,目迫大,462,2,1:26.7,7,42.9,2,4.1,20260404-31-02
1.0,1,1,1,レモンシフォン,30065400586,高知,牝5,54.0,☆近藤翔,田中譲,518,0,1:23.0,,39.5,2,3.2,20260404-31-03
2.0,2,3,3,スーパーキティ,30017408896,高知,牝4,55.0,永森大,目迫大,518,4,1:23.0,クビ,39.0,1,3.0,20260404-31-03
3.0,3,8,8,ココリハクタク,30024407396,高知,牡4,57.0,岡村卓,川野勇,447,5,1:23.1,1/2,39.4,5,8.0,20260404-31-03
4.0,4,7,7,キモンニコラス,30016401196,高知,牡4,57.0,郷間勇,田中守,464,11,1:23.7,3,39.5,7,29.3,20260404-31-03
5.0,5,2,2,サノノアメリカン,30005400396,高知,牡4,57.0,木村直,胡本友,466,3,1:24.0,1.1/2,39.4,6,11.0,20260404-31-03
6.0,6,6,6,タイガーワゴン,30032402896,高知,牡4,57.0,岡遼太,國澤輝,507,0,1:24.1,クビ,39.3,8,32.2,20260404-31-03
7.0,7,5,5,ハードボイルド,30073404876,高知,牡6,57.0,佐原秀,那俄哲,484,-4,1:24.2,1/2,40.6,4,7.3,20260404-31-03
8.0,8,4,4,ブリックバーン,30077400386,高知,セン5,57.0,山崎雅,西山裕,474,-3,1:24.5,1.1/2,40.6,3,4.9,20260404-31-03
1.0,1,5,5,イッテルビウム,30054400107,佐賀,牡3,56.0,山口勲,山田徹,480,1,1:31.6,,39.9,1,1.9,20260404-32-01
2.0,2,2,2,ポップサンダー,30042407007,佐賀,牝3,54.0,金山昇,池田忠,393,-2,1:32.1,2.1/2,40.1,3,6.1,20260404-32-01
3.0,3,7,8,オルメア,30016400007,佐賀,牝3,54.0,飛田愛,池田忠,422,-1,1:32.1,クビ,40.2,4,19.7,20260404-32-01
4.0,4,6,7,ピンクサウスポー,30069403307,佐賀,牝3,54.0,山下裕,山田徹,478,6,1:32.8,4,41.1,2,2.8,20260404-32-01
5.0,5,8,10,ラヴェスターレ,30097409807,佐賀,牝3,54.0,田中純,平山宏,470,-5,1:33.1,1.1/2,41.6,9,60.1,20260404-32-01
6.0,6,6,6,メロディセーラ,30002409007,佐賀,牝3,54.0,加茂飛,北村欣,460,-10,1:33.2,クビ,41.6,5,21.6,20260404-32-01
7.0,7,1,1,クロノステソーロ,30031407907,佐賀,牡3,56.0,出水拓,九日光,466,-7,1:33.7,2.1/2,41.6,8,58.3,20260404-32-01
8.0,8,8,11,フェイスイヴ,30056403307,佐賀,牝3,54.0,竹吉徹,山田徹,429,-6,1:33.8,クビ,40.8,10,63.4,20260404-32-01
9.0,9,7,9,キセキノコノキセキ,30024400507,佐賀,牝3,54.0,長谷蓮,東眞市,461,-1,1:34.4,3,43.0,6,27.7,20260404-32-01
10.0,10,3,3,ヴィルスサマ,30085409907,佐賀,牝3,53.0,☆林悠翔,池田忠,393,0,1:34.6,1,42.2,11,258.9,20260404-32-01
11.0,11,4,4,テクノメロン,30004402607,佐賀,牝3,54.0,石川慎,真島正,463,-2,1:34.9,1.1/2,43.0,7,44.2,20260404-32-01
1.0,1,7,8,カシノプロスペリテ,30012407707,佐賀,牝3,54.0,竹吉徹,北村欣,447,3,1:31.5,,39.5,1,1.9,20260404-32-02
2.0,2,6,6,テクノアップル,30014400607,佐賀,牝3,54.0,中山蓮,手島勝,436,-6,1:31.8,1.1/2,40.2,3,8.1,20260404-32-02
3.0,3,8,9,アンシーン,30098404507,佐賀,牡3,56.0,加茂飛,手島勝,465,-6,1:32.4,3,39.1,7,34.0,20260404-32-02
4.0,4,4,4,ナンヨーラーク,30074403407,佐賀,牝3,53.0,☆林悠翔,渡辺博,397,1,1:32.4,アタマ,40.3,4,9.7,20260404-32-02
5.0,5,5,5,ブバルディアローズ,30063409007,佐賀,牝3,54.0,飛田愛,手島勝,436,6,1:32.5,1/2,40.1,2,3.5,20260404-32-02
6.0,6,8,10,ショーダンビギン,30004403607,佐賀,牝3,54.0,金山昇,池田忠,472,-2,1:32.7,1,40.4,6,16.7,20260404-32-02
7.0,7,1,1,ホーンバッファロー,30092404107,佐賀,牡3,56.0,長谷蓮,矢野久,416,1,1:33.1,2,40.6,10,79.3,20260404-32-02
8.0,8,2,2,エイトノット,30014404707,佐賀,牝3,54.0,山下裕,山田徹,464,-1,1:33.2,1/2,40.9,8,50.7,20260404-32-02
9.0,9,7,7,エルステッド,40050409907,佐賀,牡3,56.0,田中直,手島勝,453,-6,1:33.5,1.1/2,41.2,5,11.3,20260404-32-02
10.0,10,3,3,ナッククィーン,30003406407,佐賀,牝3,54.0,長田進,中野博,436,0,1:34.6,6,43.2,9,62.9,20260404-32-02
1.0,1,3,3,ハリーフラッグ,30012405596,佐賀,牝4,54.0,金山昇,池田忠,549,6,1:32.4,,40.3,1,1.5,20260404-32-03
2.0,2,8,11,ウインクレドール,30088406096,佐賀,牡4,56.0,山口勲,九日光,468,-3,1:33.1,4,40.7,3,8.3,20260404-32-03
3.0,3,2,2,ピュアコレクション,30077402396,佐賀,牝4,54.0,山下裕,九日光,462,-4,1:33.2,1/2,40.5,2,6.2,20260404-32-03
4.0,4,6,8,シャドウクロス,30036408986,佐賀,牡5,56.0,石川慎,真島正,525,0,1:33.7,2.1/2,39.9,8,35.6,20260404-32-03
5.0,5,7,9,ランブータン,30084400396,佐賀,牡4,56.0,竹吉徹,真島正,471,-1,1:33.8,1/2,41.5,5,12.4,20260404-32-03
6.0,6,5,6,メイクアストーリー,30094400276,佐賀,牡6,56.0,田中純,柳井宏,538,-5,1:33.8,アタマ,40.7,10,84.0,20260404-32-03
7.0,7,5,5,クラウンマカナ,30053408196,佐賀,セン4,53.0,▲後藤武,大垣敏,499,-13,1:34.3,2.1/2,41.6,4,10.2,20260404-32-03
8.0,8,8,12,カレンデリスモンド,30017402086,佐賀,牡5,56.0,長田進,中野博,491,-6,1:34.4,クビ,41.0,12,140.9,20260404-32-03
9.0,9,7,10,ジュンカチガラス,30048405896,佐賀,牝4,54.0,中山蓮,川田孝,437,19,1:34.4,クビ,40.6,9,66.9,20260404-32-03
10.0,10,4,4,スマートブリーズ,30098403356,佐賀,セン8,56.0,加茂飛,頼本盛,524,3,1:34.8,2,42.3,11,137.1,20260404-32-03
11.0,11,1,1,ヘレンテソーロ,30034404196,佐賀,牝4,54.0,田中直,土井道,449,-4,1:34.9,3/4,42.6,7,31.0,20260404-32-03
12.0,12,6,7,キリシマコトブキ,40021406066,佐賀,牝7,54.0,小松丈,柳井宏,450,-1,1:35.2,1.1/2,41.5,6,21.9,20260404-32-03
1.0,1,5,6,ケイアイアンタレス,30048400486,佐賀,牡5,56.0,飛田愛,鮫島克,470,-3,1:27.8,,37.8,1,1.4,20260404-32-04
2.0,2,6,8,エイシンシュトルム,30025406366,佐賀,牡7,56.0,長谷蓮,東眞市,498,2,1:28.4,3,37.9,3,7.2,20260404-32-04
3.0,3,8,11,オールスティール,30019407076,佐賀,牡6,56.0,山口勲,真島正,471,1,1:29.5,6,39.3,2,3.9,20260404-32-04
4.0,4,6,7,バージャンフォース,30064409676,佐賀,セン6,56.0,金山昇,池田忠,526,7,1:29.8,1.1/2,39.6,5,45.7,20260404-32-04
5.0,5,2,2,キタノライアン,30046408046,佐賀,セン9,56.0,山下裕,渡辺博,519,21,1:30.0,1,39.1,11,162.6,20260404-32-04
6.0,6,1,1,アマルフィー,30057406986,佐賀,牡5,56.0,竹吉徹,真島元,497,-2,1:30.1,1/2,39.4,4,12.9,20260404-32-04
7.0,7,5,5,テクノエンジェル,30095400796,佐賀,牝4,54.0,出水拓,真島正,432,-6,1:30.3,1,39.2,7,103.0,20260404-32-04
8.0,8,4,4,エスシーヤマト,30022400786,佐賀,牝5,53.0,☆林悠翔,鮫島克,453,5,1:30.4,1/2,38.5,9,126.6,20260404-32-04
9.0,9,8,12,ロッソ,30004409476,佐賀,牡6,55.0,☆青海大,池田忠,474,-1,1:30.5,1/2,38.9,8,116.8,20260404-32-04
10.0,10,7,9,ポケットカラキュン,30055406466,佐賀,牝7,54.0,小松丈,柳井宏,411,-1,1:30.6,3/4,39.2,10,149.0,20260404-32-04
11.0,11,7,10,グレンノアラシ,30078409686,佐賀,牡5,56.0,石川慎,真島元,517,3,1:30.9,1.1/2,40.4,6,49.0,20260404-32-04
12.0,12,3,3,アネロイド,40080409976,佐賀,牡6,56.0,田中直,手島勝,486,-3,1:33.5,大差,42.9,12,211.5,20260404-32-04
1.0,1,5,6,ゴルドヴァッサー,30034408586,佐賀,牝5,54.0,竹吉徹,山田徹,428,7,1:26.0,,40.0,5,8.6,20260404-32-05
2.0,2,4,4,バーチャルアイドル,30068407596,佐賀,牝4,54.0,長谷蓮,北村欣,428,-1,1:26.2,1,40.4,6,18.0,20260404-32-05
3.0,3,3,3,エスプラネード,30018400496,佐賀,牝4,51.0,▲後藤武,手島勝,426,-8,1:26.3,1/2,40.2,2,4.4,20260404-32-05
4.0,4,7,10,レインボーカロル,30082407586,佐賀,牝5,54.0,出水拓,頼本盛,445,6,1:26.4,1/2,40.3,4,7.0,20260404-32-05
5.0,5,2,2,グレースサンライズ,30003403396,佐賀,牝4,54.0,長田進,川田孝,500,-4,1:26.6,1,40.9,1,2.5,20260404-32-05
6.0,6,7,9,サンレンブイ,30065405596,佐賀,牝4,54.0,小松丈,大垣敏,410,4,1:26.7,1/2,40.5,9,26.2,20260404-32-05
7.0,7,5,5,ケイアイテア,30058401496,佐賀,牡4,56.0,加茂飛,大島静,495,-4,1:26.8,1/2,41.0,3,6.6,20260404-32-05
8.0,8,8,11,ナックグランデ,30083402396,佐賀,牡4,56.0,田中直,中野博,476,3,1:26.8,クビ,39.4,11,61.7,20260404-32-05
9.0,9,8,12,モリブトバクカジ,30015403296,佐賀,牡4,55.0,☆青海大,東美義,441,6,1:27.0,3/4,40.4,10,53.3,20260404-32-05
10.0,10,1,1,エールヴェガ,30067401796,佐賀,牝4,54.0,山下裕,頼本盛,435,-2,1:27.0,ハナ,39.3,12,185.8,20260404-32-05
11.0,11,6,8,アユツリムスメ,30012402196,佐賀,牝4,54.0,田中純,手島勝,467,-3,1:29.6,大差,42.2,8,20.8,20260404-32-05
,,6,7,マーヒナヒナ,30056407676,佐賀,牝6,54.0,中山蓮,川田孝,480,0,,中止,,7,18.8,20260404-32-05
1.0,1,4,4,ノーブルアイガー,30028404496,佐賀,牡4,56.0,山下裕,鮫島克,514,-1,1:25.8,,40.6,2,4.7,20260404-32-06
2.0,2,6,7,アデニウム,30047407196,佐賀,牝4,54.0,出水拓,中川竜,430,3,1:25.8,アタマ,39.9,5,18.5,20260404-32-06
3.0,3,2,2,ジーティーレイナ,30091400896,佐賀,牝4,51.0,▲後藤武,真島元,458,16,1:26.0,1,40.7,1,1.6,20260404-32-06
4.0,4,6,8,レインチェック,30073407596,佐賀,牝4,54.0,竹吉徹,渡辺博,379,-7,1:26.0,ハナ,40.6,6,26.6,20260404-32-06
5.0,5,1,1,ジェイエルタイド,30083406696,佐賀,牝4,54.0,加茂飛,大島静,458,-5,1:26.0,アタマ,41.0,8,41.6,20260404-32-06
6.0,6,7,10,レネガード,30072406996,佐賀,牡4,56.0,長田進,井樋明,517,10,1:26.1,クビ,40.6,3,4.9,20260404-32-06
7.0,7,8,12,ニシノイッキサス,30094406096,佐賀,牡4,56.0,山口勲,真島元,489,-1,1:26.3,1,40.3,4,14.6,20260404-32-06
8.0,8,5,5,ウイングラフトン,30028402696,佐賀,牡4,56.0,長谷蓮,頼本盛,446,-3,1:26.4,1/2,39.9,10,133.4,20260404-32-06
9.0,9,8,11,メイズ,30096407196,佐賀,牝4,53.0,☆林悠翔,井樋明,464,11,1:26.5,1/2,40.9,7,28.4,20260404-32-06
10.0,10,3,3,キタノレガーロ,30038400386,佐賀,牝5,54.0,中山蓮,平山宏,443,-10,1:26.6,3/4,39.4,9,115.0,20260404-32-06
11.0,11,7,9,ジャヴァンナ,30044404686,佐賀,牝5,53.0,☆青海大,北村欣,468,-3,1:27.9,7,42.1,12,264.3,20260404-32-06
12.0,12,5,6,マイネルガンナー,30058400686,佐賀,牡5,56.0,小松丈,柳井宏,466,-1,1:28.0,1/2,40.9,11,157.5,20260404-32-06
1.0,1,8,11,マナマカナ,30015400086,佐賀,牝5,54.0,竹吉徹,真島二,452,6,1:29.4,,37.3,1,1.8,20260404-32-07
2.0,2,6,7,フランシナテソーロ,30088408796,佐賀,牝4,53.0,☆林悠翔,鮫島克,456,0,1:29.7,1.1/2,37.6,2,3.9,20260404-32-07
3.0,3,2,2,テイラーテソーロ,30044408186,佐賀,牡5,56.0,山口勲,東眞市,506,16,1:30.1,2,37.8,3,4.3,20260404-32-07
4.0,4,7,8,アスタイクウス,30018408096,佐賀,牡4,56.0,石川慎,真島二,511,1,1:30.1,クビ,37.8,5,16.7,20260404-32-07
5.0,5,5,5,ケンタッキーダンス,30026404286,佐賀,牝5,54.0,飛田愛,松島壽,434,-1,1:30.9,4,37.8,8,94.4,20260404-32-07
6.0,6,3,3,リネンスピリット,30013403276,佐賀,牡6,56.0,田中純,濱田一,502,-2,1:31.1,1,38.4,4,15.4,20260404-32-07
7.0,7,8,10,サンサンタイヨウ,30064409466,佐賀,牝7,54.0,長田進,中野博,460,-2,1:31.4,1.1/2,39.3,9,126.4,20260404-32-07
8.0,8,7,9,マーキュリーセブン,30007404746,佐賀,セン9,56.0,田中直,倉富隆,481,5,1:31.5,1/2,38.3,6,26.1,20260404-32-07
9.0,9,4,4,タケノエイコウ,40090407976,佐賀,牡6,56.0,川島拓,北村欣,552,-3,1:31.6,3/4,38.8,7,39.0,20260404-32-07
10.0,10,6,6,ガマダス,30002401996,佐賀,牡4,55.0,☆青海大,東美義,496,1,1:33.0,7,39.9,11,266.7,20260404-32-07
11.0,11,1,1,ウイニングザソウル,30053408976,佐賀,牝6,51.0,▲後藤武,真島元,449,4,1:34.4,7,40.2,10,152.2,20260404-32-07
1.0,1,6,6,ソルナシエンテ,30016407696,佐賀,牡4,56.0,石川慎,九日光,532,22,1:30.2,,38.8,1,1.5,20260404-32-08
