race_id,bet_type,combination,amount,popularity
20260404-31-01,win,3,570,2
20260404-31-01,place,3,100,2
20260404-31-01,place,5,130,3
20260404-31-01,place,4,100,1
20260404-31-01,quinella,3-5,1480,6
20260404-31-01,exacta,3-5,3820,9
20260404-31-01,wide,3-5,290,5
20260404-31-01,wide,3-4,130,1
20260404-31-01,wide,4-5,150,2
20260404-31-01,trio,3-4-5,300,1
20260404-31-01,trifecta,3-5-4,5210,18
20260404-31-02,win,1,200,3
20260404-31-02,win,6,150,1
20260404-31-02,place,1,170,3
20260404-31-02,place,6,130,1
20260404-31-02,place,9,190,5
20260404-31-02,bracket,1-6,630,2
20260404-31-02,quinella,1-6,470,1
20260404-31-02,exacta,1-6,530,1
20260404-31-02,exacta,6-1,550,2
20260404-31-02,wide,1-6,310,2
20260404-31-02,wide,1-9,660,11
20260404-31-02,wide,6-9,390,5
20260404-31-02,trio,1-6-9,1160,3
20260404-31-02,trifecta,1-6-9,3100,15
20260404-31-02,trifecta,6-1-9,2670,11
20260404-31-03,win,1,320,2
20260404-31-03,place,1,110,1
20260404-31-03,place,3,140,3
20260404-31-03,place,8,140,2
20260404-31-03,quinella,1-3,510,1
20260404-31-03,exacta,1-3,950,1
20260404-31-03,wide,1-3,190,1
20260404-31-03,wide,1-8,320,4
20260404-31-03,wide,3-8,300,3
20260404-31-03,trio,1-3-8,650,1
20260404-31-03,trifecta,1-3-8,2820,1
20260404-32-01,win,5,190,1
20260404-32-01,place,5,120,1
20260404-32-01,place,2,130,2
20260404-32-01,place,8,190,4
20260404-32-01,bracket,2-5,390,2
20260404-32-01,quinella,2-5,400,2
20260404-32-01,exacta,5-2,560,2
20260404-32-01,wide,2-5,230,2
20260404-32-01,wide,5-8,410,4
20260404-32-01,wide,2-8,740,9
20260404-32-01,trio,2-5-8,1630,5
20260404-32-01,trifecta,5-2-8,4070,10
20260404-32-02,win,8,190,1
20260404-32-02,place,8,120,1
20260404-32-02,place,6,240,3
20260404-32-02,place,9,430,7
20260404-32-02,bracket,6-7,790,3
20260404-32-02,quinella,6-8,1320,3
20260404-32-02,exacta,8-6,1870,5
20260404-32-02,wide,6-8,620,7
20260404-32-02,wide,8-9,1420,15
20260404-32-02,wide,6-9,2150,22
20260404-32-02,trio,6-8-9,10260,31
20260404-32-02,trifecta,8-6-9,33240,96
20260404-32-03,win,3,150,1
20260404-32-03,place,3,100,1
20260404-32-03,place,11,140,2
20260404-32-03,place,2,180,4
20260404-32-03,bracket,3-8,550,2
20260404-32-03,quinella,3-11,610,3
20260404-32-03,exacta,3-11,650,1
20260404-32-03,wide,3-11,210,1
20260404-32-03,wide,2-3,260,2
20260404-32-03,wide,2-11,630,8
20260404-32-03,trio,2-3-11,1130,1
20260404-32-03,trifecta,3-11-2,3910,9
20260404-32-04,win,6,140,1
20260404-32-04,place,6,100,1
20260404-32-04,place,8,140,3
20260404-32-04,place,11,120,2
20260404-32-04,bracket,5-6,360,2
20260404-32-04,quinella,6-8,370,2
20260404-32-04,exacta,6-8,590,2
20260404-32-04,wide,6-8,180,2
20260404-32-04,wide,6-11,140,1
20260404-32-04,wide,8-11,310,4
20260404-32-04,trio,6-8-11,410,1
20260404-32-04,trifecta,6-8-11,1390,3
20260404-32-05,win,6,860,5
20260404-32-05,place,6,230,4
20260404-32-05,place,4,600,9
20260404-32-05,place,3,230,3
20260404-32-05,bracket,4-5,3420,14
20260404-32-05,quinella,4-6,8560,28
20260404-32-05,exacta,6-4,17570,57
20260404-32-05,wide,4-6,2400,29
20260404-32-05,wide,3-6,610,7
20260404-32-05,wide,3-4,1770,23
20260404-32-05,trio,3-4-6,12850,44
20260404-32-05,trifecta,6-4-3,106820,328
20260404-32-06,win,4,470,2
20260404-32-06,place,4,150,2
20260404-32-06,place,7,200,4
20260404-32-06,place,2,120,1
20260404-32-06,bracket,4-6,1640,10
20260404-32-06,quinella,4-7,2310,10
20260404-32-06,exacta,4-7,3870,12
20260404-32-06,wide,4-7,570,7
20260404-32-06,wide,2-4,230,2
20260404-32-06,wide,2-7,550,6
20260404-32-06,trio,2-4-7,1590,3
20260404-32-06,trifecta,4-7-2,13280,41
20260404-32-07,win,11,180,1
20260404-32-07,place,11,110,1
20260404-32-07,place,7,110,2
20260404-32-07,place,2,130,3
20260404-32-07,bracket,6-8,290,1
20260404-32-07,quinella,7-11,280,1
20260404-32-07,exacta,11-7,550,1
