race_id,bet_type,combination,amount,popularity
20260410-21-01,win,10,210,1
20260410-21-01,place,10,130,1
20260410-21-01,place,9,200,5
20260410-21-01,place,5,160,3
20260410-21-01,bracket,8-8,1450,8
20260410-21-01,quinella,9-10,1740,8
20260410-21-01,bracket_exacta,8-8,1560,8
20260410-21-01,exacta,10-9,2020,8
20260410-21-01,wide,9-10,640,8
20260410-21-01,wide,5-10,410,4
20260410-21-01,wide,5-9,910,14
20260410-21-01,trio,5-9-10,2770,8
20260410-21-01,trifecta,10-9-5,10870,36
20260410-21-02,win,5,210,1
20260410-21-02,place,5,130,1
20260410-21-02,place,1,200,3
20260410-21-02,place,9,210,4
20260410-21-02,bracket,1-5,600,2
20260410-21-02,quinella,1-5,740,1
20260410-21-02,bracket_exacta,5-1,1000,1
20260410-21-02,exacta,5-1,1070,1
20260410-21-02,wide,1-5,330,2
20260410-21-02,wide,5-9,440,4
20260410-21-02,wide,1-9,470,6
20260410-21-02,trio,1-5-9,1550,2
20260410-21-02,trifecta,5-1-9,4730,2
20260410-21-03,win,8,220,1
20260410-21-03,place,8,120,1
20260410-21-03,place,1,260,6
20260410-21-03,place,4,170,4
20260410-21-03,quinella,1-8,1930,9
20260410-21-03,exacta,8-1,2080,8
20260410-21-03,wide,1-8,590,9
20260410-21-03,wide,4-8,370,4
20260410-21-03,wide,1-4,1500,15
20260410-21-03,trio,1-4-8,3490,13
20260410-21-03,trifecta,8-1-4,11670,44
20260410-21-04,win,3,390,3
20260410-21-04,place,3,150,3
20260410-21-04,place,2,130,1
20260410-21-04,quinella,2-3,420,2
20260410-21-04,exacta,3-2,1200,7
20260410-21-04,wide,2-3,170,1
20260410-21-04,wide,3-6,460,9
20260410-21-04,wide,2-6,300,4
20260410-21-04,trio,2-3-6,1500,6
20260410-21-04,trifecta,3-2-6,5830,24
20260410-21-05,win,9,110,1
20260410-21-05,place,9,110,1
20260410-21-05,place,12,280,5
20260410-21-05,place,1,190,3
20260410-21-05,bracket,7-8,700,4
20260410-21-05,quinella,9-12,860,4
20260410-21-05,bracket_exacta,7-8,850,4
