race_id,date,baba_code,baba_name,race_no,title,surface,distance,weather,going
20260410-21-01,2026-04-10,21,川崎,1,３歳１０,ダート,1400,雨,重
20260410-21-02,2026-04-10,21,川崎,2,３歳９,ダート,1400,雨,重
20260410-21-03,2026-04-10,21,川崎,3,３歳８,ダート,1400,雨,重
20260410-21-04,2026-04-10,21,川崎,4,鳥語花香（ちょうごかこう）賞３歳１１００Ｐ未満選定牝馬,ダート,1600,雨,重
20260410-21-05,2026-04-10,21,川崎,5,Ｃ３一 二,ダート,1400,雨,重
20260410-21-06,2026-04-10,21,川崎,6,Ｃ３一 二,ダート,1400,雨,重
20260410-21-07,2026-04-10,21,川崎,7,界雷（かいらい）賞Ｃ２選定馬,ダート,900,雨,重
20260410-21-08,2026-04-10,21,川崎,8,Ｃ１一 二,ダート,1400,雨,重
20260410-21-09,2026-04-10,21,川崎,9,Ｃ１一 二,ダート,1400,雨,重
20260410-21-10,2026-04-10,21,川崎,10,神速（しんそく）賞Ｃ１選定馬,ダート,900,雨,不良
20260410-21-11,2026-04-10,21,川崎,11,桜吹雪（さくらふぶき）特別Ｂ１二Ｂ２一,ダート,1600,雨,不良
20260410-21-12,2026-04-10,21,川崎,12,ファイナルアンサー賞Ｂ３川崎競馬所属選定馬,ダート,1500,雨,不良
20260410-22-01,2026-04-10,22,金沢,1,Ｃ２九,ダート,1500,雨,不良
20260410-22-02,2026-04-10,22,金沢,2,守史＆由香里☆結婚１周年☆おめでとう記念Ｃ２八,ダート,1500,雨,不良
20260410-22-03,2026-04-10,22,金沢,3,Ｃ２七,ダート,1400,雨,不良
20260410-22-04,2026-04-10,22,金沢,4,Ｃ２六,ダート,1400,雨,不良
20260410-22-05,2026-04-10,22,金沢,5,泰輝☆祐香結婚式記念杯Ｃ２五,ダート,1500,雨,不良
20260410-22-06,2026-04-10,22,金沢,6,Ｃ２四,ダート,1500,曇,不良
20260410-22-07,2026-04-10,22,金沢,7,Ｃ２三,ダート,1400,曇,不良
20260410-22-08,2026-04-10,22,金沢,8,にゃりステ記念Ｃ２二,ダート,1400,曇,不良
20260410-22-09,2026-04-10,22,金沢,9,Ｂ２六,ダート,1400,曇,不良
20260410-22-10,2026-04-10,22,金沢,10,地方競馬の馬券はＳＰＡＴ４で！賞Ｂ２五,ダート,1500,曇,不良
20260410-22-11,2026-04-10,22,金沢,11,楽天競馬で馬券を買おう！楽天競馬特別Ａ１二,ダート,1500,曇,不良
20260410-22-12,2026-04-10,22,金沢,12,能登復興支援　宇出津（うしつ）賞Ｂ２四,ダート,1500,曇,不良
20260410-24-01,2026-04-10,24,名古屋,1,Ｃ１２組,ダート,1500,雨,不良
20260410-24-02,2026-04-10,24,名古屋,2,Ｃ１１組,ダート,1400,雨,不良
20260410-24-03,2026-04-10,24,名古屋,3,Ｃ１０組,ダート,1400,曇,不良
20260410-24-04,2026-04-10,24,名古屋,4,Ｃ９組,ダート,1500,曇,不良
20260410-24-05,2026-04-10,24,名古屋,5,Ｃ８組,ダート,1500,小雨,不良
20260410-24-06,2026-04-10,24,名古屋,6,蘭ちゃん１歳バースデイＢ１１,ダート,1700,小雨,不良
20260410-24-07,2026-04-10,24,名古屋,7,Ｂ１０組,ダート,1500,小雨,不良
20260410-24-08,2026-04-10,24,名古屋,8,Ｂ９組,ダート,1400,小雨,不良
20260410-24-09,2026-04-10,24,名古屋,9,桜餅（さくらもち）賞３歳２,ダート,1400,小雨,不良
20260410-24-10,2026-04-10,24,名古屋,10,八重桜（やえざくら）特別Ａ３,ダート,1700,小雨,不良
20260410-24-11,2026-04-10,24,名古屋,11,春爛漫（はるらんまん）特別３歳１,ダート,1500,小雨,不良
