race_id,date,baba_code,baba_name,race_no,title,surface,distance,weather,going
20260414-11-01,2026-04-14,11,水沢,1,Ｃ２四組,ダート,1400,晴,良
20260414-11-02,2026-04-14,11,水沢,2,Ｃ２三組,ダート,1400,晴,良
20260414-11-03,2026-04-14,11,水沢,3,Ｃ２二組,ダート,1400,晴,良
20260414-11-04,2026-04-14,11,水沢,4,Ｃ２一組,ダート,1400,晴,良
20260414-11-05,2026-04-14,11,水沢,5,Ｃ１,ダート,850,晴,良
20260414-11-06,2026-04-14,11,水沢,6,Ｃ１,ダート,850,晴,良
20260414-11-07,2026-04-14,11,水沢,7,Ｃ１,ダート,1400,晴,良
20260414-11-08,2026-04-14,11,水沢,8,Ｃ１,ダート,1400,晴,良
20260414-11-09,2026-04-14,11,水沢,9,Ｃ１,ダート,1400,晴,良
20260414-11-10,2026-04-14,11,水沢,10,Ｃ１,ダート,1400,晴,良
20260414-11-11,2026-04-14,11,水沢,11,卯月特別Ａ一組,ダート,1600,晴,良
20260414-11-12,2026-04-14,11,水沢,12,第５１回 赤松杯オープン,ダート,1600,晴,良
20260414-20-01,2026-04-14,20,大井,1,３歳九 十１１,ダート,1600,晴,良
20260414-20-02,2026-04-14,20,大井,2,３歳九 十１１,ダート,1400,晴,良
20260414-20-03,2026-04-14,20,大井,3,３歳九 十１１,ダート,1200,晴,良
20260414-20-04,2026-04-14,20,大井,4,Ｃ２十 十一 十二,ダート,1600,晴,良
20260414-20-05,2026-04-14,20,大井,5,Ｃ２十 十一 十二,ダート,1400,晴,良
20260414-20-06,2026-04-14,20,大井,6,Ｃ２十 十一 十二,ダート,1200,晴,良
20260414-20-07,2026-04-14,20,大井,7,Ｃ１二,ダート,2000,晴,良
20260414-20-08,2026-04-14,20,大井,8,フラミンゴ・レディ賞Ｃ１八 九,ダート,1600,晴,良
20260414-20-09,2026-04-14,20,大井,9,デネボラ特別Ｃ１選抜牝馬,ダート,1400,晴,良
20260414-20-10,2026-04-14,20,大井,10,山王坂賞Ｂ３二選抜特別,ダート,1400,晴,良
20260414-20-11,2026-04-14,20,大井,11,オメガ賞Ｂ１二Ｂ２一選抜特別,ダート,1600,晴,良
20260414-20-12,2026-04-14,20,大井,12,Ｃ１八 九,ダート,1200,晴,良
20260414-23-01,2026-04-14,23,笠松,1,Ｃ２０組,ダート,1400,曇,良
20260414-23-02,2026-04-14,23,笠松,2,Ｃ１９組,ダート,1400,曇,良
20260414-23-03,2026-04-14,23,笠松,3,エイプリル特別Ａ５Ｂ２,ダート,1400,曇,良
20260414-23-04,2026-04-14,23,笠松,4,Ｃ１８組,ダート,1400,曇,良
20260414-23-05,2026-04-14,23,笠松,5,Ｃ１７組,ダート,1400,曇,良
20260414-23-06,2026-04-14,23,笠松,6,Ｃ１６組,ダート,1400,曇,良
20260414-23-07,2026-04-14,23,笠松,7,Ｃ１５組,ダート,1400,曇,良
20260414-23-08,2026-04-14,23,笠松,8,美祭特別Ｂ１－２,ダート,1580,曇,良
20260414-23-09,2026-04-14,23,笠松,9,飛騨高山特別Ｂ１－１,ダート,1400,曇,良
20260414-23-10,2026-04-14,23,笠松,10,Ｂ級サバイバル選抜,ダート,1400,曇,良
20260414-27-01,2026-04-14,27,園田,1,Ｃ３二４歳以上,ダート,1400,曇,良
20260414-27-02,2026-04-14,27,園田,2,Ｃ３一４歳以上,ダート,1400,曇,良
20260414-27-03,2026-04-14,27,園田,3,Ｃ２二４歳以上,ダート,1400,曇,良
20260414-27-04,2026-04-14,27,園田,4,香合新田（こうばこしんでん）ダッシュＣ３二４歳以上,ダート,820,曇,良
20260414-27-05,2026-04-14,27,園田,5,波豆（はず）スプリントＣ２ ４歳以上,ダート,1230,曇,良
20260414-27-06,2026-04-14,27,園田,6,Ｃ３一４歳以上,ダート,820,曇,良
20260414-27-07,2026-04-14,27,園田,7,Ｃ２一４歳以上,ダート,1400,曇,良
20260414-27-08,2026-04-14,27,園田,8,Ｂ２ ４歳以上特別,ダート,1400,曇,良
20260414-27-09,2026-04-14,27,園田,9,３歳ＡＢ特別,ダート,1230,曇,良
20260414-27-10,2026-04-14,27,園田,10,３歳Ａ特別,ダート,1230,曇,良
20260414-27-11,2026-04-14,27,園田,11,春爛漫（はるらんまん）特別Ａ２Ｂ１ ４歳以上,ダート,1870,曇,良
20260414-27-12,2026-04-14,27,園田,12,モクレン賞Ｃ１ ４歳以上,ダート,1400,曇,良
