rank,rank_raw,waku,horse_no,horse_name,horse_id,affiliation,sex_age,weight_carried,jockey,trainer,body_weight,body_weight_diff,time,margin,last3f,popularity,win_odds,race_id
1.0,1,4,4,ハナカホノカ,30062402096,岩手,牝4,54.0,山本政,工藤裕,465.0,-1.0,1:30.1,,40.4,3.0,5.9,20260414-11-01
2.0,2,3,3,クレストライン,30092400396,岩手,牝4,54.0,小林凌,西野直,450.0,-5.0,1:30.1,アタマ,39.0,5.0,7.3,20260414-11-01
3.0,3,5,5,キタノパッション,30024406176,岩手,牝6,54.0,塚本涼,佐々由,427.0,-1.0,1:30.7,4,40.9,1.0,3.0,20260414-11-01
4.0,4,6,6,タギマサダス,30048402996,岩手,セン4,56.0,鈴木祐,工藤裕,403.0,1.0,1:30.8,1/2,40.2,6.0,12.6,20260414-11-01
5.0,5,8,8,コスモレンブランサ,30042404676,岩手,牝6,54.0,岩本怜,三野通,444.0,3.0,1:31.6,5,41.6,2.0,3.2,20260414-11-01
6.0,6,1,1,アスマスティーブ,30068401556,岩手,セン8,56.0,佐々志,橘友和,488.0,6.0,1:31.9,1.3/4,40.2,7.0,19.1,20260414-11-01
7.0,7,2,2,エムティヒビキ,30042402476,岩手,セン6,54.0,◇関本玲,佐藤敏,414.0,1.0,1:32.2,2,41.3,9.0,68.8,20260414-11-01
8.0,8,8,9,キタノアルテミス,30022400996,岩手,牝4,54.0,山本紀,佐々由,450.0,-2.0,1:32.4,1,41.8,4.0,7.1,20260414-11-01
9.0,9,7,7,ドルチェヴィータ,30025408856,岩手,牝8,52.0,△坂井瑛,工藤裕,445.0,0.0,1:32.7,1.1/2,41.1,8.0,47.2,20260414-11-01
1.0,1,6,6,オールウェズキズナ,30057404386,岩手,牝5,54.0,高橋悠,伊藤忍,456.0,6.0,1:30.1,,40.0,1.0,1.6,20260414-11-02
2.0,2,7,8,テーオーカバリエ,30037409196,岩手,牝4,54.0,阿部英,及川良,431.0,-3.0,1:30.2,3/4,39.9,3.0,5.5,20260414-11-02
3.0,3,5,5,バイオレットモーヴ,30012403346,岩手,牝9,54.0,山本聡,及川良,451.0,-6.0,1:31.4,7,40.6,6.0,25.6,20260414-11-02
4.0,4,8,9,マサノビジョン,30065408336,岩手,牡10,56.0,塚本涼,酒井仁,486.0,2.0,1:31.4,クビ,40.8,2.0,3.7,20260414-11-02
5.0,5,8,10,タマモキサキ,30075401486,岩手,牝5,54.0,佐々志,伊藤和,430.0,-2.0,1:31.8,2.1/2,41.3,7.0,52.6,20260414-11-02
6.0,6,2,2,グランクリュ,30083409296,岩手,牝4,54.0,菅原辰,菅原右,431.0,0.0,1:32.1,1.1/2,40.6,4.0,20.3,20260414-11-02
7.0,7,4,4,ジーティーポライト,30096405786,岩手,牝5,50.0,★齋藤友,齋藤雄,464.0,3.0,1:32.3,1,41.2,5.0,21.2,20260414-11-02
8.0,8,7,7,シトラスダル,30055406866,岩手,牝7,54.0,岩本怜,菅原右,427.0,3.0,1:34.2,大差,42.7,9.0,75.7,20260414-11-02
9.0,9,1,1,ウィンドワーク,30001401986,岩手,牝5,52.0,◇関本玲,関本浩,478.0,6.0,1:35.3,7,43.8,8.0,64.1,20260414-11-02
10.0,10,3,3,グレコ,30018401796,岩手,牝4,52.0,△坂井瑛,千葉幸,412.0,4.0,1:35.5,3/4,44.4,10.0,149.3,20260414-11-02
1.0,1,8,9,ベアビリーブ,30096400466,岩手,牝7,54.0,菅原辰,瀬戸幸,483.0,6.0,1:30.7,,41.1,5.0,9.6,20260414-11-03
2.0,2,7,7,ステップ,30002403866,岩手,牝7,54.0,高松亮,木村暁,456.0,-1.0,1:30.7,アタマ,41.3,2.0,3.7,20260414-11-03
3.0,3,7,8,トキノワンカラット,30048404656,岩手,牝8,54.0,村上忍,千葉幸,482.0,-4.0,1:30.8,クビ,40.6,8.0,67.6,20260414-11-03
4.0,4,1,1,アカイツメ,40090404896,岩手,牝4,54.0,山本聡,菅原勲,436.0,5.0,1:31.1,1.1/2,41.2,4.0,8.3,20260414-11-03
5.0,5,5,5,ヒメカミノメガミ,30063402666,岩手,牝7,54.0,小林凌,工藤裕,499.0,-4.0,1:31.1,クビ,40.4,3.0,5.1,20260414-11-03
6.0,6,3,3,エコセーズ,30074407896,岩手,牝4,54.0,山本政,齋藤雄,423.0,3.0,1:31.4,1.3/4,42.1,1.0,2.0,20260414-11-03
7.0,7,2,2,メイショウユフイン,30065401866,岩手,牝7,54.0,鈴木祐,佐藤敏,403.0,5.0,1:31.6,3/4,40.0,10.0,154.6,20260414-11-03
8.0,8,6,6,エスカペード,30095408066,岩手,牝7,52.0,△坂井瑛,小林俊,464.0,3.0,1:31.6,ハナ,41.3,7.0,53.3,20260414-11-03
9.0,9,8,10,アンジュルミエール,30086404076,岩手,牝6,54.0,阿部英,新田守,470.0,4.0,1:31.7,クビ,41.8,6.0,34.5,20260414-11-03
10.0,10,4,4,グレースレニー,30062401676,岩手,牝6,54.0,佐々志,櫻田康,482.0,4.0,1:31.9,1,40.8,9.0,127.5,20260414-11-03
1.0,1,2,2,タワーリシチ,30067408996,岩手,セン4,56.0,小林凌,飯田弘,496.0,-1.0,1:29.3,,39.6,3.0,5.8,20260414-11-04
2.0,2,7,8,トチノヒーロー,30025409356,岩手,セン8,56.0,塚本涼,酒井仁,439.0,2.0,1:29.4,1/2,39.4,1.0,1.7,20260414-11-04
3.0,3,8,10,マルケイフォルテ,30055406686,岩手,牡5,56.0,岩本怜,石川栄,430.0,3.0,1:30.7,8,40.3,9.0,115.6,20260414-11-04
4.0,4,7,7,テーオーエンゲルス,30038400776,岩手,牡6,56.0,佐々志,佐藤敏,494.0,-2.0,1:31.1,2.1/2,39.6,10.0,209.8,20260414-11-04
