race_id,date,baba_code,baba_name,race_no,title,surface,distance,weather,going
20260416-20-01,2026-04-16,20,大井,1,Ｃ３一 二 三,ダート,1600,晴,不良
20260416-20-02,2026-04-16,20,大井,2,Ｃ３一 二 三,ダート,1400,晴,不良
20260416-20-03,2026-04-16,20,大井,3,Ｃ３一 二 三,ダート,1200,晴,不良
20260416-20-04,2026-04-16,20,大井,4,Ｃ２七 八 九,ダート,1600,晴,不良
20260416-20-05,2026-04-16,20,大井,5,Ｃ２七 八 九,ダート,1400,晴,不良
20260416-20-06,2026-04-16,20,大井,6,Ｃ２七 八 九,ダート,1200,晴,不良
20260416-20-07,2026-04-16,20,大井,7,Ｃ１三 四 五,ダート,1600,晴,不良
20260416-20-08,2026-04-16,20,大井,8,キューバン賞Ｃ１三 四 五,ダート,1400,晴,不良
20260416-20-09,2026-04-16,20,大井,9,Ｃ１三 四 五,ダート,1200,晴,不良
20260416-20-10,2026-04-16,20,大井,10,アーバンステージ卯月賞Ｂ２Ｂ３選定馬特別,ダート,1800,晴,不良
20260416-20-11,2026-04-16,20,大井,11,第９回 ブリリアントカップ４上オープン重賞,ダート,1800,晴,不良
20260416-20-12,2026-04-16,20,大井,12,かに座特別Ｃ２二選抜,ダート,1650,晴,不良
20260416-23-01,2026-04-16,23,笠松,1,３歳４組,ダート,1400,晴,稍重
20260416-23-02,2026-04-16,23,笠松,2,３歳３組,ダート,1580,晴,稍重
20260416-23-03,2026-04-16,23,笠松,3,Ｃ３組,ダート,1400,晴,稍重
20260416-23-04,2026-04-16,23,笠松,4,Ｂ７組,ダート,1400,晴,稍重
20260416-23-05,2026-04-16,23,笠松,5,辻本達規さん笠馬Ｘ出演記念杯Ｂ８Ｃ２,ダート,1400,晴,稍重
20260416-23-06,2026-04-16,23,笠松,6,Ｂ６組,ダート,1580,晴,稍重
20260416-23-07,2026-04-16,23,笠松,7,Ｂ５組,ダート,1400,晴,稍重
20260416-23-08,2026-04-16,23,笠松,8,笠松町商工会特別Ｃ１－２,ダート,1580,晴,稍重
20260416-23-09,2026-04-16,23,笠松,9,ＳＫＥ４８太田彩夏の笠馬Ｘ杯Ｃ１－１特別,ダート,1400,晴,稍重
20260416-23-10,2026-04-16,23,笠松,10,Ｃ級サバイバル選抜,ダート,800,晴,稍重
20260416-27-01,2026-04-16,27,園田,1,Ｃ３三４歳以上,ダート,1400,晴,稍重
20260416-27-02,2026-04-16,27,園田,2,Ｃ３二４歳以上,ダート,1400,晴,稍重
20260416-27-03,2026-04-16,27,園田,3,Ｃ３一４歳以上,ダート,1400,晴,稍重
20260416-27-04,2026-04-16,27,園田,4,笑原（やはら）スプリントＣ３ ４歳以上,ダート,1230,晴,稍重
20260416-27-05,2026-04-16,27,園田,5,葛尾（つづらお）７ハロン３歳Ｃ２,ダート,1400,晴,稍重
20260416-27-06,2026-04-16,27,園田,6,Ｃ２四４歳以上,ダート,1400,晴,稍重
20260416-27-07,2026-04-16,27,園田,7,Ｃ２三４歳以上,ダート,1400,晴,稍重
20260416-27-08,2026-04-16,27,園田,8,Ｃ２二４歳以上,ダート,1400,晴,稍重
20260416-27-09,2026-04-16,27,園田,9,Ｃ２一４歳以上,ダート,1400,晴,稍重
20260416-27-10,2026-04-16,27,園田,10,青馬ひすみ☆配信記念３ｒｄＢ１Ｂ２ ４歳以上特別,ダート,820,晴,稍重
20260416-27-11,2026-04-16,27,園田,11,第３回 西日本クラシック３歳登録馬,ダート,1870,晴,稍重
20260416-27-12,2026-04-16,27,園田,12,青馬ひすみビクトリーロード賞Ｃ１ ４歳以上特別,ダート,1230,晴,稍重
20260416-36-01,2026-04-16,36,門別,1,３歳条件　未勝利,ダート,1000,晴,良
20260416-36-02,2026-04-16,36,門別,2,３歳以上　Ｃ４－３,ダート,1700,晴,良
20260416-36-03,2026-04-16,36,門別,3,３歳以上　Ｃ４－３,ダート,1000,晴,良
20260416-36-04,2026-04-16,36,門別,4,３歳以上　Ｃ４－２,ダート,1000,晴,良
20260416-36-05,2026-04-16,36,門別,5,３歳以上　Ｃ４－２,ダート,1200,晴,良
20260416-36-06,2026-04-16,36,門別,6,ＪＲＡ認定フレッシュチャレンジ２歳新馬,ダート,1100,晴,良
20260416-36-07,2026-04-16,36,門別,7,リーディングジョッキー１Ｂ４－２～Ｃ３－１,ダート,1700,晴,良
20260416-36-08,2026-04-16,36,門別,8,リーディングジョッキー２Ｃ１－２～Ｃ３－１,ダート,1200,晴,良
20260416-36-09,2026-04-16,36,門別,9,ナデシコ特別Ｃ３－２Ｃ４－１,ダート,1000,晴,良
20260416-36-10,2026-04-16,36,門別,10,グランシャリオドリーム２Ｃ３－２Ｃ４－１,ダート,1200,晴,良
20260416-36-11,2026-04-16,36,門別,11,ハナミズキ特別Ｃ１－２～Ｃ３－１,ダート,1000,晴,良
20260416-36-12,2026-04-16,36,門別,12,道の駅石狩・あいろーど厚田特別Ｂ３～Ｃ１－１,ダート,1200,晴,良
