race_id,bet_type,combination,amount,popularity
20260806-19-01,win,6,120,1
20260806-19-01,place,6,110,1
20260806-19-01,place,3,150,3
20260806-19-01,quinella,3-6,280,2
20260806-19-01,exacta,6-3,360,2
20260806-19-01,wide,3-6,160,2
20260806-19-01,wide,5-6,300,5
20260806-19-01,wide,3-5,580,9
20260806-19-01,trio,3-5-6,1330,5
20260806-19-01,trifecta,6-3-5,2600,10
20260806-19-02,win,4,190,1
20260806-19-02,place,4,120,2
20260806-19-02,place,3,110,1
20260806-19-02,quinella,3-4,220,1
20260806-19-02,exacta,4-3,340,1
20260806-19-02,wide,3-4,110,1
20260806-19-02,wide,4-6,180,3
20260806-19-02,wide,3-6,200,5
20260806-19-02,trio,3-4-6,490,2
20260806-19-02,trifecta,4-3-6,1540,5
20260806-19-03,win,9,110,1
20260806-19-03,place,9,100,1
20260806-19-03,place,8,340,7
20260806-19-03,place,10,170,3
20260806-19-03,bracket,7-8,490,2
20260806-19-03,quinella,8-9,1400,5
20260806-19-03,bracket_exacta,8-7,700,3
20260806-19-03,exacta,9-8,1810,6
20260806-19-03,wide,8-9,400,5
20260806-19-03,wide,9-10,230,2
20260806-19-03,wide,8-10,1040,12
20260806-19-03,trio,8-9-10,2630,9
20260806-19-03,trifecta,9-8-10,7540,25
20260806-19-04,win,5,330,2
20260806-19-04,place,5,140,2
20260806-19-04,place,6,340,5
20260806-19-04,place,4,220,4
20260806-19-04,quinella,5-6,1490,7
20260806-19-04,exacta,5-6,2660,8
20260806-19-04,wide,5-6,510,7
20260806-19-04,wide,4-5,440,5
20260806-19-04,wide,4-6,1320,12
20260806-19-04,trio,4-5-6,3030,12
20260806-19-04,trifecta,5-6-4,12930,42
20260806-19-05,win,6,310,2
20260806-19-05,place,6,150,1
20260806-19-05,place,8,240,5
20260806-19-05,place,9,830,7
20260806-19-05,bracket,6-8,760,4
20260806-19-05,quinella,6-8,880,5
20260806-19-05,bracket_exacta,6-8,1630,8
20260806-19-05,exacta,6-8,1780,8
20260806-19-05,wide,6-8,390,5
20260806-19-05,wide,6-9,1890,15
20260806-19-05,wide,8-9,2300,16
20260806-19-05,trio,6-8-9,7400,20
20260806-19-05,trifecta,6-8-9,24290,77
20260806-19-06,win,7,4160,6
20260806-19-06,place,7,1040,6
20260806-19-06,place,3,230,3
20260806-19-06,quinella,3-7,5720,15
20260806-19-06,exacta,7-3,15690,29
20260806-19-06,wide,3-7,960,14
20260806-19-06,wide,5-7,530,7
20260806-19-06,wide,3-5,210,2
20260806-19-06,trio,3-5-7,2540,10
20260806-19-06,trifecta,7-3-5,59040,118
20260806-19-07,win,5,200,2
20260806-19-07,place,5,100,1
20260806-19-07,place,2,100,2
20260806-19-07,quinella,2-5,140,1
20260806-19-07,exacta,5-2,270,2
20260806-19-07,wide,2-5,100,1
20260806-19-07,wide,5-6,160,2
20260806-19-07,wide,2-6,210,5
20260806-19-07,trio,2-5-6,330,2
20260806-19-07,trifecta,5-2-6,1030,4
20260806-19-08,win,5,400,2
20260806-19-08,place,5,150,3
20260806-19-08,place,7,140,2
20260806-19-08,place,3,190,5
20260806-19-08,bracket,5-7,820,3
20260806-19-08,quinella,5-7,860,3
20260806-19-08,bracket_exacta,5-7,2170,9
20260806-19-08,exacta,5-7,1740,5
20260806-19-08,wide,5-7,300,3
20260806-19-08,wide,3-5,430,9
20260806-19-08,wide,3-7,490,11
20260806-19-08,trio,3-5-7,1610,6
20260806-19-08,trifecta,5-7-3,8170,26
20260806-19-09,win,4,1130,5
20260806-19-09,place,4,270,5
20260806-19-09,place,3,330,6
20260806-19-09,place,7,150,2
20260806-19-09,quinella,3-4,6290,18
20260806-19-09,exacta,4-3,11790,34
20260806-19-09,wide,3-4,1260,16
20260806-19-09,wide,4-7,420,5
20260806-19-09,wide,3-7,840,11
20260806-19-09,trio,3-4-7,4500,17
20260806-19-09,trifecta,4-3-7,51310,137
20260806-19-10,win,8,250,1
20260806-19-10,place,8,140,1
20260806-19-10,place,5,180,4
20260806-19-10,place,9,260,6
20260806-19-10,bracket,5-7,880,4
20260806-19-10,quinella,5-8,1310,6
20260806-19-10,bracket_exacta,7-5,1320,6
20260806-19-10,exacta,8-5,1890,6
20260806-19-10,wide,5-8,500,5
20260806-19-10,wide,8-9,770,12
20260806-19-10,wide,5-9,970,14
20260806-19-10,trio,5-8-9,5490,21
20260806-19-10,trifecta,8-5-9,25040,90
20260806-19-11,win,8,6370,11
