rank,rank_raw,waku,horse_no,horse_name,horse_id,affiliation,sex_age,weight_carried,jockey,trainer,body_weight,body_weight_diff,time,margin,last3f,popularity,win_odds,race_id
1.0,1,6,6,トクシーマリリン,30007404117,船橋,牝2,54.0,本田重,石井勝,541,,1:01.3,,37.1,1,1.2,20260806-19-01
2.0,2,3,3,ツイテユキタイ,30022408417,船橋,牡2,54.0,岡村健,佐藤太,478,,1:02.6,6,38.2,3,6.3,20260806-19-01
3.0,3,5,5,マルヒロデラックス,30027404517,船橋,牝2,54.0,仲野光,玉井等,516,,1:02.8,1,38.8,5,40.6,20260806-19-01
4.0,4,4,4,コーズマーサ,30036407217,船橋,牝2,54.0,川島正,岩崎真,441,,1:02.8,ハナ,38.8,2,4.8,20260806-19-01
5.0,5,1,1,クレイジーロッカー,30017403617,船橋,牡2,54.0,木間龍,渡邊貴,448,,1:03.5,3,39.1,4,33.8,20260806-19-01
6.0,6,2,2,コアレススピリット,30003402217,船橋,牡2,54.0,藤原幹,坂本昇,449,,1:05.1,8,39.3,7,107.3,20260806-19-01
7.0,7,7,7,ネツレツ,40050407917,船橋,牡2,54.0,小杉亮,矢野義,461,,1:05.5,2,40.9,6,60.9,20260806-19-01
1.0,1,4,4,ナニワノベンケイ,30004403017,船橋,牡2,54.0,川島正,稲益貴,427,,1:16.5,,39.5,1,1.9,20260806-19-02
2.0,2,3,3,アイリスアウト,30055405617,船橋,牝2,54.0,岡村健,川島一,463,,1:18.0,7,41.1,2,2.6,20260806-19-02
3.0,3,6,6,マミチャン,30015409217,船橋,牝2,53.0,☆所　蛍,田中力,471,,1:18.5,2.1/2,40.9,4,9.5,20260806-19-02
4.0,4,5,5,ルミナスグローリー,30091407917,船橋,牡2,54.0,山中悠,長谷剛,489,,1:18.6,クビ,40.8,3,4.3,20260806-19-02
5.0,5,2,2,エルモ,30056401617,船橋,牡2,54.0,藤原幹,佐々功,470,,1:20.1,7,42.3,6,64.3,20260806-19-02
6.0,6,1,1,ジョイナイン,40040402917,船橋,牝2,54.0,濱田達,石井勝,507,,1:20.2,3/4,42.4,5,49.7,20260806-19-02
1.0,1,8,9,ウィングス,30027404607,船橋,牡3,56.0,御神訓,川島一,554,,1:16.2,,40.0,1,1.1,20260806-19-03
2.0,2,7,8,ハクアイゴブレイ,30087408807,船橋,牡3,56.0,和田譲,石井勝,469,-1.0,1:17.9,8,40.2,7,53.8,20260806-19-03
3.0,3,8,10,サキノクローバー,30063408907,船橋,牡3,56.0,小杉亮,林　幻,512,-13.0,1:18.0,3/4,40.3,4,15.1,20260806-19-03
4.0,4,6,6,フローズンシュガー,30024404607,船橋,牝3,54.0,張田昂,矢内博,478,,1:18.1,クビ,41.9,3,14.2,20260806-19-03
5.0,5,1,1,プリンセスジュリ,30033409307,船橋,牝3,54.0,本田重,川島一,477,,1:18.2,1/2,41.8,2,7.0,20260806-19-03
6.0,6,3,3,ミノシャルム,30037405007,船橋,牝3,54.0,藤原幹,林　幻,481,4.0,1:18.9,3,40.6,10,398.5,20260806-19-03
7.0,7,5,5,ダイレンジャー,30002404007,船橋,牡3,56.0,木間龍,新井清,462,5.0,1:19.4,2.1/2,41.9,9,197.3,20260806-19-03
8.0,8,2,2,レオセラフィム,30082402307,船橋,牝3,54.0,實川純,渡邊貴,536,,1:19.5,3/4,43.0,8,122.9,20260806-19-03
9.0,9,7,7,ラショウモン,30073408707,船橋,牡3,56.0,篠谷葵,山田信,430,,1:19.7,3/4,42.2,6,47.8,20260806-19-03
10.0,10,4,4,ナナチャン,40031401007,船橋,牝3,52.0,△山本大,大津剛,451,,1:20.6,4,43.5,5,46.6,20260806-19-03
1.0,1,5,5,トラペジウム,30084407707,船橋,牝3,54.0,川島正,大津剛,492,5.0,1:14.6,,38.4,2,3.3,20260806-19-04
2.0,2,6,6,オルキデアロッサ,30009409207,船橋,牝3,54.0,篠谷葵,山田信,446,-5.0,1:14.8,1,38.0,5,20.1,20260806-19-04
3.0,3,4,4,テカポ,30027407607,船橋,牝3,53.0,☆所　蛍,川島一,412,3.0,1:15.2,2,37.6,3,12.2,20260806-19-04
4.0,4,8,8,モルゲンレーテ,30075407707,船橋,牝3,54.0,小杉亮,矢野義,478,6.0,1:15.4,1,38.8,4,15.9,20260806-19-04
5.0,5,7,7,フローライト,30099408007,船橋,牝3,54.0,本田重,森泰斗,440,2.0,1:15.6,1.1/2,39.2,1,1.3,20260806-19-04
6.0,6,3,3,トーケンマティーニ,30006400107,船橋,牝3,54.0,山口達,石崎駿,438,-5.0,1:16.6,5,38.2,8,176.3,20260806-19-04
