race_id,date,baba_code,baba_name,race_no,title,surface,distance,weather,going
20260806-19-01,2026-08-06,19,船橋,1,ハイビスカスデビュー２歳新馬オ,ダート,1000,晴,良
20260806-19-02,2026-08-06,19,船橋,2,ハイビスカスデビュー２歳新馬エ,ダート,1200,晴,良
20260806-19-03,2026-08-06,19,船橋,3,コヨーテスプリント３歳七未受賞,ダート,1200,晴,良
20260806-19-04,2026-08-06,19,船橋,4,ウミネコスプリント３歳選抜馬イ,ダート,1200,晴,良
20260806-19-05,2026-08-06,19,船橋,5,雄風スプリントＣ３二,ダート,1200,晴,良
20260806-19-06,2026-08-06,19,船橋,6,みずほスプリントＣ３選抜馬,ダート,1200,晴,良
20260806-19-07,2026-08-06,19,船橋,7,疾風迅雷スプリントＣ２選抜馬イ,ダート,1200,晴,良
20260806-19-08,2026-08-06,19,船橋,8,獅子座ダッシュＣ２Ｃ３選抜馬,ダート,1000,晴,良
20260806-19-09,2026-08-06,19,船橋,9,馬い！八肥の会グリーングラス発売記念Ａ２Ｂ１選抜馬,ダート,1200,晴,良
20260806-19-10,2026-08-06,19,船橋,10,ナイアガラスプリントＣ１選抜馬,ダート,1200,晴,良
20260806-19-11,2026-08-06,19,船橋,11,第１６回 習志野きらっとスプリント３上オープン,ダート,1000,晴,良
20260806-19-12,2026-08-06,19,船橋,12,葉月ダッシュＢ２Ｂ３選抜馬,ダート,1000,晴,良
20260806-27-01,2026-08-06,27,園田,1,Ｃ３三３歳以上,ダート,1400,晴,良
20260806-27-02,2026-08-06,27,園田,2,Ｃ２四３歳以上,ダート,1400,晴,良
20260806-27-03,2026-08-06,27,園田,3,Ｃ２三３歳以上,ダート,1400,晴,良
20260806-27-04,2026-08-06,27,園田,4,烏帽子（えぼし）７ハロンＣ３二３歳以上,ダート,1400,晴,良
20260806-27-05,2026-08-06,27,園田,5,勝成（よしなり）７ハロンＣ３一３歳以上,ダート,1400,晴,良
20260806-27-06,2026-08-06,27,園田,6,Ｃ３ ３歳以上,ダート,820,晴,良
20260806-27-07,2026-08-06,27,園田,7,Ｃ２二３歳以上,ダート,1400,晴,良
20260806-27-08,2026-08-06,27,園田,8,Ｃ２一３歳以上,ダート,1400,晴,良
20260806-27-09,2026-08-06,27,園田,9,Ｃ１ ３歳以上特別,ダート,1400,晴,良
20260806-27-10,2026-08-06,27,園田,10,ＪＲＡ交流　摩耶山特別３歳登録馬,ダート,1400,晴,良
20260806-27-11,2026-08-06,27,園田,11,葉月特別Ｂ１Ｂ２ ３歳以上,ダート,820,晴,良
20260806-27-12,2026-08-06,27,園田,12,Ｂ２ ３歳以上特別,ダート,820,晴,良
20260806-36-01,2026-08-06,36,門別,1,優駿の里安平町早来かりんず賞２歳未勝利,ダート,1600,晴,良
20260806-36-02,2026-08-06,36,門別,2,優駿の里安平町夢民舎賞２歳未勝利,ダート,1000,晴,良
20260806-36-03,2026-08-06,36,門別,3,道の駅あびらオリジナル賞２歳未勝利,ダート,1200,晴,良
20260806-36-04,2026-08-06,36,門別,4,優駿の里安平町ＳＲＫ菜の花賞Ｃ４－３,ダート,1000,晴,良
20260806-36-05,2026-08-06,36,門別,5,ＪＲＡ認定アタックチャレンジ２歳牝馬未勝利,ダート,1100,晴,良
20260806-36-06,2026-08-06,36,門別,6,ＪＲＡ認定フレッシュチャレンジ２歳新馬,ダート,1100,曇,良
20260806-36-07,2026-08-06,36,門別,7,優駿の里安平町谷川農園賞Ｃ３－２Ｃ４－１,ダート,1000,曇,良
20260806-36-08,2026-08-06,36,門別,8,優駿の里安平町アサヒメロン賞Ｃ３－２Ｃ４－１,ダート,1000,曇,良
20260806-36-09,2026-08-06,36,門別,9,優駿の里安平町あびら川特別Ｂ４－２～Ｃ３－１,ダート,1200,曇,良
20260806-36-10,2026-08-06,36,門別,10,グランシャリオドリーム４３Ｂ４－２～Ｃ３－１,ダート,1600,曇,良
20260806-36-11,2026-08-06,36,門別,11,ＮＯＲＴＨＥＲＮ　ＢＲＥＷ特別Ｂ３Ｂ４－１,ダート,1200,曇,良
20260806-36-12,2026-08-06,36,門別,12,第１３回 サッポロクラシックカップ（ミッキーアイル賞）２歳オープン,ダート,1200,曇,良
