race_id,bet_type,combination,amount,popularity
20260403-19-04,trifecta,7-4-12,8430,13
20260403-19-05,win,10,730,3
20260403-19-05,place,10,280,5
20260403-19-05,place,8,190,3
20260403-19-05,place,3,410,6
20260403-19-05,bracket,6-7,1010,4
20260403-19-05,quinella,8-10,1440,6
20260403-19-05,bracket_exacta,7-6,2620,10
20260403-19-05,exacta,10-8,3340,11
20260403-19-05,wide,8-10,580,6
20260403-19-05,wide,3-10,1360,20
20260403-19-05,wide,3-8,980,9
20260403-19-05,trio,3-8-10,4830,16
20260403-19-05,trifecta,10-8-3,25190,81
20260403-19-06,win,7,100,1
20260403-19-06,place,7,100,1
20260403-19-06,place,1,270,4
20260403-19-06,quinella,1-7,460,3
20260403-19-06,exacta,7-1,560,3
20260403-19-06,wide,1-7,190,3
20260403-19-06,wide,6-7,140,2
20260403-19-06,wide,1-6,540,8
20260403-19-06,trio,1-6-7,840,4
20260403-19-06,trifecta,7-1-6,2010,8
20260403-19-07,win,7,190,1
20260403-19-07,place,7,110,1
20260403-19-07,place,5,140,3
20260403-19-07,place,2,180,4
20260403-19-07,bracket,5-7,550,2
20260403-19-07,quinella,5-7,600,2
20260403-19-07,bracket_exacta,7-5,970,3
20260403-19-07,exacta,7-5,810,3
20260403-19-07,wide,5-7,240,2
20260403-19-07,wide,2-7,280,3
20260403-19-07,wide,2-5,470,7
20260403-19-07,trio,2-5-7,1240,4
20260403-19-07,trifecta,7-5-2,3820,9
20260403-19-08,win,6,530,4
20260403-19-08,place,6,220,4
20260403-19-08,place,11,650,9
20260403-19-08,place,2,180,2
20260403-19-08,bracket,5-8,7940,21
20260403-19-08,quinella,6-11,19240,37
20260403-19-08,bracket_exacta,5-8,13510,41
20260403-19-08,exacta,6-11,26720,69
20260403-19-08,wide,6-11,4330,39
20260403-19-08,wide,2-6,690,6
20260403-19-08,wide,2-11,4150,38
20260403-19-08,trio,2-6-11,32900,83
20260403-19-08,trifecta,6-11-2,254150,554
20260403-19-09,win,5,920,4
20260403-19-09,place,5,170,3
20260403-19-09,place,2,110,1
20260403-19-09,place,6,190,4
20260403-19-09,bracket,2-5,510,2
20260403-19-09,quinella,2-5,470,2
20260403-19-09,bracket_exacta,5-2,1630,7
20260403-19-09,exacta,5-2,1580,7
20260403-19-09,wide,2-5,240,2
20260403-19-09,wide,5-6,780,12
20260403-19-09,wide,2-6,340,5
20260403-19-09,trio,2-5-6,1520,7
20260403-19-09,trifecta,5-2-6,9960,37
20260403-19-10,win,4,180,1
20260403-19-10,place,4,130,1
20260403-19-10,place,11,130,2
20260403-19-10,place,1,2400,11
20260403-19-10,bracket,4-8,290,1
20260403-19-10,quinella,4-11,400,2
20260403-19-10,bracket_exacta,4-8,590,1
20260403-19-10,exacta,4-11,720,2
20260403-19-10,wide,4-11,240,2
20260403-19-10,wide,1-4,5270,35
20260403-19-10,wide,1-11,6110,39
20260403-19-10,trio,1-4-11,12330,30
20260403-19-10,trifecta,4-11-1,31750,94
20260403-19-11,win,6,2520,8
20260403-19-11,place,6,280,6
20260403-19-11,place,9,180,2
20260403-19-11,place,10,130,1
20260403-19-11,bracket,6-7,1200,4
20260403-19-11,quinella,6-9,4100,16
20260403-19-11,bracket_exacta,6-7,2470,11
20260403-19-11,exacta,6-9,9880,37
20260403-19-11,wide,6-9,1000,15
20260403-19-11,wide,6-10,800,8
20260403-19-11,wide,9-10,290,1
20260403-19-11,trio,6-9-10,2370,6
20260403-19-11,trifecta,6-9-10,46410,154
20260403-19-12,win,11,260,1
20260403-19-12,place,11,160,2
20260403-19-12,place,3,890,9
20260403-19-12,place,1,200,3
20260403-19-12,bracket,3-7,1280,5
20260403-19-12,quinella,3-11,14440,29
20260403-19-12,bracket_exacta,7-3,1900,7
20260403-19-12,exacta,11-3,17520,48
20260403-19-12,wide,3-11,3590,33
20260403-19-12,wide,1-11,400,2
20260403-19-12,wide,1-3,4500,35
20260403-19-12,trio,1-3-11,12620,43
20260403-19-12,trifecta,11-3-1,68910,212
20260403-22-01,win,6,190,1
20260403-22-01,place,6,110,1
20260403-22-01,place,3,150,3
20260403-22-01,quinella,3-6,230,1
20260403-22-01,exacta,6-3,390,1
20260403-22-01,wide,3-6,160,2
20260403-22-01,wide,1-6,1220,11
20260403-22-01,wide,1-3,1950,13
20260403-22-01,trio,1-3-6,4640,11
20260403-22-01,trifecta,6-3-1,10740,32
20260403-22-02,win,4,270,2
20260403-22-02,place,4,130,1
20260403-22-02,place,6,190,3
20260403-22-02,quinella,4-6,360,3
20260403-22-02,exacta,4-6,830,5
20260403-22-02,wide,4-6,160,3
20260403-22-02,wide,3-4,120,2
20260403-22-02,wide,3-6,110,1
20260403-22-02,trio,3-4-6,160,1
20260403-22-02,trifecta,4-6-3,980,4
20260403-22-03,win,3,730,4
20260403-22-03,place,3,440,4
20260403-22-03,place,1,220,2
20260403-22-03,quinella,1-3,1650,9
20260403-22-03,exacta,3-1,2500,14
20260403-22-03,wide,1-3,380,8
20260403-22-03,wide,2-3,630,13
20260403-22-03,wide,1-2,200,1
20260403-22-03,trio,1-2-3,1230,8
20260403-22-03,trifecta,3-1-2,10980,63
20260403-22-04,win,2,100,1
20260403-22-04,place,2,100,1
20260403-22-04,place,3,160,2
20260403-22-04,quinella,2-3,260,1
20260403-22-04,exacta,2-3,230,1
20260403-22-04,wide,2-3,160,2
20260403-22-04,wide,2-5,150,1
20260403-22-04,wide,3-5,370,6
20260403-22-04,trio,2-3-5,340,1
20260403-22-04,trifecta,2-3-5,580,1
20260403-22-05,win,8,220,1
20260403-22-05,place,8,160,3
20260403-22-05,place,2,140,1
20260403-22-05,quinella,2-8,360,2
20260403-22-05,exacta,8-2,670,2
20260403-22-05,wide,2-8,120,1
20260403-22-05,wide,1-8,190,3
20260403-22-05,wide,1-2,180,2
20260403-22-05,trio,1-2-8,290,1
20260403-22-05,trifecta,8-2-1,780,1
20260403-22-06,win,8,170,1
20260403-22-06,place,8,100,1
20260403-22-06,place,6,350,8
20260403-22-06,place,4,130,2
20260403-22-06,bracket,6-8,4420,16
20260403-22-06,quinella,6-8,3130,10
20260403-22-06,bracket_exacta,8-6,4700,18
20260403-22-06,exacta,8-6,3870,14
20260403-22-06,wide,6-8,710,10
20260403-22-06,wide,4-8,170,1
20260403-22-06,wide,4-6,1110,15
20260403-22-06,trio,4-6-8,2230,7
20260403-22-06,trifecta,8-6-4,13580,42
20260403-22-07,win,6,300,2
20260403-22-07,place,6,150,2
20260403-22-07,place,5,130,1
20260403-22-07,quinella,5-6,360,1
20260403-22-07,exacta,6-5,890,2
20260403-22-07,wide,5-6,140,1
20260403-22-07,wide,6-7,260,5
20260403-22-07,wide,5-7,200,2
20260403-22-07,trio,5-6-7,400,1
20260403-22-07,trifecta,6-5-7,1690,2
20260403-22-08,win,8,240,2
20260403-22-08,place,8,130,2
20260403-22-08,place,2,120,1
20260403-22-08,place,7,230,6
20260403-22-08,quinella,2-8,310,1
20260403-22-08,exacta,8-2,650,1
20260403-22-08,wide,2-8,170,1
20260403-22-08,wide,7-8,530,10
20260403-22-08,wide,2-7,370,5
20260403-22-08,trio,2-7-8,1260,6
20260403-22-08,trifecta,8-2-7,4010,12
20260403-22-09,win,7,150,1
20260403-22-09,place,7,110,1
20260403-22-09,place,9,210,5
20260403-22-09,place,5,260,6
20260403-22-09,bracket,7-8,690,2
20260403-22-09,quinella,7-9,1210,5
20260403-22-09,bracket_exacta,7-8,790,3
20260403-22-09,exacta,7-9,1560,5
20260403-22-09,wide,7-9,370,4
20260403-22-09,wide,5-7,420,5
20260403-22-09,wide,5-9,1780,17
20260403-22-09,trio,5-7-9,3320,10
20260403-22-09,trifecta,7-9-5,8420,29
20260403-22-10,win,4,440,3
20260403-22-10,place,4,250,3
20260403-22-10,place,2,360,4
20260403-22-10,quinella,2-4,1900,6
20260403-22-10,exacta,4-2,3550,14
20260403-22-10,wide,2-4,490,6
20260403-22-10,wide,4-6,220,4
20260403-22-10,wide,2-6,210,3
20260403-22-10,trio,2-4-6,570,3
20260403-22-10,trifecta,4-2-6,6830,26
20260403-22-11,win,1,120,1
20260403-22-11,place,1,100,1
20260403-22-11,place,2,230,5
20260403-22-11,place,5,120,2
20260403-22-11,quinella,1-2,790,4
20260403-22-11,exacta,1-2,950,3
20260403-22-11,wide,1-2,280,4
20260403-22-11,wide,1-5,160,2
20260403-22-11,wide,2-5,740,10
20260403-22-11,trio,1-2-5,1300,5
20260403-22-11,trifecta,1-2-5,3330,11
20260403-22-12,win,10,160,1
20260403-22-12,place,10,110,1
20260403-22-12,place,3,130,2
20260403-22-12,place,9,220,5
20260403-22-12,bracket,3-8,490,1
20260403-22-12,quinella,3-10,570,2
20260403-22-12,bracket_exacta,8-3,950,3
20260403-22-12,exacta,10-3,790,2
20260403-22-12,wide,3-10,200,1
20260403-22-12,wide,9-10,310,3
20260403-22-12,wide,3-9,570,9
20260403-22-12,trio,3-9-10,1230,2
20260403-22-12,trifecta,10-3-9,3930,5
20260403-23-01,win,3,130,1
20260403-23-01,place,3,110,1
20260403-23-01,place,6,230,3
20260403-23-01,quinella,3-6,300,1
20260403-23-01,exacta,3-6,360,1
20260403-23-01,wide,3-6,210,2
20260403-23-01,wide,1-3,720,9
20260403-23-01,wide,1-6,1470,16
20260403-23-01,trio,1-3-6,2680,10
20260403-23-01,trifecta,3-6-1,4780,16
20260403-23-02,win,9,300,2
20260403-23-02,place,9,120,1
20260403-23-02,place,2,130,3
20260403-23-02,place,1,240,4
20260403-23-02,bracket,2-8,270,2
20260403-23-02,quinella,2-9,760,3
20260403-23-02,exacta,9-2,1490,4
20260403-23-02,wide,2-9,320,3
20260403-23-02,wide,1-9,360,4
20260403-23-02,wide,1-2,520,7
20260403-23-02,trio,1-2-9,1510,4
20260403-23-02,trifecta,9-2-1,5670,19
20260403-23-03,win,2,230,1
20260403-23-03,place,2,120,1
20260403-23-03,place,6,290,5
20260403-23-03,place,3,350,6
20260403-23-03,bracket,2-6,1070,5
20260403-23-03,quinella,2-6,970,5
20260403-23-03,exacta,2-6,1510,7
20260403-23-03,wide,2-6,410,5
20260403-23-03,wide,2-3,770,9
20260403-23-03,wide,3-6,1530,18
20260403-23-03,trio,2-3-6,4480,13
20260403-23-03,trifecta,2-6-3,15490,51
20260403-23-04,win,6,530,2
20260403-23-04,place,6,150,4
20260403-23-04,place,2,110,1
20260403-23-04,place,4,140,3
20260403-23-04,quinella,2-6,410,2
20260403-23-04,exacta,6-2,1250,5
20260403-23-04,wide,2-6,170,2
20260403-23-04,wide,4-6,440,9
20260403-23-04,wide,2-4,190,3
20260403-23-04,trio,2-4-6,750,5
20260403-23-04,trifecta,6-2-4,4530,15
20260403-23-05,win,3,200,1
20260403-23-05,place,3,110,2
20260403-23-05,place,2,140,3
20260403-23-05,place,5,110,1
20260403-23-05,bracket,2-3,630,3
20260403-23-05,quinella,2-3,530,2
20260403-23-05,exacta,3-2,820,2
20260403-23-05,wide,2-3,220,2
20260403-23-05,wide,3-5,160,1
20260403-23-05,wide,2-5,320,5
20260403-23-05,trio,2-3-5,530,1
20260403-23-05,trifecta,3-2-5,2410,4
20260403-23-06,win,3,1040,4
20260403-23-06,place,3,140,3
20260403-23-06,place,9,110,2
20260403-23-06,place,8,110,1
20260403-23-06,bracket,3-8,520,2
20260403-23-06,quinella,3-9,780,2
20260403-23-06,exacta,3-9,2640,10
20260403-23-06,wide,3-9,240,2
20260403-23-06,wide,3-8,290,4
20260403-23-06,wide,8-9,140,1
20260403-23-06,trio,3-8-9,560,2
20260403-23-06,trifecta,3-9-8,8750,26
20260403-23-07,win,7,650,3
20260403-23-07,place,7,170,4
20260403-23-07,place,6,170,3
20260403-23-07,place,4,120,1
20260403-23-07,quinella,6-7,3130,11
20260403-23-07,exacta,7-6,3590,14
20260403-23-07,wide,6-7,880,13
20260403-23-07,wide,4-7,350,3
20260403-23-07,wide,4-6,360,4
20260403-23-07,trio,4-6-7,2510,10
20260403-23-07,trifecta,7-6-4,16630,60
20260403-23-08,win,8,110,1
20260403-23-08,place,8,110,1
20260403-23-08,place,2,240,6
20260403-23-08,place,4,170,2
20260403-23-08,bracket,2-8,790,4
20260403-23-08,quinella,2-8,800,4
20260403-23-08,exacta,8-2,910,4
20260403-23-08,wide,2-8,310,5
20260403-23-08,wide,4-8,170,1
20260403-23-08,wide,2-4,970,11
20260403-23-08,trio,2-4-8,1440,4
20260403-23-08,trifecta,8-2-4,4430,14
20260403-23-09,win,4,340,2
20260403-23-09,place,4,200,4
20260403-23-09,place,3,380,6
20260403-23-09,place,8,150,2
20260403-23-09,quinella,3-4,2930,11
20260403-23-09,exacta,4-3,4680,20
20260403-23-09,wide,3-4,870,12
20260403-23-09,wide,4-8,350,5
20260403-23-09,wide,3-8,700,10
20260403-23-09,trio,3-4-8,3000,11
20260403-23-09,trifecta,4-3-8,18390,70
20260403-23-10,win,1,180,1
20260403-23-10,place,1,130,1
20260403-23-10,place,2,870,6
20260403-23-10,quinella,1-2,2400,8
20260403-23-10,exacta,1-2,3110,10
20260403-23-10,wide,1-2,510,9
20260403-23-10,wide,1-4,160,1
20260403-23-10,wide,2-4,320,6
20260403-23-10,trio,1-2-4,870,3
20260403-23-10,trifecta,1-2-4,6200,19
20260403-23-11,win,2,870,5
20260403-23-11,place,2,280,4
20260403-23-11,place,1,790,6
20260403-23-11,quinella,1-2,4510,16
20260403-23-11,exacta,2-1,7350,31
20260403-23-11,wide,1-2,920,16
20260403-23-11,wide,2-5,510,9
20260403-23-11,wide,1-5,500,8
20260403-23-11,trio,1-2-5,2440,13
20260403-23-11,trifecta,2-1-5,30410,120
20260403-23-12,win,4,340,2
20260403-23-12,place,4,110,1
20260403-23-12,place,5,140,2
20260403-23-12,quinella,4-5,410,2
20260403-23-12,exacta,4-5,920,2
20260403-23-12,wide,4-5,170,2
20260403-23-12,wide,4-7,190,3
20260403-23-12,wide,5-7,170,1
20260403-23-12,trio,4-5-7,390,1
20260403-23-12,trifecta,4-5-7,2010,1
