race_id,bet_type,combination,amount,popularity
20260406-11-01,win,6,220,1
20260406-11-01,place,6,120,1
20260406-11-01,place,4,210,5
20260406-11-01,place,2,180,4
20260406-11-01,quinella,4-6,940,5
20260406-11-01,exacta,6-4,1550,6
20260406-11-01,wide,4-6,280,4
20260406-11-01,wide,2-6,270,3
20260406-11-01,wide,2-4,450,7
20260406-11-01,trio,2-4-6,1200,6
20260406-11-01,trifecta,6-4-2,5880,23
20260406-11-02,win,8,140,1
20260406-11-02,place,8,100,1
20260406-11-02,place,9,100,2
20260406-11-02,place,5,150,3
20260406-11-02,bracket,8-8,100,1
20260406-11-02,quinella,8-9,130,1
20260406-11-02,exacta,8-9,250,2
20260406-11-02,wide,8-9,110,1
20260406-11-02,wide,5-8,240,2
20260406-11-02,wide,5-9,260,3
20260406-11-02,trio,5-8-9,380,2
20260406-11-02,trifecta,8-9-5,860,2
20260406-11-03,win,1,4340,9
20260406-11-03,place,1,610,8
20260406-11-03,place,4,220,3
20260406-11-03,place,6,910,9
20260406-11-03,bracket,1-4,9100,19
20260406-11-03,quinella,1-4,10740,28
20260406-11-03,exacta,1-4,23730,55
20260406-11-03,wide,1-4,2310,28
20260406-11-03,wide,1-6,7990,36
20260406-11-03,wide,4-6,2300,27
20260406-11-03,trio,1-4-6,39490,78
20260406-11-03,trifecta,1-4-6,439110,484
20260406-11-04,win,2,120,1
20260406-11-04,place,2,120,1
20260406-11-04,place,9,540,9
20260406-11-04,place,4,1800,10
20260406-11-04,bracket,2-8,400,2
20260406-11-04,quinella,2-9,1850,7
20260406-11-04,exacta,2-9,2000,8
20260406-11-04,wide,2-9,830,10
20260406-11-04,wide,2-4,1840,18
20260406-11-04,wide,4-9,7830,41
20260406-11-04,trio,2-4-9,30790,66
20260406-11-04,trifecta,2-9-4,70730,144
20260406-11-05,win,6,430,3
20260406-11-05,place,6,150,3
20260406-11-05,place,1,200,4
20260406-11-05,place,3,100,1
20260406-11-05,bracket,1-6,1970,9
20260406-11-05,quinella,1-6,2610,8
20260406-11-05,exacta,6-1,4150,11
20260406-11-05,wide,1-6,580,7
20260406-11-05,wide,3-6,220,2
20260406-11-05,wide,1-3,400,4
20260406-11-05,trio,1-3-6,1470,4
20260406-11-05,trifecta,6-1-3,13150,36
20260406-11-06,win,5,100,1
20260406-11-06,place,5,100,1
20260406-11-06,place,7,110,2
20260406-11-06,place,11,130,3
20260406-11-06,bracket,5-6,140,1
20260406-11-06,quinella,5-7,140,1
20260406-11-06,exacta,5-7,170,1
20260406-11-06,wide,5-7,120,1
20260406-11-06,wide,5-11,220,3
20260406-11-06,wide,7-11,360,5
20260406-11-06,trio,5-7-11,290,1
20260406-11-06,trifecta,5-7-11,430,1
20260406-11-07,win,8,150,1
20260406-11-07,place,8,120,1
20260406-11-07,place,7,350,5
20260406-11-07,place,5,530,8
20260406-11-07,bracket,6-7,780,4
20260406-11-07,quinella,7-8,1090,4
