rank,rank_raw,waku,horse_no,horse_name,horse_id,affiliation,sex_age,weight_carried,jockey,trainer,body_weight,body_weight_diff,time,margin,last3f,popularity,win_odds,race_id
1.0,1,3,3,プレイフルネス,30019406086,岩手,牝5,54.0,山本紀,三野通,425.0,-3.0,0:52.4,,37.3,2.0,4.8,20260413-11-01
2.0,2,6,6,コルレーニョ,30042404796,岩手,牝4,54.0,佐々志,佐藤祐,414.0,-3.0,0:52.5,1/2,37.2,6.0,10.1,20260413-11-01
3.0,3,8,9,ギフテッドアベリア,30062408696,岩手,牝4,54.0,山本政,橘友和,489.0,3.0,0:52.6,3/4,36.8,1.0,1.9,20260413-11-01
4.0,4,8,10,リスクテイカー,30073409676,岩手,牝6,54.0,小林凌,小林俊,466.0,3.0,0:52.7,3/4,37.2,3.0,6.9,20260413-11-01
5.0,5,5,5,キャリーアドリーム,30068404776,岩手,牝6,54.0,岩本怜,三野通,409.0,2.0,0:52.8,1/2,37.6,4.0,8.7,20260413-11-01
6.0,6,7,8,レーニス,40080409996,岩手,牝4,54.0,山本聡,関本浩,435.0,-2.0,0:53.2,2.1/2,37.8,5.0,9.8,20260413-11-01
7.0,7,2,2,ポンドレイディ,30014405886,岩手,牝5,54.0,菅原辰,菅原右,421.0,-1.0,0:53.4,1,37.5,7.0,23.0,20260413-11-01
8.0,8,1,1,フークレグルス,30096400676,岩手,牡6,56.0,塚本涼,関本浩,528.0,1.0,0:53.6,3/4,38.0,9.0,75.2,20260413-11-01
9.0,9,7,7,ニシノブライアント,30014401756,岩手,牡8,54.0,△坂井瑛,三野通,489.0,-4.0,0:53.6,クビ,37.3,8.0,72.6,20260413-11-01
10.0,10,4,4,ダイナミックス,30057407186,岩手,牝5,52.0,◇関本玲,橘友和,427.0,5.0,0:53.6,アタマ,36.7,10.0,82.5,20260413-11-01
1.0,1,4,4,ゴープラチナム,30065401146,岩手,牝9,54.0,村上忍,村上実,443.0,-1.0,0:51.9,,36.7,1.0,1.3,20260413-11-02
2.0,2,8,10,ダンストンローザ,30059401096,岩手,牝4,54.0,塚本涼,小林俊,443.0,0.0,0:52.3,2.1/2,36.9,7.0,42.1,20260413-11-02
3.0,3,1,1,ヒガシブレーヴ,30048405546,岩手,牡9,56.0,小林凌,永田幸,416.0,-4.0,0:52.3,クビ,36.7,3.0,10.9,20260413-11-02
4.0,4,2,2,ネオアンコーラ,30077404866,岩手,牡7,56.0,菅原辰,瀬戸幸,491.0,1.0,0:52.6,1.1/2,37.0,4.0,13.8,20260413-11-02
5.0,5,7,8,フォルテース,30077400776,岩手,牡6,56.0,山本政,齋藤雄,471.0,-4.0,0:52.7,クビ,37.4,2.0,4.7,20260413-11-02
6.0,6,7,7,タップアンクラップ,30078408196,岩手,牡4,54.0,◇関本玲,橘友和,445.0,-1.0,0:52.7,クビ,36.7,9.0,119.4,20260413-11-02
7.0,7,3,3,トモセンスイ,30051404996,岩手,牝4,54.0,南郷家,櫻田樹,407.0,-3.0,0:53.1,2.1/2,36.8,5.0,20.6,20260413-11-02
8.0,8,8,9,ロイエ,30048409286,岩手,牝5,54.0,岩本怜,永田幸,457.0,7.0,0:53.5,2.1/2,37.5,8.0,63.1,20260413-11-02
9.0,9,5,5,アグリオ,30044404086,岩手,牝5,52.0,△坂井瑛,三野通,405.0,6.0,0:53.6,3/4,37.3,10.0,164.1,20260413-11-02
10.0,10,6,6,ノースショアガール,30037403666,岩手,牝7,54.0,山本紀,吉田司,480.0,-14.0,0:55.8,大差,38.6,6.0,34.4,20260413-11-02
1.0,1,7,7,クレーンパーディタ,30072404286,岩手,牝5,54.0,塚本涼,酒井仁,450.0,3.0,1:30.6,,40.3,7.0,9.5,20260413-11-03
2.0,2,1,1,アレグロコンブリオ,30023407396,岩手,牡4,56.0,山本紀,菅原右,456.0,-1.0,1:30.8,1,38.8,1.0,3.4,20260413-11-03
3.0,3,8,8,アルデムラータ,30092403096,岩手,牝4,54.0,高橋悠,佐藤敏,412.0,0.0,1:31.0,1.1/2,39.8,2.0,4.3,20260413-11-03
4.0,4,3,3,タイキオナード,30045404086,岩手,牡5,56.0,小林凌,飯田弘,483.0,-3.0,1:31.1,1/2,40.6,3.0,4.3,20260413-11-03
5.0,5,6,6,ディーファンクス,30072406386,岩手,牡5,52.0,★齋藤友,齋藤雄,503.0,-1.0,1:31.2,1/2,39.2,5.0,9.2,20260413-11-03
6.0,6,4,4,クリノアイオライト,30033400796,岩手,牡4,56.0,菅原辰,高橋純,442.0,9.0,1:31.7,3,41.6,8.0,14.8,20260413-11-03
7.0,7,2,2,ジーティーワラワラ,30081404896,岩手,牡4,56.0,岩本怜,佐々由,433.0,-2.0,1:32.7,6,42.1,4.0,8.8,20260413-11-03
