race_id,bet_type,combination,amount,popularity
20260413-11-01,win,3,480,2
20260413-11-01,place,3,150,3
20260413-11-01,place,6,250,6
20260413-11-01,place,9,110,1
20260413-11-01,bracket,3-6,2900,9
20260413-11-01,quinella,3-6,2970,11
20260413-11-01,exacta,3-6,5070,20
20260413-11-01,wide,3-6,900,14
20260413-11-01,wide,3-9,300,4
20260413-11-01,wide,6-9,240,2
20260413-11-01,trio,3-6-9,2050,8
20260413-11-01,trifecta,3-6-9,15170,53
20260413-11-02,win,4,130,1
20260413-11-02,place,4,110,1
20260413-11-02,place,10,470,6
20260413-11-02,place,1,150,3
20260413-11-02,bracket,4-8,1380,5
20260413-11-02,quinella,4-10,2590,6
20260413-11-02,exacta,4-10,3050,8
20260413-11-02,wide,4-10,580,7
20260413-11-02,wide,1-4,220,2
20260413-11-02,wide,1-10,2420,20
20260413-11-02,trio,1-4-10,3260,11
20260413-11-02,trifecta,4-10-1,14550,44
20260413-11-03,win,7,950,7
20260413-11-03,place,7,330,8
20260413-11-03,place,1,170,3
20260413-11-03,place,8,150,1
20260413-11-03,quinella,1-7,2200,12
20260413-11-03,exacta,7-1,4280,21
20260413-11-03,wide,1-7,640,13
20260413-11-03,wide,7-8,630,11
20260413-11-03,wide,1-8,320,1
20260413-11-03,trio,1-7-8,2320,6
20260413-11-03,trifecta,7-1-8,15930,57
20260413-11-04,win,8,480,3
20260413-11-04,place,8,140,3
20260413-11-04,place,5,120,1
20260413-11-04,place,7,160,4
20260413-11-04,bracket,5-8,460,2
20260413-11-04,quinella,5-8,480,2
20260413-11-04,exacta,8-5,1230,5
20260413-11-04,wide,5-8,220,2
20260413-11-04,wide,7-8,500,8
20260413-11-04,wide,5-7,270,3
20260413-11-04,trio,5-7-8,1090,4
20260413-11-04,trifecta,8-5-7,4900,17
20260413-11-05,win,4,120,1
20260413-11-05,place,4,100,1
20260413-11-05,place,6,140,2
20260413-11-05,place,7,150,4
20260413-11-05,bracket,4-6,740,4
20260413-11-05,quinella,4-6,650,4
20260413-11-05,exacta,4-6,680,4
20260413-11-05,wide,4-6,200,3
20260413-11-05,wide,4-7,190,2
20260413-11-05,wide,6-7,840,12
20260413-11-05,trio,4-6-7,1360,6
20260413-11-05,trifecta,4-6-7,2930,9
20260413-11-06,win,6,210,1
20260413-11-06,place,6,130,1
20260413-11-06,place,4,140,2
20260413-11-06,place,8,260,6
20260413-11-06,bracket,4-6,400,1
20260413-11-06,quinella,4-6,370,1
20260413-11-06,exacta,6-4,640,1
20260413-11-06,wide,4-6,150,1
20260413-11-06,wide,6-8,570,8
20260413-11-06,wide,4-8,810,12
20260413-11-06,trio,4-6-8,2540,9
20260413-11-06,trifecta,6-4-8,6570,16
20260413-11-07,win,4,130,1
20260413-11-07,place,4,110,1
20260413-11-07,place,6,1070,9
20260413-11-07,place,9,160,3
20260413-11-07,bracket,4-6,6520,10
20260413-11-07,quinella,4-6,5430,13
20260413-11-07,exacta,4-6,7030,17
20260413-11-07,wide,4-6,2070,16
20260413-11-07,wide,4-9,280,4
20260413-11-07,wide,6-9,9580,33
20260413-11-07,trio,4-6-9,8830,24
20260413-11-07,trifecta,4-6-9,38790,98
20260413-11-08,win,11,680,2
20260413-11-08,place,11,240,4
20260413-11-08,place,4,210,2
20260413-11-08,place,3,560,7
20260413-11-08,bracket,4-8,1630,5
20260413-11-08,quinella,4-11,1970,7
20260413-11-08,exacta,11-4,3870,10
20260413-11-08,wide,4-11,560,6
20260413-11-08,wide,3-11,4170,25
20260413-11-08,wide,3-4,2150,20
20260413-11-08,trio,3-4-11,18790,46
20260413-11-08,trifecta,11-4-3,65050,155
20260413-11-09,win,8,450,3
20260413-11-09,place,8,160,3
20260413-11-09,place,6,450,7
20260413-11-09,place,1,140,1
20260413-11-09,bracket,6-7,3680,13
20260413-11-09,quinella,6-8,5120,17
20260413-11-09,exacta,8-6,8680,31
20260413-11-09,wide,6-8,2120,22
20260413-11-09,wide,1-8,330,2
20260413-11-09,wide,1-6,1040,16
20260413-11-09,trio,1-6-8,4920,21
20260413-11-09,trifecta,8-6-1,37810,133
20260413-11-10,win,3,140,1
20260413-11-10,place,3,120,1
20260413-11-10,place,1,170,4
20260413-11-10,place,7,210,5
20260413-11-10,bracket,1-3,660,3
20260413-11-10,quinella,1-3,790,3
20260413-11-10,exacta,3-1,670,3
20260413-11-10,wide,1-3,290,3
20260413-11-10,wide,3-7,430,4
20260413-11-10,wide,1-7,1220,16
20260413-11-10,trio,1-3-7,2150,8
20260413-11-10,trifecta,3-1-7,6070,15
20260413-11-11,win,7,530,2
20260413-11-11,place,7,140,2
20260413-11-11,place,2,280,4
20260413-11-11,place,1,830,8
20260413-11-11,bracket,2-7,550,3
20260413-11-11,quinella,2-7,1790,7
20260413-11-11,exacta,7-2,3320,11
20260413-11-11,wide,2-7,690,7
20260413-11-11,wide,1-7,2090,20
20260413-11-11,wide,1-2,3280,25
20260413-11-11,trio,1-2-7,15470,40
20260413-11-11,trifecta,7-2-1,60930,168
20260413-11-12,win,2,630,3
20260413-11-12,place,2,190,3
20260413-11-12,place,10,120,1
20260413-11-12,place,6,200,4
20260413-11-12,bracket,2-8,710,3
20260413-11-12,quinella,2-10,1060,5
20260413-11-12,exacta,2-10,1760,5
20260413-11-12,wide,2-10,440,5
20260413-11-12,wide,2-6,710,8
20260413-11-12,wide,6-10,340,2
20260413-11-12,trio,2-6-10,2330,7
20260413-11-12,trifecta,2-10-6,11930,30
20260413-20-01,win,7,310,2
20260413-20-01,place,7,120,1
20260413-20-01,place,3,330,8
20260413-20-01,place,11,290,4
20260413-20-01,bracket,3-5,2230,10
20260413-20-01,quinella,3-7,1810,5
20260413-20-01,bracket_exacta,5-3,3150,14
20260413-20-01,exacta,7-3,2610,7
20260413-20-01,wide,3-7,580,3
20260413-20-01,wide,7-11,580,4
20260413-20-01,wide,3-11,3010,35
20260413-20-01,trio,3-7-11,6340,20
20260413-20-01,trifecta,7-3-11,27260,74
20260413-20-02,win,7,290,1
20260413-20-02,place,7,150,1
20260413-20-02,place,2,240,4
20260413-20-02,place,9,260,6
20260413-20-02,bracket,2-5,710,5
20260413-20-02,quinella,2-7,1330,5
20260413-20-02,bracket_exacta,5-2,1250,6
20260413-20-02,exacta,7-2,2360,8
20260413-20-02,wide,2-7,420,2
20260413-20-02,wide,7-9,560,8
20260413-20-02,wide,2-9,1010,15
20260413-20-02,trio,2-7-9,3400,12
20260413-20-02,trifecta,7-2-9,17730,59
20260413-20-03,win,6,180,1
20260413-20-03,place,6,130,1
20260413-20-03,place,3,170,3
20260413-20-03,place,9,230,6
20260413-20-03,bracket,3-6,570,3
20260413-20-03,quinella,3-6,530,2
20260413-20-03,bracket_exacta,6-3,950,3
20260413-20-03,exacta,6-3,820,1
20260413-20-03,wide,3-6,240,2
20260413-20-03,wide,6-9,420,6
20260413-20-03,wide,3-9,560,8
20260413-20-03,trio,3-6-9,1230,4
20260413-20-03,trifecta,6-3-9,3830,6
20260413-20-04,win,6,150,1
20260413-20-04,place,6,110,1
20260413-20-04,place,3,160,3
20260413-20-04,place,1,340,6
20260413-20-04,bracket,3-6,270,1
20260413-20-04,quinella,3-6,330,1
20260413-20-04,bracket_exacta,6-3,420,1
20260413-20-04,exacta,6-3,410,1
20260413-20-04,wide,3-6,180,1
20260413-20-04,wide,1-6,650,9
20260413-20-04,wide,1-3,1440,19
20260413-20-04,trio,1-3-6,1800,8
20260413-20-04,trifecta,6-3-1,3830,7
20260413-20-05,win,2,260,2
20260413-20-05,place,2,130,2
20260413-20-05,place,12,100,1
20260413-20-05,place,7,200,4
20260413-20-05,bracket,2-8,230,1
20260413-20-05,quinella,2-12,250,1
20260413-20-05,bracket_exacta,2-8,560,3
20260413-20-05,exacta,2-12,550,1
20260413-20-05,wide,2-12,170,1
20260413-20-05,wide,2-7,310,3
20260413-20-05,wide,7-12,340,5
20260413-20-05,trio,2-7-12,560,2
20260413-20-05,trifecta,2-12-7,1870,3
20260413-20-06,win,8,180,1
20260413-20-06,place,8,110,1
20260413-20-06,place,7,560,8
20260413-20-06,place,6,140,2
20260413-20-06,bracket,6-7,340,1
20260413-20-06,quinella,7-8,5040,14
20260413-20-06,bracket_exacta,7-6,590,1
20260413-20-06,exacta,8-7,5880,17
20260413-20-06,wide,7-8,1150,16
20260413-20-06,wide,6-8,200,1
20260413-20-06,wide,6-7,1990,22
20260413-20-06,trio,6-7-8,3050,12
20260413-20-06,trifecta,8-7-6,15290,50
20260413-20-07,win,8,1400,6
20260413-20-07,place,8,210,5
20260413-20-07,place,1,110,1
20260413-20-07,place,6,160,2
20260413-20-07,bracket,1-7,420,1
20260413-20-07,quinella,1-8,1220,6
20260413-20-07,bracket_exacta,7-1,1440,5
20260413-20-07,exacta,8-1,4020,14
20260413-20-07,wide,1-8,400,5
20260413-20-07,wide,6-8,670,10
20260413-20-07,wide,1-6,280,2
20260413-20-07,trio,1-6-8,1590,5
20260413-20-07,trifecta,8-1-6,15680,56
20260413-20-08,win,6,200,1
20260413-20-08,place,6,130,1
20260413-20-08,place,1,410,7
20260413-20-08,place,11,650,9
20260413-20-08,bracket,1-5,1200,6
20260413-20-08,quinella,1-6,1970,8
20260413-20-08,bracket_exacta,5-1,2940,13
20260413-20-08,exacta,6-1,3120,13
20260413-20-08,wide,1-6,870,9
20260413-20-08,wide,6-11,2290,25
20260413-20-08,wide,1-11,8500,44
20260413-20-08,trio,1-6-11,31790,75
20260413-20-08,trifecta,6-1-11,85460,229
20260413-20-09,win,1,300,2
20260413-20-09,place,1,150,3
20260413-20-09,place,5,340,6
20260413-20-09,place,3,150,2
20260413-20-09,bracket,1-5,1530,7
20260413-20-09,quinella,1-5,1810,8
20260413-20-09,bracket_exacta,1-5,2170,10
20260413-20-09,exacta,1-5,2820,11
20260413-20-09,wide,1-5,710,10
20260413-20-09,wide,1-3,310,3
20260413-20-09,wide,3-5,900,11
20260413-20-09,trio,1-3-5,3480,14
20260413-20-09,trifecta,1-5-3,15310,52
20260413-20-10,win,5,630,2
20260413-20-10,place,5,120,2
20260413-20-10,place,1,100,1
20260413-20-10,place,2,170,4
20260413-20-10,bracket,1-4,280,1
20260413-20-10,quinella,1-5,320,1
20260413-20-10,bracket_exacta,4-1,1410,5
20260413-20-10,exacta,5-1,1210,4
20260413-20-10,wide,1-5,150,1
20260413-20-10,wide,2-5,390,5
20260413-20-10,wide,1-2,190,2
20260413-20-10,trio,1-2-5,410,1
20260413-20-10,trifecta,5-1-2,4790,11
20260413-20-11,win,2,260,1
20260413-20-11,place,2,140,2
20260413-20-11,place,4,200,4
20260413-20-11,place,1,190,3
20260413-20-11,bracket,2-4,890,3
20260413-20-11,quinella,2-4,1000,3
20260413-20-11,bracket_exacta,2-4,1700,7
20260413-20-11,exacta,2-4,1630,4
20260413-20-11,wide,2-4,390,3
20260413-20-11,wide,1-2,500,6
20260413-20-11,wide,1-4,660,11
20260413-20-11,trio,1-2-4,2200,9
20260413-20-11,trifecta,2-4-1,8710,24
20260413-20-12,win,12,170,1
20260413-20-12,place,12,120,1
20260413-20-12,place,8,1020,10
20260413-20-12,place,4,240,5
20260413-20-12,bracket,5-7,1980,7
