race_id,bet_type,combination,amount,popularity
20260415-20-01,win,1,1080,4
20260415-20-01,place,1,440,7
20260415-20-01,place,9,380,4
20260415-20-01,place,10,410,5
20260415-20-01,bracket,1-6,3770,12
20260415-20-01,quinella,1-9,5160,17
20260415-20-01,bracket_exacta,1-6,7700,25
20260415-20-01,exacta,1-9,10400,29
20260415-20-01,wide,1-9,1840,19
20260415-20-01,wide,1-10,2060,22
20260415-20-01,wide,9-10,2350,27
20260415-20-01,trio,1-9-10,21730,63
20260415-20-01,trifecta,1-9-10,149520,380
20260415-20-02,win,13,100,1
20260415-20-02,place,13,100,1
20260415-20-02,place,6,160,4
20260415-20-02,place,2,100,2
20260415-20-02,bracket,5-8,290,2
20260415-20-02,quinella,6-13,370,2
20260415-20-02,bracket_exacta,8-5,350,2
20260415-20-02,exacta,13-6,450,2
20260415-20-02,wide,6-13,190,2
20260415-20-02,wide,2-13,120,1
20260415-20-02,wide,2-6,470,6
20260415-20-02,trio,2-6-13,490,1
20260415-20-02,trifecta,13-6-2,1170,2
20260415-20-03,win,1,190,1
20260415-20-03,place,1,110,1
20260415-20-03,place,6,120,2
20260415-20-03,place,3,240,5
20260415-20-03,bracket,1-6,390,1
20260415-20-03,quinella,1-6,320,1
20260415-20-03,bracket_exacta,1-6,620,1
20260415-20-03,exacta,1-6,510,1
20260415-20-03,wide,1-6,180,1
20260415-20-03,wide,1-3,530,5
20260415-20-03,wide,3-6,670,10
20260415-20-03,trio,1-3-6,1870,4
20260415-20-03,trifecta,1-6-3,5320,11
20260415-20-04,win,7,130,1
20260415-20-04,place,7,120,1
20260415-20-04,place,3,200,3
20260415-20-04,place,1,430,5
20260415-20-04,bracket,3-7,980,3
20260415-20-04,quinella,3-7,980,2
20260415-20-04,bracket_exacta,7-3,1230,4
20260415-20-04,exacta,7-3,1090,3
20260415-20-04,wide,3-7,410,3
20260415-20-04,wide,1-7,420,4
20260415-20-04,wide,1-3,1230,14
20260415-20-04,trio,1-3-7,2400,9
20260415-20-04,trifecta,7-3-1,6090,15
20260415-20-05,win,13,540,3
20260415-20-05,place,13,220,3
20260415-20-05,place,4,720,8
20260415-20-05,place,1,350,6
20260415-20-05,bracket,3-8,3030,13
20260415-20-05,quinella,4-13,6230,22
20260415-20-05,bracket_exacta,8-3,4910,19
20260415-20-05,exacta,13-4,8620,35
20260415-20-05,wide,4-13,2100,24
20260415-20-05,wide,1-13,1710,20
20260415-20-05,wide,1-4,2780,31
20260415-20-05,trio,1-4-13,22020,68
20260415-20-05,trifecta,13-4-1,96060,305
20260415-20-06,win,8,100,1
20260415-20-06,place,8,100,1
20260415-20-06,place,7,230,6
20260415-20-06,place,1,160,3
20260415-20-06,bracket,7-7,1070,6
20260415-20-06,quinella,7-8,990,5
20260415-20-06,bracket_exacta,7-7,1240,6
20260415-20-06,exacta,8-7,1170,5
20260415-20-06,wide,7-8,390,6
20260415-20-06,wide,1-8,200,2
20260415-20-06,wide,1-7,1440,19
20260415-20-06,trio,1-7-8,1670,8
20260415-20-06,trifecta,8-7-1,4540,19
20260415-20-07,win,1,610,3
20260415-20-07,place,1,160,3
20260415-20-07,place,6,130,2
20260415-20-07,place,12,270,5
20260415-20-07,bracket,1-5,490,2
20260415-20-07,quinella,1-6,620,3
20260415-20-07,bracket_exacta,1-5,1340,5
20260415-20-07,exacta,1-6,1850,9
20260415-20-07,wide,1-6,330,3
20260415-20-07,wide,1-12,680,9
20260415-20-07,wide,6-12,530,8
20260415-20-07,trio,1-6-12,2440,7
20260415-20-07,trifecta,1-6-12,10840,34
20260415-20-08,win,1,230,1
20260415-20-08,place,1,120,2
20260415-20-08,place,6,110,1
20260415-20-08,place,11,180,4
20260415-20-08,bracket,1-6,420,1
20260415-20-08,quinella,1-6,410,1
20260415-20-08,bracket_exacta,1-6,810,1
20260415-20-08,exacta,1-6,740,1
20260415-20-08,wide,1-6,200,1
20260415-20-08,wide,1-11,480,5
20260415-20-08,wide,6-11,360,3
20260415-20-08,trio,1-6-11,1120,2
20260415-20-08,trifecta,1-6-11,4770,9
20260415-20-09,win,8,470,3
20260415-20-09,place,8,100,2
20260415-20-09,place,2,110,3
20260415-20-09,place,5,100,1
20260415-20-09,bracket,2-8,1300,4
20260415-20-09,quinella,2-8,1270,4
20260415-20-09,bracket_exacta,8-2,2370,8
20260415-20-09,exacta,8-2,2640,8
20260415-20-09,wide,2-8,240,4
20260415-20-09,wide,5-8,110,1
20260415-20-09,wide,2-5,140,2
20260415-20-09,trio,2-5-8,310,1
20260415-20-09,trifecta,8-2-5,4370,15
20260415-20-10,win,2,930,3
20260415-20-10,place,2,350,6
20260415-20-10,place,3,130,1
20260415-20-10,place,10,1780,12
20260415-20-10,bracket,2-3,1020,4
20260415-20-10,quinella,2-3,1040,3
20260415-20-10,bracket_exacta,2-3,3270,15
20260415-20-10,exacta,2-3,2660,9
20260415-20-10,wide,2-3,500,4
20260415-20-10,wide,2-10,9340,64
20260415-20-10,wide,3-10,3450,34
20260415-20-10,trio,2-3-10,23800,70
20260415-20-10,trifecta,2-3-10,90340,265
20260415-20-11,win,1,400,2
20260415-20-11,place,1,230,3
20260415-20-11,place,3,630,8
20260415-20-11,place,11,430,6
20260415-20-11,bracket,1-2,4470,18
20260415-20-11,quinella,1-3,4430,16
20260415-20-11,bracket_exacta,1-2,7540,28
20260415-20-11,exacta,1-3,7120,24
20260415-20-11,wide,1-3,1340,16
20260415-20-11,wide,1-11,1400,18
20260415-20-11,wide,3-11,3630,30
20260415-20-11,trio,1-3-11,24560,60
20260415-20-11,trifecta,1-3-11,104040,266
20260415-20-12,win,4,250,1
20260415-20-12,place,4,130,1
20260415-20-12,place,2,140,2
20260415-20-12,place,5,160,4
20260415-20-12,bracket,1-2,340,1
20260415-20-12,quinella,2-4,570,1
20260415-20-12,bracket_exacta,2-1,550,1
20260415-20-12,exacta,4-2,980,1
20260415-20-12,wide,2-4,250,1
20260415-20-12,wide,4-5,270,2
20260415-20-12,wide,2-5,290,3
20260415-20-12,trio,2-4-5,840,1
20260415-20-12,trifecta,4-2-5,3430,2
20260415-23-01,win,4,4590,5
20260415-23-01,place,4,560,5
20260415-23-01,place,5,330,4
20260415-23-01,place,8,1080,6
20260415-23-01,quinella,4-5,15100,14
20260415-23-01,exacta,4-5,37010,28
20260415-23-01,wide,4-5,1150,12
20260415-23-01,wide,4-8,2510,18
20260415-23-01,wide,5-8,1980,14
20260415-23-01,trio,4-5-8,38100,35
20260415-23-01,trifecta,4-5-8,336020,176
20260415-23-02,win,2,1230,5
20260415-23-02,place,2,210,3
20260415-23-02,place,1,230,4
20260415-23-02,place,7,990,7
20260415-23-02,quinella,1-2,3650,13
20260415-23-02,exacta,2-1,9220,28
20260415-23-02,wide,1-2,1170,14
20260415-23-02,wide,2-7,5540,23
20260415-23-02,wide,1-7,4000,19
20260415-23-02,trio,1-2-7,27340,41
20260415-23-02,trifecta,2-1-7,204240,228
20260415-23-03,win,2,410,3
20260415-23-03,place,2,170,2
20260415-23-03,place,5,200,4
20260415-23-03,place,7,200,3
20260415-23-03,quinella,2-5,1310,7
20260415-23-03,exacta,2-5,3000,13
20260415-23-03,wide,2-5,500,6
20260415-23-03,wide,2-7,370,3
20260415-23-03,wide,5-7,490,5
20260415-23-03,trio,2-5-7,2360,11
20260415-23-03,trifecta,2-5-7,15590,61
20260415-23-04,win,8,110,1
20260415-23-04,place,8,100,1
20260415-23-04,place,9,160,3
20260415-23-04,place,5,110,2
20260415-23-04,bracket,8-8,460,3
20260415-23-04,quinella,8-9,510,3
20260415-23-04,exacta,8-9,640,3
20260415-23-04,wide,8-9,220,3
20260415-23-04,wide,5-8,180,1
20260415-23-04,wide,5-9,620,9
20260415-23-04,trio,5-8-9,690,2
20260415-23-04,trifecta,8-9-5,1820,3
20260415-23-05,win,8,110,1
20260415-23-05,place,8,100,1
20260415-23-05,place,1,150,3
20260415-23-05,place,2,290,6
20260415-23-05,bracket,1-8,370,2
20260415-23-05,quinella,1-8,380,2
20260415-23-05,exacta,8-1,410,2
20260415-23-05,wide,1-8,260,4
20260415-23-05,wide,2-8,400,5
20260415-23-05,wide,1-2,1150,12
20260415-23-05,trio,1-2-8,1270,7
20260415-23-05,trifecta,8-1-2,2460,9
20260415-23-06,win,1,650,4
20260415-23-06,place,1,190,4
20260415-23-06,place,7,140,1
20260415-23-06,place,2,490,6
20260415-23-06,bracket,1-7,690,4
20260415-23-06,quinella,1-7,750,4
20260415-23-06,exacta,1-7,2220,11
20260415-23-06,wide,1-7,280,3
20260415-23-06,wide,1-2,1230,14
20260415-23-06,wide,2-7,920,12
20260415-23-06,trio,1-2-7,3130,12
20260415-23-06,trifecta,1-7-2,17120,55
20260415-23-07,win,6,1100,4
20260415-23-07,place,6,210,4
20260415-23-07,place,2,140,2
20260415-23-07,place,8,250,5
20260415-23-07,quinella,2-6,980,2
20260415-23-07,exacta,6-2,2660,10
20260415-23-07,wide,2-6,380,5
20260415-23-07,wide,6-8,1340,17
20260415-23-07,wide,2-8,440,6
