race_id,bet_type,combination,amount,popularity
20260402-19-01,win,9,340,2
20260402-19-01,place,9,140,2
20260402-19-01,place,11,180,4
20260402-19-01,place,10,120,1
20260402-19-01,bracket,7-8,440,1
20260402-19-01,quinella,9-11,1570,5
20260402-19-01,bracket_exacta,7-8,840,3
20260402-19-01,exacta,9-11,2990,12
20260402-19-01,wide,9-11,600,8
20260402-19-01,wide,9-10,300,3
20260402-19-01,wide,10-11,360,4
20260402-19-01,trio,9-10-11,1390,2
20260402-19-01,trifecta,9-11-10,11620,28
20260402-19-02,win,6,100,1
20260402-19-02,place,6,100,1
20260402-19-02,place,9,330,7
20260402-19-02,place,2,120,2
20260402-19-02,bracket,6-8,800,4
20260402-19-02,quinella,6-9,2630,6
20260402-19-02,bracket_exacta,6-8,1160,4
20260402-19-02,exacta,6-9,2720,8
20260402-19-02,wide,6-9,520,7
20260402-19-02,wide,2-6,120,1
20260402-19-02,wide,2-9,830,11
20260402-19-02,trio,2-6-9,970,3
20260402-19-02,trifecta,6-9-2,5710,17
20260402-19-03,win,8,1250,7
20260402-19-03,place,8,710,9
20260402-19-03,place,7,240,5
20260402-19-03,place,11,400,8
20260402-19-03,bracket,6-6,4250,17
20260402-19-03,quinella,7-8,4110,19
20260402-19-03,bracket_exacta,6-6,3770,23
20260402-19-03,exacta,8-7,8120,41
20260402-19-03,wide,7-8,1510,27
20260402-19-03,wide,8-11,2740,35
20260402-19-03,wide,7-11,1090,18
20260402-19-03,trio,7-8-11,15830,68
20260402-19-03,trifecta,8-7-11,63170,298
20260402-19-04,win,10,6610,8
20260402-19-04,place,10,640,8
20260402-19-04,place,1,340,6
20260402-19-04,place,4,190,2
20260402-19-04,bracket,1-8,3590,12
20260402-19-04,quinella,1-10,33470,33
20260402-19-04,bracket_exacta,8-1,6720,24
20260402-19-04,exacta,10-1,83670,67
20260402-19-04,wide,1-10,4620,28
20260402-19-04,wide,4-10,1850,22
20260402-19-04,wide,1-4,900,11
20260402-19-04,trio,1-4-10,26470,49
20260402-19-04,trifecta,10-1-4,490870,427
20260402-19-05,win,2,1530,6
20260402-19-05,place,2,640,6
20260402-19-05,place,4,250,3
20260402-19-05,quinella,2-4,2620,13
20260402-19-05,exacta,2-4,5140,26
20260402-19-05,wide,2-4,610,11
20260402-19-05,wide,2-5,480,8
20260402-19-05,wide,4-5,270,3
20260402-19-05,trio,2-4-5,1180,6
20260402-19-05,trifecta,2-4-5,11680,53
20260402-19-06,win,5,620,4
20260402-19-06,place,5,190,3
20260402-19-06,place,11,260,5
20260402-19-06,place,4,290,6
20260402-19-06,bracket,5-8,2960,16
20260402-19-06,quinella,5-11,3000,13
20260402-19-06,bracket_exacta,5-8,6610,32
20260402-19-06,exacta,5-11,5050,25
20260402-19-06,wide,5-11,750,12
20260402-19-06,wide,4-5,960,13
20260402-19-06,wide,4-11,660,8
20260402-19-06,trio,4-5-11,5140,20
20260402-19-06,trifecta,5-11-4,29680,117
20260402-19-07,win,6,510,3
20260402-19-07,place,6,150,2
20260402-19-07,place,3,130,1
20260402-19-07,place,9,150,4
20260402-19-07,bracket,3-6,800,4
20260402-19-07,quinella,3-6,870,3
20260402-19-07,bracket_exacta,6-3,2240,12
