rank,rank_raw,waku,horse_no,horse_name,horse_id,affiliation,sex_age,weight_carried,jockey,trainer,body_weight,body_weight_diff,time,margin,last3f,popularity,win_odds,race_id
1.0,1,5,5,コマサンクリスタル,20162500578,ばんえい,牡4,590.0,☆臼杵龍,金田勇,1026.0,-3.0,2:06.1,,,1.0,1.3,20260802-03-01
2.0,2,1,1,ホリセンダイヤ,20192505279,ばんえい,牡3,600.0,金田利,岩本利,988.0,23.0,2:07.0,,,9.0,51.6,20260802-03-01
3.0,3,4,4,カイセイイオン,20182507779,ばんえい,牡3,600.0,鈴木恵,槻舘重,1006.0,9.0,2:09.5,,,3.0,11.9,20260802-03-01
4.0,4,6,6,アアモンドアノン,20142504279,ばんえい,牝3,580.0,阿部優,村上慎,992.0,22.0,2:12.6,,,6.0,15.1,20260802-03-01
5.0,5,8,9,シャインサクラ,20132505579,ばんえい,牝3,570.0,☆吉田理,長部幸,913.0,-6.0,2:13.2,,,2.0,10.1,20260802-03-01
6.0,6,3,3,フジベンケイ,20152503179,ばんえい,牡3,600.0,村上章,田上忠,863.0,-5.0,2:13.5,,,5.0,14.9,20260802-03-01
7.0,7,8,10,ヒメトラダイア,20142500079,ばんえい,牝3,580.0,西謙一,大友人,956.0,2.0,2:16.0,,,4.0,13.3,20260802-03-01
8.0,8,2,2,サカノテイオー,20152507279,ばんえい,牡3,600.0,松本秀,田上忠,930.0,5.0,2:25.3,,,8.0,40.4,20260802-03-01
9.0,9,7,7,ハゴロモソラリス,20151502979,ばんえい,牡3,600.0,大友一,大友人,968.0,-11.0,2:32.6,,,7.0,20.4,20260802-03-01
10.0,10,7,8,オオゾラダイヤ,20152502279,ばんえい,牡3,600.0,島津新,中島敏,972.0,-5.0,2:38.7,,,10.0,55.8,20260802-03-01
1.0,1,7,8,フクシゲ,21122504370,ばんえい,牡2,500.0,長澤幸,大河和,864.0,9.0,2:00.3,,,1.0,3.5,20260802-03-02
2.0,2,8,9,ニシキライデン,21132509770,ばんえい,牡2,500.0,赤塚健,大河和,850.0,6.0,2:01.2,,,9.0,18.6,20260802-03-02
3.0,3,8,10,ダイキチ,21152504870,ばんえい,牡2,500.0,渡来心,久田守,877.0,-7.0,2:16.5,,,7.0,11.5,20260802-03-02
4.0,4,3,3,キタデタイショウ,21161503970,ばんえい,牡2,500.0,菊池一,中島敏,821.0,1.0,2:17.5,,,5.0,9.2,20260802-03-02
5.0,5,6,6,フカガワハナビ,21182509470,ばんえい,牝2,480.0,金田利,金田勇,820.0,-4.0,2:18.2,,,4.0,5.9,20260802-03-02
6.0,6,4,4,オータムクイーン,21152509670,ばんえい,牝2,470.0,☆今井千,平田義,849.0,-1.0,2:18.5,,,3.0,5.9,20260802-03-02
7.0,7,1,1,ヤマノレガシー,21192503070,ばんえい,牝2,480.0,西将太,平田義,806.0,0.0,2:23.6,,,8.0,17.4,20260802-03-02
8.0,8,7,7,アサヒレディ,21142501270,ばんえい,牝2,470.0,☆竹ケ茉,大橋和,841.0,18.0,2:27.3,,,2.0,4.7,20260802-03-02
9.0,9,2,2,ヨシノフジ,21162508870,ばんえい,牡2,490.0,☆吉田理,久田守,818.0,-12.0,2:47.1,,,10.0,55.4,20260802-03-02
10.0,10,5,5,サンルックコンノ,21123501070,ばんえい,牡2,500.0,島津新,金田勇,876.0,-3.0,2:47.1,,,6.0,9.9,20260802-03-02
1.0,1,8,10,アアモンドドキドキ,21132507170,ばんえい,牝2,480.0,島津新,村上慎,814.0,16.0,1:54.5,,,3.0,4.5,20260802-03-03
