race_id,date,baba_code,baba_name,race_no,title,surface,distance,weather,going
20260802-03-01,2026-08-02,3,帯広ば,1,合同会社シゲオン五周年杯Ｃ２－７,ダート,200,晴,2.3
20260802-03-02,2026-08-02,3,帯広ば,2,中川倭北海道１０周年記念杯２歳Ｄ－２,ダート,200,晴,2.3
20260802-03-03,2026-08-02,3,帯広ば,3,祝ＢＯＮさん還暦＆３周年２歳Ｃ－４,ダート,200,晴,2.2
20260802-03-04,2026-08-02,3,帯広ば,4,陽子ママ帯広旅行記念２歳Ｂ－４,ダート,200,晴,2.2
20260802-03-05,2026-08-02,3,帯広ば,5,第二回まほ＆さき北海道記念Ｃ２－３,ダート,200,晴,2.2
20260802-03-06,2026-08-02,3,帯広ば,6,余語・山崎家また来ようね杯Ｃ１－９混合,ダート,200,晴,2.2
20260802-03-07,2026-08-02,3,帯広ば,7,ユルちゃんお誕生日記念２歳Ａ－２,ダート,200,晴,2.2
20260802-03-08,2026-08-02,3,帯広ば,8,桃ちゃんやっと帯広来れたねＢ４－４,ダート,200,晴,2.2
20260802-03-09,2026-08-02,3,帯広ば,9,第３回　上乗恋生誕記念Ｂ３－５,ダート,200,晴,2.1
20260802-03-10,2026-08-02,3,帯広ば,10,気付けば帯広来てた杯Ｂ３－１,ダート,200,晴,2.1
20260802-03-11,2026-08-02,3,帯広ば,11,葉月特別Ａ１－１混合,ダート,200,晴,2.1
20260802-03-12,2026-08-02,3,帯広ば,12,Ｂ１－３混合,ダート,200,晴,2.1
20260802-10-01,2026-08-02,10,盛岡,1,Ｃ２九組,ダート,1200,曇,不良
20260802-10-02,2026-08-02,10,盛岡,2,Ｃ２八組,ダート,1200,曇,不良
20260802-10-03,2026-08-02,10,盛岡,3,Ｃ２七組,ダート,1200,曇,不良
20260802-10-04,2026-08-02,10,盛岡,4,３歳Ｃ２三組,ダート,1400,曇,不良
20260802-10-05,2026-08-02,10,盛岡,5,３歳Ｃ２二組,ダート,1400,曇,不良
20260802-10-06,2026-08-02,10,盛岡,6,３歳Ｃ２一組,ダート,1400,曇,重
20260802-10-07,2026-08-02,10,盛岡,7,Ｃ１,ダート,1200,曇,重
20260802-10-08,2026-08-02,10,盛岡,8,Ｃ１,ダート,1200,曇,重
20260802-10-09,2026-08-02,10,盛岡,9,ＯＲＯターフ特別オープン,ダート,1600,曇,重
20260802-10-10,2026-08-02,10,盛岡,10,Ｃ１二組,ダート,1600,曇,重
20260802-10-11,2026-08-02,10,盛岡,11,Ｃ１一組,ダート,1600,曇,重
20260802-10-12,2026-08-02,10,盛岡,12,第２７回 フェアリーカップオープン牝馬,ダート,1800,曇,重
20260802-19-01,2026-08-02,19,船橋,1,Ｃ３五,ダート,1200,晴,良
20260802-19-02,2026-08-02,19,船橋,2,２歳二,ダート,1200,晴,良
20260802-19-03,2026-08-02,19,船橋,3,リバーサイドアイドル特別２歳一,ダート,1200,晴,良
20260802-19-04,2026-08-02,19,船橋,4,３歳二,ダート,1200,晴,良
20260802-19-05,2026-08-02,19,船橋,5,Ｃ１四 五 六イ,ダート,1200,晴,良
20260802-19-06,2026-08-02,19,船橋,6,３歳３３１Ｐ未満選抜馬,ダート,1500,晴,良
20260802-19-07,2026-08-02,19,船橋,7,アキレアスプリントＢ３選抜馬ア,ダート,1200,曇,良
20260802-19-08,2026-08-02,19,船橋,8,馬い！卵はサンサンエッグ津田沼店Ｃ１四 五 六ウ,ダート,1200,曇,良
20260802-19-09,2026-08-02,19,船橋,9,Ｃ３二組下選抜馬,ダート,1500,曇,良
20260802-19-10,2026-08-02,19,船橋,10,夏茜特別Ｃ２選抜馬,ダート,1800,曇,良
20260802-19-11,2026-08-02,19,船橋,11,盆踊り賞Ｂ３二,ダート,1600,曇,良
20260802-19-12,2026-08-02,19,船橋,12,Ｃ１四 五 六ア,ダート,1500,曇,良
20260802-31-01,2026-08-02,31,佐賀,1,アクイラ特別２歳－３,ダート,1300,晴,良
20260802-31-02,2026-08-02,31,佐賀,2,３歳－８,ダート,1300,晴,良
20260802-31-03,2026-08-02,31,佐賀,3,３歳－７,ダート,1300,晴,良
20260802-31-04,2026-08-02,31,佐賀,4,３歳－６,ダート,1300,晴,良
20260802-31-05,2026-08-02,31,佐賀,5,Ｃ３－９,ダート,1400,晴,良
20260802-31-06,2026-08-02,31,佐賀,6,Ｃ３－８,ダート,1400,晴,良
20260802-31-07,2026-08-02,31,佐賀,7,アカメ特別Ａ－３,ダート,1600,晴,良
20260802-31-08,2026-08-02,31,佐賀,8,第３０回 黒潮菊花賞［地方交流］３歳３歳,ダート,1900,晴,良
20260802-31-09,2026-08-02,31,佐賀,9,一本釣り特別Ａ－２,ダート,1600,晴,良
20260802-31-10,2026-08-02,31,佐賀,10,ペリドット特別Ａ－１選抜馬,ダート,1600,晴,良
20260802-31-11,2026-08-02,31,佐賀,11,ファイナルレース３歳－９記者選抜,ダート,1300,晴,良
