race_id,bet_type,combination,amount,popularity
20260802-03-07,trio,5-8-10,8630,31
20260802-03-07,trifecta,5-10-8,37710,134
20260802-03-08,win,7,780,4
20260802-03-08,place,7,330,5
20260802-03-08,place,2,170,3
20260802-03-08,place,9,350,6
20260802-03-08,bracket,2-7,940,3
20260802-03-08,quinella,2-7,2180,8
20260802-03-08,exacta,7-2,4590,20
20260802-03-08,wide,2-7,720,6
20260802-03-08,wide,7-9,1000,17
20260802-03-08,wide,2-9,830,11
20260802-03-08,trio,2-7-9,4530,15
20260802-03-08,trifecta,7-2-9,35220,151
20260802-03-09,win,9,2040,7
20260802-03-09,place,9,400,7
20260802-03-09,place,2,140,1
20260802-03-09,place,4,190,4
20260802-03-09,bracket,2-8,880,3
20260802-03-09,quinella,2-9,2360,10
20260802-03-09,exacta,9-2,5800,25
20260802-03-09,wide,2-9,730,11
20260802-03-09,wide,4-9,2050,27
20260802-03-09,wide,2-4,470,3
20260802-03-09,trio,2-4-9,5310,23
20260802-03-09,trifecta,9-2-4,41130,164
20260802-03-10,win,1,3030,8
20260802-03-10,place,1,530,7
20260802-03-10,place,10,220,3
20260802-03-10,place,2,300,5
20260802-03-10,bracket,1-8,6440,15
20260802-03-10,quinella,1-10,11430,22
20260802-03-10,exacta,1-10,23640,39
20260802-03-10,wide,1-10,2040,19
20260802-03-10,wide,1-2,3110,25
20260802-03-10,wide,2-10,960,8
20260802-03-10,trio,1-2-10,20640,44
20260802-03-10,trifecta,1-10-2,175070,248
20260802-03-11,win,3,230,1
20260802-03-11,place,3,130,1
20260802-03-11,place,9,310,6
20260802-03-11,place,5,850,10
20260802-03-11,bracket,3-8,620,3
20260802-03-11,quinella,3-9,1180,3
20260802-03-11,exacta,3-9,1400,4
20260802-03-11,wide,3-9,480,3
20260802-03-11,wide,3-5,1710,20
20260802-03-11,wide,5-9,2800,32
20260802-03-11,trio,3-5-9,17300,60
20260802-03-11,trifecta,3-9-5,39110,134
20260802-03-12,win,1,2910,7
20260802-03-12,place,1,610,7
20260802-03-12,place,4,190,2
20260802-03-12,place,6,1080,8
20260802-03-12,bracket,1-4,6290,19
20260802-03-12,quinella,1-4,8050,20
20260802-03-12,exacta,1-4,19300,47
20260802-03-12,wide,1-4,2880,21
20260802-03-12,wide,1-6,6540,34
20260802-03-12,wide,4-6,3710,27
20260802-03-12,trio,1-4-6,48110,69
20260802-03-12,trifecta,1-4-6,362030,417
20260802-10-01,win,2,110,1
20260802-10-01,place,2,100,1
20260802-10-01,place,9,100,2
20260802-10-01,place,7,180,5
20260802-10-01,bracket,2-8,100,1
20260802-10-01,quinella,2-9,110,1
20260802-10-01,exacta,2-9,120,1
20260802-10-01,wide,2-9,100,1
20260802-10-01,wide,2-7,340,6
20260802-10-01,wide,7-9,330,5
20260802-10-01,trio,2-7-9,320,1
20260802-10-01,trifecta,2-9-7,430,1
20260802-10-02,win,4,780,4
20260802-10-02,place,4,220,4
20260802-10-02,place,3,720,7
20260802-10-02,place,9,150,2
20260802-10-02,bracket,3-4,8420,12
20260802-10-02,quinella,3-4,10230,15
20260802-10-02,exacta,4-3,15110,26
20260802-10-02,wide,3-4,2390,19
20260802-10-02,wide,4-9,440,5
20260802-10-02,wide,3-9,1300,13
20260802-10-02,trio,3-4-9,5760,15
20260802-10-02,trifecta,4-3-9,85670,140
20260802-10-03,win,2,590,2
20260802-10-03,place,2,200,3
20260802-10-03,place,10,300,6
20260802-10-03,place,7,100,1
20260802-10-03,bracket,2-8,3160,11
20260802-10-03,quinella,2-10,8610,17
20260802-10-03,exacta,2-10,13310,26
20260802-10-03,wide,2-10,1670,20
20260802-10-03,wide,2-7,290,3
20260802-10-03,wide,7-10,510,5
20260802-10-03,trio,2-7-10,2870,12
20260802-10-03,trifecta,2-10-7,32440,92
20260802-10-04,win,4,210,1
20260802-10-04,place,4,100,1
20260802-10-04,place,3,110,2
20260802-10-04,place,7,150,4
20260802-10-04,bracket,3-4,280,1
20260802-10-04,quinella,3-4,270,1
20260802-10-04,exacta,4-3,680,3
20260802-10-04,wide,3-4,160,1
20260802-10-04,wide,4-7,250,3
20260802-10-04,wide,3-7,360,5
20260802-10-04,trio,3-4-7,770,2
20260802-10-04,trifecta,4-3-7,3160,8
20260802-10-05,win,8,1890,5
20260802-10-05,place,8,210,3
20260802-10-05,place,11,330,6
20260802-10-05,place,2,120,1
20260802-10-05,bracket,7-8,2570,10
20260802-10-05,quinella,8-11,5830,12
20260802-10-05,exacta,8-11,13320,25
20260802-10-05,wide,8-11,1080,10
20260802-10-05,wide,2-8,600,6
20260802-10-05,wide,2-11,580,5
20260802-10-05,trio,2-8-11,3100,8
20260802-10-05,trifecta,8-11-2,45990,107
20260802-10-06,win,7,190,1
20260802-10-06,place,7,140,1
20260802-10-06,place,12,310,5
20260802-10-06,place,5,370,6
20260802-10-06,bracket,6-8,1060,5
20260802-10-06,quinella,7-12,3230,8
20260802-10-06,exacta,7-12,3880,11
20260802-10-06,wide,7-12,930,8
20260802-10-06,wide,5-7,3670,25
20260802-10-06,wide,5-12,6620,40
20260802-10-06,trio,5-7-12,27980,46
20260802-10-06,trifecta,7-12-5,73060,147
20260802-10-07,win,8,200,1
20260802-10-07,place,8,120,1
20260802-10-07,place,2,290,5
20260802-10-07,place,5,320,6
20260802-10-07,bracket,2-7,1480,6
20260802-10-07,quinella,2-8,1430,5
20260802-10-07,exacta,8-2,1960,6
20260802-10-07,wide,2-8,620,7
20260802-10-07,wide,5-8,640,8
20260802-10-07,wide,2-5,2200,20
20260802-10-07,trio,2-5-8,3450,13
20260802-10-07,trifecta,8-2-5,12570,44
20260802-10-08,win,2,14240,10
20260802-10-08,place,2,1340,9
20260802-10-08,place,3,310,6
20260802-10-08,place,10,220,3
20260802-10-08,bracket,2-3,16190,23
20260802-10-08,quinella,2-3,25930,36
20260802-10-08,exacta,2-3,92420,79
20260802-10-08,wide,2-3,5390,33
20260802-10-08,wide,2-10,4860,32
20260802-10-08,wide,3-10,870,10
20260802-10-08,trio,2-3-10,42780,74
20260802-10-08,trifecta,2-3-10,495600,512
20260802-10-09,win,6,350,2
20260802-10-09,place,6,110,2
20260802-10-09,place,3,100,1
20260802-10-09,place,5,140,4
20260802-10-09,bracket,3-6,210,1
20260802-10-09,quinella,3-6,200,1
20260802-10-09,exacta,6-3,570,2
20260802-10-09,wide,3-6,130,1
20260802-10-09,wide,5-6,240,4
20260802-10-09,wide,3-5,240,3
20260802-10-09,trio,3-5-6,340,1
20260802-10-09,trifecta,6-3-5,1730,5
20260802-10-10,win,3,130,1
20260802-10-10,place,3,110,1
20260802-10-10,place,7,210,4
20260802-10-10,place,2,480,8
20260802-10-10,bracket,3-6,550,2
20260802-10-10,quinella,3-7,490,1
20260802-10-10,exacta,3-7,610,2
20260802-10-10,wide,3-7,330,2
20260802-10-10,wide,2-3,720,9
20260802-10-10,wide,2-7,1870,24
20260802-10-10,trio,2-3-7,4140,19
20260802-10-10,trifecta,3-7-2,9150,28
20260802-10-11,win,7,100,1
20260802-10-11,place,7,100,1
20260802-10-11,place,9,420,8
20260802-10-11,place,5,210,5
20260802-10-11,bracket,6-7,1010,5
20260802-10-11,quinella,7-9,900,5
20260802-10-11,exacta,7-9,920,4
20260802-10-11,wide,7-9,450,4
20260802-10-11,wide,5-7,480,5
20260802-10-11,wide,5-9,2200,21
20260802-10-11,trio,5-7-9,2790,9
20260802-10-11,trifecta,7-9-5,6920,21
20260802-10-12,win,1,1500,3
20260802-10-12,place,1,140,3
20260802-10-12,place,7,100,1
20260802-10-12,place,6,100,2
20260802-10-12,bracket,1-6,460,2
20260802-10-12,quinella,1-7,500,2
20260802-10-12,exacta,1-7,3690,8
20260802-10-12,wide,1-7,200,2
20260802-10-12,wide,1-6,380,6
20260802-10-12,wide,6-7,130,1
20260802-10-12,trio,1-6-7,530,1
20260802-10-12,trifecta,1-7-6,11140,36
20260802-19-01,win,3,1290,5
20260802-19-01,place,3,310,6
20260802-19-01,place,10,110,1
20260802-19-01,place,4,260,5
20260802-19-01,bracket,3-8,590,4
20260802-19-01,quinella,3-10,570,2
20260802-19-01,bracket_exacta,3-8,2460,11
20260802-19-01,exacta,3-10,2960,10
20260802-19-01,wide,3-10,340,5
20260802-19-01,wide,3-4,770,8
20260802-19-01,wide,4-10,320,4
20260802-19-01,trio,3-4-10,1210,5
20260802-19-01,trifecta,3-10-4,13730,48
20260802-19-02,win,7,500,3
20260802-19-02,place,7,180,3
20260802-19-02,place,8,120,1
20260802-19-02,place,5,400,8
20260802-19-02,bracket,7-8,1140,5
20260802-19-02,quinella,7-8,1190,5
20260802-19-02,bracket_exacta,7-8,2440,12
20260802-19-02,exacta,7-8,2040,6
20260802-19-02,wide,7-8,390,2
20260802-19-02,wide,5-7,1830,23
20260802-19-02,wide,5-8,1240,18
20260802-19-02,trio,5-7-8,9190,35
20260802-19-02,trifecta,7-8-5,30000,134
20260802-19-03,win,2,270,2
20260802-19-03,place,2,120,1
20260802-19-03,place,5,170,3
20260802-19-03,quinella,2-5,230,1
20260802-19-03,exacta,2-5,530,3
20260802-19-03,wide,2-5,100,1
20260802-19-03,wide,2-6,160,3
20260802-19-03,wide,5-6,130,2
20260802-19-03,trio,2-5-6,170,1
20260802-19-03,trifecta,2-5-6,800,2
20260802-19-04,win,2,320,2
20260802-19-04,place,2,110,2
20260802-19-04,place,4,110,1
20260802-19-04,quinella,2-4,280,1
20260802-19-04,exacta,2-4,940,4
20260802-19-04,wide,2-4,200,1
20260802-19-04,wide,1-2,900,14
20260802-19-04,wide,1-4,760,12
20260802-19-04,trio,1-2-4,1570,8
20260802-19-04,trifecta,2-4-1,8860,31
20260802-19-05,win,11,4900,8
20260802-19-05,place,11,920,9
20260802-19-05,place,3,140,1
20260802-19-05,place,1,870,8
20260802-19-05,bracket,3-8,230,1
20260802-19-05,quinella,3-11,4100,12
20260802-19-05,bracket_exacta,8-3,780,2
20260802-19-05,exacta,11-3,21040,50
20260802-19-05,wide,3-11,2010,20
20260802-19-05,wide,1-11,8910,43
20260802-19-05,wide,1-3,2090,22
20260802-19-05,trio,1-3-11,41680,77
20260802-19-05,trifecta,11-3-1,512630,541
20260802-19-06,win,8,210,1
20260802-19-06,place,8,110,1
20260802-19-06,place,5,340,7
20260802-19-06,place,7,120,2
20260802-19-06,bracket,5-7,1860,6
20260802-19-06,quinella,5-8,2250,10
20260802-19-06,bracket_exacta,7-5,2740,11
20260802-19-06,exacta,8-5,2780,10
20260802-19-06,wide,5-8,510,6
20260802-19-06,wide,7-8,220,1
20260802-19-06,wide,5-7,1120,17
20260802-19-06,trio,5-7-8,1870,4
20260802-19-06,trifecta,8-5-7,9730,25
20260802-19-07,win,8,760,4
20260802-19-07,place,8,170,4
20260802-19-07,place,5,140,3
20260802-19-07,place,1,120,1
20260802-19-07,bracket,5-8,950,4
20260802-19-07,quinella,5-8,1000,4
20260802-19-07,bracket_exacta,8-5,3150,13
20260802-19-07,exacta,8-5,2680,11
20260802-19-07,wide,5-8,380,4
20260802-19-07,wide,1-8,240,2
20260802-19-07,wide,1-5,320,3
20260802-19-07,trio,1-5-8,1090,2
20260802-19-07,trifecta,8-5-1,8870,29
20260802-19-08,win,6,1100,5
20260802-19-08,place,6,390,6
20260802-19-08,place,5,380,5
20260802-19-08,place,3,2330,9
20260802-19-08,bracket,5-6,4590,17
20260802-19-08,quinella,5-6,7170,24
20260802-19-08,bracket_exacta,6-5,20560,41
20260802-19-08,exacta,6-5,13220,47
20260802-19-08,wide,5-6,2370,26
20260802-19-08,wide,3-6,8980,33
20260802-19-08,wide,3-5,10420,34
20260802-19-08,trio,3-5-6,110710,81
20260802-19-08,trifecta,6-5-3,386570,408
20260802-19-09,win,3,450,2
20260802-19-09,place,3,170,2
20260802-19-09,place,5,1850,11
20260802-19-09,place,11,210,3
20260802-19-09,bracket,3-5,11750,27
20260802-19-09,quinella,3-5,12640,36
20260802-19-09,bracket_exacta,3-5,16800,44
20260802-19-09,exacta,3-5,30690,76
20260802-19-09,wide,3-5,4200,37
20260802-19-09,wide,3-11,570,5
20260802-19-09,wide,5-11,6020,45
20260802-19-09,trio,3-5-11,34090,94
20260802-19-09,trifecta,3-5-11,116880,350
20260802-19-10,win,9,1180,6
20260802-19-10,place,9,420,7
20260802-19-10,place,8,230,4
20260802-19-10,place,3,240,5
20260802-19-10,bracket,8-8,2560,11
20260802-19-10,quinella,8-9,3220,14
20260802-19-10,bracket_exacta,8-8,3250,21
20260802-19-10,exacta,9-8,5030,23
20260802-19-10,wide,8-9,1060,16
20260802-19-10,wide,3-9,1100,17
20260802-19-10,wide,3-8,790,11
20260802-19-10,trio,3-8-9,5480,22
20260802-19-10,trifecta,9-8-3,31030,120
20260802-19-11,win,9,240,1
20260802-19-11,place,9,120,1
20260802-19-11,place,3,160,3
20260802-19-11,place,7,210,5
20260802-19-11,bracket,3-8,320,1
20260802-19-11,quinella,3-9,470,1
20260802-19-11,bracket_exacta,8-3,780,2
20260802-19-11,exacta,9-3,870,1
20260802-19-11,wide,3-9,260,1
20260802-19-11,wide,7-9,380,4
20260802-19-11,wide,3-7,570,9
20260802-19-11,trio,3-7-9,1210,3
20260802-19-11,trifecta,9-3-7,5050,7
20260802-19-12,win,8,120,1
20260802-19-12,place,8,100,1
20260802-19-12,place,9,110,2
20260802-19-12,place,2,230,6
20260802-19-12,bracket,8-8,270,1
20260802-19-12,quinella,8-9,280,1
20260802-19-12,bracket_exacta,8-8,300,1
20260802-19-12,exacta,8-9,410,1
20260802-19-12,wide,8-9,170,1
20260802-19-12,wide,2-8,310,4
20260802-19-12,wide,2-9,630,8
20260802-19-12,trio,2-8-9,1000,3
20260802-19-12,trifecta,8-9-2,1760,1
20260802-31-01,win,2,5420,6
20260802-31-01,place,2,290,6
20260802-31-01,place,7,100,1
20260802-31-01,place,11,120,2
20260802-31-01,bracket,2-6,2260,5
20260802-31-01,quinella,2-7,2490,6
20260802-31-01,exacta,2-7,17700,21
20260802-31-01,wide,2-7,610,6
20260802-31-01,wide,2-11,1130,11
20260802-31-01,wide,7-11,150,2
20260802-31-01,trio,2-7-11,2170,6
20260802-31-01,trifecta,2-7-11,47680,74
20260802-31-02,win,11,310,2
20260802-31-02,place,11,150,2
20260802-31-02,place,7,160,3
20260802-31-02,place,9,240,4
20260802-31-02,bracket,6-8,580,3
20260802-31-02,quinella,7-11,1020,3
20260802-31-02,exacta,11-7,1850,5
20260802-31-02,wide,7-11,520,6
20260802-31-02,wide,9-11,540,7
20260802-31-02,wide,7-9,480,4
20260802-31-02,trio,7-9-11,1990,4
20260802-31-02,trifecta,11-7-9,8890,19
20260802-31-03,win,4,270,2
20260802-31-03,place,4,110,1
20260802-31-03,place,8,120,2
20260802-31-03,place,2,260,7
20260802-31-03,bracket,4-6,410,2
20260802-31-03,quinella,4-8,280,1
20260802-31-03,exacta,4-8,650,2
20260802-31-03,wide,4-8,220,2
20260802-31-03,wide,2-4,810,10
20260802-31-03,wide,2-8,420,7
20260802-31-03,trio,2-4-8,1940,7
20260802-31-03,trifecta,4-8-2,7270,24
20260802-31-04,win,12,130,1
20260802-31-04,place,12,100,1
20260802-31-04,place,3,130,2
20260802-31-04,place,10,220,5
20260802-31-04,bracket,3-8,270,2
20260802-31-04,quinella,3-12,200,1
20260802-31-04,exacta,12-3,280,1
20260802-31-04,wide,3-12,180,2
20260802-31-04,wide,10-12,280,4
20260802-31-04,wide,3-10,500,6
20260802-31-04,trio,3-10-12,810,3
20260802-31-04,trifecta,12-3-10,1340,3
20260802-31-05,win,2,110,1
20260802-31-05,place,2,100,1
20260802-31-05,place,6,100,2
20260802-31-05,place,7,180,4
20260802-31-05,bracket,2-6,110,1
20260802-31-05,quinella,2-6,140,1
20260802-31-05,exacta,2-6,160,1
20260802-31-05,wide,2-6,120,1
20260802-31-05,wide,2-7,220,3
20260802-31-05,wide,6-7,360,7
20260802-31-05,trio,2-6-7,360,2
20260802-31-05,trifecta,2-6-7,600,2
20260802-31-06,win,2,1350,7
20260802-31-06,place,2,310,7
20260802-31-06,place,4,140,1
20260802-31-06,place,10,170,3
20260802-31-06,bracket,2-4,2920,9
20260802-31-06,quinella,2-4,3010,12
20260802-31-06,exacta,2-4,5620,23
20260802-31-06,wide,2-4,650,9
20260802-31-06,wide,2-10,1500,19
20260802-31-06,wide,4-10,380,4
20260802-31-06,trio,2-4-10,4120,16
20260802-31-06,trifecta,2-4-10,32320,109
20260802-31-07,win,8,240,1
20260802-31-07,place,8,120,1
20260802-31-07,place,4,180,5
20260802-31-07,place,6,150,2
20260802-31-07,bracket,4-7,560,1
20260802-31-07,quinella,4-8,620,1
20260802-31-07,exacta,8-4,1070,1
20260802-31-07,wide,4-8,260,3
20260802-31-07,wide,6-8,250,2
20260802-31-07,wide,4-6,370,5
20260802-31-07,trio,4-6-8,940,1
20260802-31-07,trifecta,8-4-6,4090,1
20260802-31-08,win,1,110,1
20260802-31-08,place,1,100,1
20260802-31-08,place,7,170,4
20260802-31-08,place,11,330,6
20260802-31-08,bracket,1-6,470,2
20260802-31-08,quinella,1-7,370,2
20260802-31-08,exacta,1-7,440,2
20260802-31-08,wide,1-7,220,2
20260802-31-08,wide,1-11,510,6
20260802-31-08,wide,7-11,1300,12
20260802-31-08,trio,1-7-11,2840,9
20260802-31-08,trifecta,1-7-11,4430,13
20260802-31-09,win,7,990,4
20260802-31-09,place,7,160,4
20260802-31-09,place,5,100,1
20260802-31-09,place,4,100,2
20260802-31-09,quinella,5-7,1210,4
20260802-31-09,exacta,7-5,3940,9
20260802-31-09,wide,5-7,270,4
20260802-31-09,wide,4-7,320,5
20260802-31-09,wide,4-5,120,1
20260802-31-09,trio,4-5-7,350,2
20260802-31-09,trifecta,7-5-4,6890,23
20260802-31-10,win,8,100,1
20260802-31-10,place,8,100,1
20260802-31-10,place,2,120,2
20260802-31-10,place,7,200,4
20260802-31-10,quinella,2-8,160,1
20260802-31-10,exacta,8-2,170,1
20260802-31-10,wide,2-8,110,1
20260802-31-10,wide,7-8,300,4
20260802-31-10,wide,2-7,610,11
20260802-31-10,trio,2-7-8,710,3
20260802-31-10,trifecta,8-2-7,1380,5
20260802-31-11,win,2,400,2
20260802-31-11,place,2,250,4
20260802-31-11,place,8,140,1
20260802-31-11,place,10,230,3
20260802-31-11,bracket,2-6,590,2
20260802-31-11,quinella,2-8,770,1
20260802-31-11,exacta,2-8,1780,4
20260802-31-11,wide,2-8,410,3
20260802-31-11,wide,2-10,700,6
20260802-31-11,wide,8-10,360,2
20260802-31-11,trio,2-8-10,1760,1
20260802-31-11,trifecta,2-8-10,8240,5
