race_id,bet_type,combination,amount,popularity
20260405-11-01,win,5,110,1
20260405-11-01,place,5,100,1
20260405-11-01,place,7,140,2
20260405-11-01,place,6,480,8
20260405-11-01,bracket,5-7,280,1
20260405-11-01,quinella,5-7,280,1
20260405-11-01,exacta,5-7,300,1
20260405-11-01,wide,5-7,160,1
20260405-11-01,wide,5-6,600,9
20260405-11-01,wide,6-7,1390,17
20260405-11-01,trio,5-6-7,1810,7
20260405-11-01,trifecta,5-7-6,3120,8
20260405-11-02,win,8,520,3
20260405-11-02,place,8,190,3
20260405-11-02,place,1,160,2
20260405-11-02,place,5,210,4
20260405-11-02,bracket,1-7,780,3
20260405-11-02,quinella,1-8,1180,6
20260405-11-02,exacta,8-1,3000,12
20260405-11-02,wide,1-8,470,6
20260405-11-02,wide,5-8,800,11
20260405-11-02,wide,1-5,350,5
20260405-11-02,trio,1-5-8,3240,12
20260405-11-02,trifecta,8-1-5,15740,55
20260405-11-03,win,9,130,1
20260405-11-03,place,9,100,1
20260405-11-03,place,6,120,2
20260405-11-03,place,1,1030,10
20260405-11-03,bracket,6-8,300,1
20260405-11-03,quinella,6-9,320,1
20260405-11-03,exacta,9-6,330,1
20260405-11-03,wide,6-9,160,1
20260405-11-03,wide,1-9,1740,22
20260405-11-03,wide,1-6,1620,19
20260405-11-03,trio,1-6-9,5270,20
20260405-11-03,trifecta,9-6-1,9060,31
20260405-11-04,win,2,380,2
20260405-11-04,place,2,140,2
20260405-11-04,place,1,810,9
20260405-11-04,place,7,590,7
20260405-11-04,bracket,1-2,7990,18
20260405-11-04,quinella,1-2,8890,19
20260405-11-04,exacta,2-1,9580,21
20260405-11-04,wide,1-2,1380,15
20260405-11-04,wide,2-7,1360,14
20260405-11-04,wide,1-7,9360,45
20260405-11-04,trio,1-2-7,53610,73
20260405-11-04,trifecta,2-1-7,248320,287
20260405-11-05,win,6,500,2
20260405-11-05,place,6,190,4
20260405-11-05,place,4,100,1
20260405-11-05,place,1,180,3
20260405-11-05,bracket,4-6,970,5
20260405-11-05,quinella,4-6,690,3
20260405-11-05,exacta,6-4,2010,7
20260405-11-05,wide,4-6,470,5
20260405-11-05,wide,1-6,540,7
20260405-11-05,wide,1-4,590,8
20260405-11-05,trio,1-4-6,1660,4
20260405-11-05,trifecta,6-4-1,7690,20
20260405-11-06,win,2,830,3
20260405-11-06,place,2,250,4
20260405-11-06,place,4,150,2
20260405-11-06,place,1,270,5
20260405-11-06,bracket,2-4,2300,9
20260405-11-06,quinella,2-4,2000,8
20260405-11-06,exacta,2-4,3340,13
20260405-11-06,wide,2-4,420,5
20260405-11-06,wide,1-2,610,9
20260405-11-06,wide,1-4,690,13
20260405-11-06,trio,1-2-4,3220,15
20260405-11-06,trifecta,2-4-1,14940,58
20260405-11-07,win,4,1360,6
20260405-11-07,place,4,300,6
20260405-11-07,place,8,150,2
20260405-11-07,place,3,260,5
20260405-11-07,bracket,4-7,830,2
20260405-11-07,quinella,4-8,1650,6
20260405-11-07,exacta,4-8,3300,12
20260405-11-07,wide,4-8,350,2
20260405-11-07,wide,3-4,950,13
20260405-11-07,wide,3-8,560,8
20260405-11-07,trio,3-4-8,4410,19
20260405-11-07,trifecta,4-8-3,28750,101
20260405-11-08,win,4,5330,8
20260405-11-08,place,4,320,6
20260405-11-08,place,11,230,4
20260405-11-08,place,1,100,1
20260405-11-08,bracket,4-8,23970,25
20260405-11-08,quinella,4-11,26470,28
20260405-11-08,exacta,4-11,66230,47
20260405-11-08,wide,4-11,1450,15
20260405-11-08,wide,1-4,370,4
20260405-11-08,wide,1-11,260,2
20260405-11-08,trio,1-4-11,1900,4
20260405-11-08,trifecta,4-11-1,136200,186
20260405-11-09,win,4,730,5
20260405-11-09,place,4,240,5
20260405-11-09,place,10,1080,11
20260405-11-09,place,8,160,2
20260405-11-09,bracket,4-7,1640,8
20260405-11-09,quinella,4-10,9580,27
20260405-11-09,exacta,4-10,16680,49
20260405-11-09,wide,4-10,2910,29
20260405-11-09,wide,4-8,540,6
20260405-11-09,wide,8-10,1350,16
20260405-11-09,trio,4-8-10,8290,29
20260405-11-09,trifecta,4-10-8,61260,208
20260405-11-10,win,11,760,3
20260405-11-10,place,11,150,2
20260405-11-10,place,1,180,3
20260405-11-10,place,5,340,6
20260405-11-10,bracket,1-8,520,2
20260405-11-10,quinella,1-11,1540,6
20260405-11-10,exacta,11-1,3980,12
20260405-11-10,wide,1-11,710,7
20260405-11-10,wide,5-11,830,9
20260405-11-10,wide,1-5,750,8
20260405-11-10,trio,1-5-11,5780,20
20260405-11-10,trifecta,11-1-5,28130,95
20260405-11-11,win,6,110,1
20260405-11-11,place,6,100,1
20260405-11-11,place,1,120,3
20260405-11-11,place,9,110,2
20260405-11-11,bracket,1-6,200,1
20260405-11-11,quinella,1-6,280,2
20260405-11-11,exacta,6-1,330,2
20260405-11-11,wide,1-6,140,2
20260405-11-11,wide,6-9,130,1
20260405-11-11,wide,1-9,190,3
20260405-11-11,trio,1-6-9,260,1
20260405-11-11,trifecta,6-1-9,620,1
20260405-31-01,win,4,140,1
20260405-31-01,place,4,150,2
20260405-31-01,place,6,460,4
20260405-31-01,place,8,190,3
20260405-31-01,bracket,4-6,620,3
20260405-31-01,quinella,4-6,1130,5
20260405-31-01,exacta,4-6,1310,5
20260405-31-01,wide,4-6,370,5
20260405-31-01,wide,4-8,150,1
20260405-31-01,wide,6-8,560,7
20260405-31-01,trio,4-6-8,870,3
20260405-31-01,trifecta,4-6-8,4150,12
20260405-31-02,win,12,100,1
20260405-31-02,place,12,100,1
20260405-31-02,place,9,330,4
20260405-31-02,place,10,500,7
20260405-31-02,bracket,7-8,520,3
20260405-31-02,quinella,9-12,620,3
20260405-31-02,exacta,12-9,740,3
20260405-31-02,wide,9-12,340,3
20260405-31-02,wide,10-12,670,8
20260405-31-02,wide,9-10,4910,29
20260405-31-02,trio,9-10-12,4890,16
20260405-31-02,trifecta,12-9-10,9400,30
20260405-31-03,win,2,780,3
20260405-31-03,place,2,140,4
20260405-31-03,place,9,100,1
20260405-31-03,place,5,120,2
20260405-31-03,bracket,2-8,290,1
20260405-31-03,quinella,2-9,320,2
20260405-31-03,exacta,2-9,1920,6
20260405-31-03,wide,2-9,170,3
20260405-31-03,wide,2-5,370,6
20260405-31-03,wide,5-9,160,1
20260405-31-03,trio,2-5-9,660,3
20260405-31-03,trifecta,2-9-5,5780,19
20260405-31-04,win,7,530,3
20260405-31-04,place,7,110,3
20260405-31-04,place,1,100,1
20260405-31-04,place,6,110,2
20260405-31-04,bracket,1-6,270,1
20260405-31-04,quinella,1-7,710,3
20260405-31-04,exacta,7-1,1780,6
20260405-31-04,wide,1-7,290,3
20260405-31-04,wide,6-7,190,2
20260405-31-04,wide,1-6,120,1
20260405-31-04,trio,1-6-7,460,1
20260405-31-04,trifecta,7-1-6,3560,10
20260405-31-05,win,4,110,1
20260405-31-05,place,4,100,1
20260405-31-05,place,8,420,7
20260405-31-05,place,10,150,3
20260405-31-05,bracket,4-7,870,4
20260405-31-05,quinella,4-8,1410,5
20260405-31-05,exacta,4-8,1660,5
20260405-31-05,wide,4-8,490,6
20260405-31-05,wide,4-10,200,2
20260405-31-05,wide,8-10,1350,13
20260405-31-05,trio,4-8-10,1970,8
20260405-31-05,trifecta,4-8-10,5630,18
20260405-31-06,win,1,1570,5
20260405-31-06,place,1,280,3
20260405-31-06,place,5,270,2
20260405-31-06,place,7,290,4
20260405-31-06,bracket,1-5,2430,7
20260405-31-06,quinella,1-5,4010,10
20260405-31-06,exacta,1-5,10600,22
20260405-31-06,wide,1-5,1040,10
20260405-31-06,wide,1-7,1180,13
20260405-31-06,wide,5-7,690,7
20260405-31-06,trio,1-5-7,8760,21
20260405-31-06,trifecta,1-5-7,63870,123
20260405-31-07,win,9,2180,6
20260405-31-07,place,9,350,6
20260405-31-07,place,2,160,2
20260405-31-07,place,11,140,1
20260405-31-07,bracket,2-7,3160,9
20260405-31-07,quinella,2-9,4370,13
20260405-31-07,exacta,9-2,14740,31
20260405-31-07,wide,2-9,1020,13
20260405-31-07,wide,9-11,530,6
20260405-31-07,wide,2-11,220,1
20260405-31-07,trio,2-9-11,1800,6
20260405-31-07,trifecta,9-2-11,39800,106
20260405-31-08,win,3,1050,5
20260405-31-08,place,3,220,5
20260405-31-08,place,9,180,3
20260405-31-08,place,8,170,2
20260405-31-08,bracket,3-8,910,5
20260405-31-08,quinella,3-9,1130,6
20260405-31-08,exacta,3-9,3770,13
20260405-31-08,wide,3-9,470,6
20260405-31-08,wide,3-8,550,8
20260405-31-08,wide,8-9,380,5
20260405-31-08,trio,3-8-9,2140,7
20260405-31-08,trifecta,3-9-8,13790,52
20260405-31-09,win,8,4520,6
20260405-31-09,place,8,420,7
20260405-31-09,place,4,100,1
20260405-31-09,place,2,210,4
20260405-31-09,quinella,4-8,1550,5
20260405-31-09,exacta,8-4,9280,17
20260405-31-09,wide,4-8,660,7
20260405-31-09,wide,2-8,3040,20
20260405-31-09,wide,2-4,310,3
20260405-31-09,trio,2-4-8,3960,10
20260405-31-09,trifecta,8-4-2,82660,100
20260405-31-10,win,6,340,1
20260405-31-10,place,6,150,2
20260405-31-10,place,7,140,1
20260405-31-10,place,1,270,7
20260405-31-10,quinella,6-7,560,1
20260405-31-10,exacta,6-7,1310,1
20260405-31-10,wide,6-7,230,1
20260405-31-10,wide,1-6,770,14
20260405-31-10,wide,1-7,1000,18
20260405-31-10,trio,1-6-7,2700,15
20260405-31-10,trifecta,6-7-1,11050,44
20260405-31-11,win,8,790,4
20260405-31-11,place,8,160,4
20260405-31-11,place,6,130,2
20260405-31-11,place,1,120,1
20260405-31-11,quinella,6-8,620,4
20260405-31-11,exacta,8-6,2390,10
20260405-31-11,wide,6-8,250,4
20260405-31-11,wide,1-8,390,6
20260405-31-11,wide,1-6,230,2
20260405-31-11,trio,1-6-8,870,3
20260405-31-11,trifecta,8-6-1,7390,30
20260405-31-12,win,2,980,4
20260405-31-12,place,2,270,3
20260405-31-12,place,10,300,6
20260405-31-12,place,5,270,4
20260405-31-12,bracket,2-8,2820,13
20260405-31-12,quinella,2-10,3420,13
20260405-31-12,exacta,2-10,7370,28
20260405-31-12,wide,2-10,1150,15
20260405-31-12,wide,2-5,900,12
20260405-31-12,wide,5-10,1100,14
20260405-31-12,trio,2-5-10,8230,32
20260405-31-12,trifecta,2-10-5,52870,173
20260405-32-01,win,1,330,2
20260405-32-01,place,1,120,1
20260405-32-01,place,10,160,3
20260405-32-01,place,8,320,6
20260405-32-01,bracket,1-8,370,2
20260405-32-01,quinella,1-10,600,3
20260405-32-01,exacta,1-10,1240,4
20260405-32-01,wide,1-10,250,2
20260405-32-01,wide,1-8,1280,14
20260405-32-01,wide,8-10,1840,19
20260405-32-01,trio,1-8-10,4510,15
20260405-32-01,trifecta,1-10-8,13490,40
20260405-32-02,win,4,120,1
20260405-32-02,place,4,100,1
20260405-32-02,place,10,220,5
20260405-32-02,place,1,200,4
20260405-32-02,bracket,4-8,350,2
20260405-32-02,quinella,4-10,650,2
20260405-32-02,exacta,4-10,600,2
20260405-32-02,wide,4-10,210,2
20260405-32-02,wide,1-4,240,3
20260405-32-02,wide,1-10,950,11
20260405-32-02,trio,1-4-10,1350,5
20260405-32-02,trifecta,4-10-1,3300,10
20260405-32-03,win,8,200,1
20260405-32-03,place,8,120,1
20260405-32-03,place,1,180,4
20260405-32-03,place,7,150,3
20260405-32-03,bracket,1-7,890,4
20260405-32-03,quinella,1-8,970,4
20260405-32-03,exacta,8-1,1770,7
20260405-32-03,wide,1-8,380,5
20260405-32-03,wide,7-8,350,3
20260405-32-03,wide,1-7,360,4
20260405-32-03,trio,1-7-8,1010,4
