race_id,bet_type,combination,amount,popularity
20260701-24-02,place,12,1760,10
20260701-24-02,place,10,140,1
20260701-24-02,place,5,380,6
20260701-24-02,bracket,7-8,390,1
20260701-24-02,quinella,10-12,9980,23
20260701-24-02,exacta,12-10,29070,58
20260701-24-02,wide,10-12,3520,31
20260701-24-02,wide,5-12,13490,49
20260701-24-02,wide,5-10,650,8
20260701-24-02,trio,5-10-12,27840,69
20260701-24-02,trifecta,12-10-5,393310,546
20260701-24-03,win,2,430,2
20260701-24-03,place,2,150,3
20260701-24-03,place,10,160,4
20260701-24-03,place,4,110,1
20260701-24-03,bracket,2-7,2150,8
20260701-24-03,quinella,2-10,2510,8
20260701-24-03,exacta,2-10,4540,14
20260701-24-03,wide,2-10,630,9
20260701-24-03,wide,2-4,220,2
20260701-24-03,wide,4-10,300,3
20260701-24-03,trio,2-4-10,1180,3
20260701-24-03,trifecta,2-10-4,12300,36
20260701-24-04,win,9,350,1
20260701-24-04,place,9,180,2
20260701-24-04,place,2,260,6
20260701-24-04,place,7,190,4
20260701-24-04,bracket,2-7,840,5
20260701-24-04,quinella,2-9,1770,7
20260701-24-04,exacta,9-2,3090,8
20260701-24-04,wide,2-9,540,6
20260701-24-04,wide,7-9,370,2
20260701-24-04,wide,2-7,610,7
20260701-24-04,trio,2-7-9,1830,1
20260701-24-04,trifecta,9-2-7,10120,11
20260701-24-05,win,9,1580,8
20260701-24-05,place,9,390,9
20260701-24-05,place,10,200,2
20260701-24-05,place,1,270,6
20260701-24-05,bracket,7-7,2610,13
20260701-24-05,quinella,9-10,1900,7
20260701-24-05,exacta,9-10,5900,25
20260701-24-05,wide,9-10,760,8
20260701-24-05,wide,1-9,1820,25
20260701-24-05,wide,1-10,900,13
20260701-24-05,trio,1-9-10,5900,27
20260701-24-05,trifecta,9-10-1,46200,196
20260701-24-06,win,12,130,1
20260701-24-06,place,12,100,1
20260701-24-06,place,7,120,3
20260701-24-06,place,2,110,2
20260701-24-06,bracket,6-8,310,1
20260701-24-06,quinella,7-12,320,1
20260701-24-06,exacta,12-7,510,2
20260701-24-06,wide,7-12,210,2
20260701-24-06,wide,2-12,220,3
20260701-24-06,wide,2-7,380,4
20260701-24-06,trio,2-7-12,570,1
20260701-24-06,trifecta,12-7-2,1560,1
20260701-24-07,win,7,210,1
20260701-24-07,place,7,110,1
20260701-24-07,place,12,130,2
20260701-24-07,place,5,160,3
20260701-24-07,bracket,6-8,370,1
20260701-24-07,quinella,7-12,240,1
20260701-24-07,exacta,7-12,420,1
20260701-24-07,wide,7-12,150,1
20260701-24-07,wide,5-7,190,2
20260701-24-07,wide,5-12,350,3
20260701-24-07,trio,5-7-12,610,1
20260701-24-07,trifecta,7-12-5,2010,1
20260701-24-08,win,5,750,4
20260701-24-08,place,5,210,4
20260701-24-08,place,4,160,3
20260701-24-08,place,12,410,6
20260701-24-08,bracket,4-5,820,3
20260701-24-08,quinella,4-5,810,3
20260701-24-08,exacta,5-4,2430,11
20260701-24-08,wide,4-5,480,5
20260701-24-08,wide,5-12,1670,16
20260701-24-08,wide,4-12,880,11
20260701-24-08,trio,4-5-12,3960,13
20260701-24-08,trifecta,5-4-12,17780,59
20260701-24-09,win,3,420,3
20260701-24-09,place,3,140,3
20260701-24-09,place,10,340,7
20260701-24-09,place,4,120,1
20260701-24-09,bracket,3-7,2350,12
20260701-24-09,quinella,3-10,3220,12
20260701-24-09,exacta,3-10,4770,19
20260701-24-09,wide,3-10,900,14
20260701-24-09,wide,3-4,260,3
20260701-24-09,wide,4-10,700,9
20260701-24-09,trio,3-4-10,2290,8
20260701-24-09,trifecta,3-10-4,15690,54
20260701-24-10,win,12,420,3
20260701-24-10,place,12,150,2
20260701-24-10,place,9,120,1
20260701-24-10,place,11,920,10
20260701-24-10,bracket,7-8,340,1
20260701-24-10,quinella,9-12,390,1
20260701-24-10,exacta,12-9,1250,3
20260701-24-10,wide,9-12,230,1
20260701-24-10,wide,11-12,1890,22
20260701-24-10,wide,9-11,2060,23
20260701-24-10,trio,9-11-12,6210,19
20260701-24-10,trifecta,12-9-11,21300,67
20260701-24-11,win,8,340,2
20260701-24-11,place,8,170,2
20260701-24-11,place,12,400,5
20260701-24-11,place,9,2270,10
20260701-24-11,bracket,6-8,3460,7
20260701-24-11,quinella,8-12,2650,6
20260701-24-11,exacta,8-12,3840,8
20260701-24-11,wide,8-12,650,7
20260701-24-11,wide,8-9,2610,20
20260701-24-11,wide,9-12,6510,34
20260701-24-11,trio,8-9-12,26600,45
20260701-24-11,trifecta,8-12-9,65640,119
20260701-24-12,win,3,850,3
20260701-24-12,place,3,320,4
20260701-24-12,place,12,450,7
20260701-24-12,place,5,660,9
20260701-24-12,bracket,3-8,2310,9
20260701-24-12,quinella,3-12,4240,15
20260701-24-12,exacta,3-12,8110,29
20260701-24-12,wide,3-12,1520,18
20260701-24-12,wide,3-5,2570,34
20260701-24-12,wide,5-12,3500,43
20260701-24-12,trio,3-5-12,24030,91
20260701-24-12,trifecta,3-12-5,121700,386
20260701-27-01,win,8,100,1
20260701-27-01,place,8,100,1
20260701-27-01,place,11,160,3
20260701-27-01,place,3,170,4
20260701-27-01,bracket,6-8,450,2
20260701-27-01,quinella,8-11,360,2
20260701-27-01,exacta,8-11,320,2
20260701-27-01,wide,8-11,160,2
20260701-27-01,wide,3-8,240,3
20260701-27-01,wide,3-11,680,9
20260701-27-01,trio,3-8-11,750,3
20260701-27-01,trifecta,8-11-3,1330,4
20260701-27-02,win,7,130,1
20260701-27-02,place,7,100,1
20260701-27-02,place,4,120,2
20260701-27-02,quinella,4-7,150,1
20260701-27-02,exacta,7-4,240,1
20260701-27-02,wide,4-7,110,1
20260701-27-02,wide,2-7,200,3
20260701-27-02,wide,2-4,260,5
20260701-27-02,trio,2-4-7,360,2
20260701-27-02,trifecta,7-4-2,700,2
20260701-27-03,win,4,240,2
20260701-27-03,place,4,100,2
20260701-27-03,place,1,100,1
20260701-27-03,quinella,1-4,120,1
20260701-27-03,exacta,4-1,250,2
20260701-27-03,wide,1-4,100,1
20260701-27-03,wide,4-5,140,3
20260701-27-03,wide,1-5,150,4
20260701-27-03,trio,1-4-5,160,1
20260701-27-03,trifecta,4-1-5,530,2
20260701-27-04,win,6,120,1
20260701-27-04,place,6,110,1
20260701-27-04,place,11,390,7
20260701-27-04,place,2,250,6
20260701-27-04,bracket,5-8,300,1
20260701-27-04,quinella,6-11,890,5
20260701-27-04,exacta,6-11,1030,6
20260701-27-04,wide,6-11,420,6
20260701-27-04,wide,2-6,270,2
20260701-27-04,wide,2-11,2120,23
20260701-27-04,trio,2-6-11,2820,14
20260701-27-04,trifecta,6-11-2,6320,28
20260701-27-05,win,12,2400,7
20260701-27-05,place,12,470,7
20260701-27-05,place,4,120,1
20260701-27-05,place,9,150,2
20260701-27-05,bracket,4-8,500,2
20260701-27-05,quinella,4-12,2260,8
20260701-27-05,exacta,12-4,7250,22
20260701-27-05,wide,4-12,740,8
20260701-27-05,wide,9-12,1200,15
20260701-27-05,wide,4-9,250,2
20260701-27-05,trio,4-9-12,2670,8
20260701-27-05,trifecta,12-4-9,30650,101
20260701-27-06,win,8,160,1
20260701-27-06,place,8,110,1
20260701-27-06,place,11,200,4
20260701-27-06,place,5,480,8
20260701-27-06,bracket,6-8,590,3
20260701-27-06,quinella,8-11,640,3
20260701-27-06,exacta,8-11,800,3
20260701-27-06,wide,8-11,360,4
20260701-27-06,wide,5-8,1050,12
20260701-27-06,wide,5-11,2030,21
20260701-27-06,trio,5-8-11,5140,19
20260701-27-06,trifecta,8-11-5,10980,36
20260701-27-07,win,3,140,1
20260701-27-07,place,3,100,1
20260701-27-07,place,7,100,2
20260701-27-07,quinella,3-7,110,1
20260701-27-07,exacta,3-7,170,1
20260701-27-07,wide,3-7,100,1
20260701-27-07,wide,3-5,420,7
20260701-27-07,wide,5-7,430,8
20260701-27-07,trio,3-5-7,870,3
20260701-27-07,trifecta,3-7-5,1680,7
20260701-27-08,win,6,480,2
20260701-27-08,place,6,190,3
20260701-27-08,place,10,360,6
20260701-27-08,place,3,170,2
20260701-27-08,bracket,6-8,1670,6
20260701-27-08,quinella,6-10,2880,9
20260701-27-08,exacta,6-10,5050,12
20260701-27-08,wide,6-10,980,10
20260701-27-08,wide,3-6,420,4
20260701-27-08,wide,3-10,1070,12
20260701-27-08,trio,3-6-10,2410,11
20260701-27-08,trifecta,6-10-3,14580,42
20260701-27-09,win,10,430,2
20260701-27-09,place,10,170,4
20260701-27-09,place,7,110,1
20260701-27-09,place,6,140,3
20260701-27-09,bracket,7-8,410,2
20260701-27-09,quinella,7-10,510,3
20260701-27-09,exacta,10-7,1310,5
20260701-27-09,wide,7-10,180,3
20260701-27-09,wide,6-10,380,7
20260701-27-09,wide,6-7,170,2
20260701-27-09,trio,6-7-10,630,3
20260701-27-09,trifecta,10-7-6,4940,17
20260701-27-10,win,5,2850,6
20260701-27-10,place,5,190,4
20260701-27-10,place,7,100,1
20260701-27-10,place,6,340,7
20260701-27-10,bracket,5-7,780,4
20260701-27-10,quinella,5-7,710,4
20260701-27-10,exacta,5-7,3430,11
20260701-27-10,wide,5-7,270,4
20260701-27-10,wide,5-6,2570,21
20260701-27-10,wide,6-7,520,6
20260701-27-10,trio,5-6-7,3120,13
20260701-27-10,trifecta,5-7-6,54850,99
20260701-27-11,win,6,780,3
20260701-27-11,place,6,130,4
20260701-27-11,place,8,100,2
20260701-27-11,place,3,100,1
20260701-27-11,quinella,6-8,810,2
20260701-27-11,exacta,6-8,2270,8
20260701-27-11,wide,6-8,180,2
20260701-27-11,wide,3-6,270,6
20260701-27-11,wide,3-8,120,1
20260701-27-11,trio,3-6-8,380,1
20260701-27-11,trifecta,6-8-3,5270,17
20260701-27-12,win,11,280,1
20260701-27-12,place,11,120,1
20260701-27-12,place,10,180,4
20260701-27-12,place,8,170,3
20260701-27-12,bracket,7-8,770,4
20260701-27-12,quinella,10-11,860,5
20260701-27-12,exacta,11-10,1410,5
20260701-27-12,wide,10-11,310,5
20260701-27-12,wide,8-11,300,4
20260701-27-12,wide,8-10,500,6
20260701-27-12,trio,8-10-11,950,3
20260701-27-12,trifecta,11-10-8,4370,12
20260701-36-01,win,5,210,2
20260701-36-01,place,5,130,2
20260701-36-01,place,11,230,3
20260701-36-01,place,1,390,6
20260701-36-01,bracket,5-8,1560,5
20260701-36-01,quinella,5-11,1750,6
20260701-36-01,exacta,5-11,2170,9
20260701-36-01,wide,5-11,470,6
20260701-36-01,wide,1-5,880,9
20260701-36-01,wide,1-11,1240,12
20260701-36-01,trio,1-5-11,5300,16
20260701-36-01,trifecta,5-11-1,12400,42
20260701-36-02,win,4,340,3
20260701-36-02,place,4,120,2
20260701-36-02,place,5,120,1
20260701-36-02,place,6,120,3
20260701-36-02,quinella,4-5,280,1
20260701-36-02,exacta,4-5,510,1
20260701-36-02,wide,4-5,130,1
20260701-36-02,wide,4-6,230,5
20260701-36-02,wide,5-6,130,2
20260701-36-02,trio,4-5-6,330,2
20260701-36-02,trifecta,4-5-6,1260,2
20260701-36-03,win,11,150,1
20260701-36-03,place,11,120,1
20260701-36-03,place,9,170,3
20260701-36-03,place,6,930,8
20260701-36-03,bracket,7-8,300,1
20260701-36-03,quinella,9-11,870,4
20260701-36-03,exacta,11-9,1050,4
20260701-36-03,wide,9-11,290,3
20260701-36-03,wide,6-11,1280,14
20260701-36-03,wide,6-9,7170,31
20260701-36-03,trio,6-9-11,22350,38
20260701-36-03,trifecta,11-9-6,57750,138
20260701-36-04,win,4,290,2
20260701-36-04,place,4,110,2
20260701-36-04,place,9,100,1
20260701-36-04,place,2,250,5
20260701-36-04,bracket,4-8,250,1
20260701-36-04,quinella,4-9,240,1
20260701-36-04,exacta,4-9,580,2
20260701-36-04,wide,4-9,130,1
20260701-36-04,wide,2-4,560,6
20260701-36-04,wide,2-9,830,11
20260701-36-04,trio,2-4-9,1300,3
20260701-36-04,trifecta,4-9-2,3310,7
20260701-36-05,win,6,130,1
20260701-36-05,place,6,100,1
20260701-36-05,place,4,120,2
20260701-36-05,place,10,320,7
20260701-36-05,bracket,4-6,270,1
20260701-36-05,quinella,4-6,260,1
20260701-36-05,exacta,6-4,240,1
20260701-36-05,wide,4-6,140,1
20260701-36-05,wide,6-10,650,8
20260701-36-05,wide,4-10,1120,15
20260701-36-05,trio,4-6-10,1130,4
20260701-36-05,trifecta,6-4-10,2510,4
20260701-36-06,win,5,1140,3
20260701-36-06,place,5,240,5
20260701-36-06,place,4,140,2
20260701-36-06,place,8,210,3
20260701-36-06,bracket,4-5,2140,5
20260701-36-06,quinella,4-5,2160,6
20260701-36-06,exacta,5-4,3880,10
20260701-36-06,wide,4-5,580,5
20260701-36-06,wide,5-8,1320,12
20260701-36-06,wide,4-8,820,8
20260701-36-06,trio,4-5-8,5870,18
20260701-36-06,trifecta,5-4-8,38580,84
20260701-36-07,win,5,140,1
20260701-36-07,place,5,110,1
20260701-36-07,place,6,110,2
20260701-36-07,place,2,200,6
20260701-36-07,quinella,5-6,140,1
20260701-36-07,exacta,5-6,160,1
20260701-36-07,wide,5-6,110,1
20260701-36-07,wide,2-5,400,8
20260701-36-07,wide,2-6,510,9
20260701-36-07,trio,2-5-6,630,4
20260701-36-07,trifecta,5-6-2,950,3
20260701-36-08,win,5,100,1
20260701-36-08,place,5,100,1
20260701-36-08,place,6,210,3
20260701-36-08,quinella,5-6,360,2
20260701-36-08,exacta,5-6,380,2
20260701-36-08,wide,5-6,170,2
20260701-36-08,wide,2-5,130,1
20260701-36-08,wide,2-6,330,6
20260701-36-08,trio,2-5-6,370,1
20260701-36-08,trifecta,5-6-2,950,2
20260701-36-09,win,12,200,2
20260701-36-09,place,12,100,1
20260701-36-09,place,4,110,2
20260701-36-09,place,9,120,3
20260701-36-09,bracket,4-8,150,1
20260701-36-09,quinella,4-12,130,1
20260701-36-09,exacta,12-4,280,2
20260701-36-09,wide,4-12,130,1
20260701-36-09,wide,9-12,270,3
20260701-36-09,wide,4-9,300,4
20260701-36-09,trio,4-9-12,380,1
20260701-36-09,trifecta,12-4-9,950,1
20260701-36-10,win,4,3800,6
20260701-36-10,place,4,470,7
20260701-36-10,place,12,150,3
20260701-36-10,place,7,120,1
20260701-36-10,bracket,4-8,6600,13
20260701-36-10,quinella,4-12,6930,14
20260701-36-10,exacta,4-12,15470,31
20260701-36-10,wide,4-12,1310,15
20260701-36-10,wide,4-7,840,8
20260701-36-10,wide,7-12,190,2
20260701-36-10,trio,4-7-12,2110,6
20260701-36-10,trifecta,4-12-7,33330,97
20260701-36-11,win,3,130,1
20260701-36-11,place,3,110,1
20260701-36-11,place,1,120,2
20260701-36-11,place,2,200,5
20260701-36-11,bracket,1-3,280,1
20260701-36-11,quinella,1-3,210,1
20260701-36-11,exacta,3-1,320,1
20260701-36-11,wide,1-3,150,1
20260701-36-11,wide,2-3,220,4
20260701-36-11,wide,1-2,360,5
20260701-36-11,trio,1-2-3,390,1
20260701-36-11,trifecta,3-1-2,950,2
20260701-36-12,win,7,1520,6
20260701-36-12,place,7,270,6
20260701-36-12,place,1,120,2
20260701-36-12,place,4,120,1
20260701-36-12,quinella,1-7,3110,13
20260701-36-12,exacta,7-1,8410,29
20260701-36-12,wide,1-7,930,12
20260701-36-12,wide,4-7,540,8
20260701-36-12,wide,1-4,190,1
20260701-36-12,trio,1-4-7,1810,6
20260701-36-12,trifecta,7-1-4,25940,91
