rank,rank_raw,waku,horse_no,horse_name,horse_id,affiliation,sex_age,weight_carried,jockey,trainer,body_weight,body_weight_diff,time,margin,last3f,popularity,win_odds,race_id
1.0,1,4,4,フローライト,30099408007,船橋,牝3,54.0,本田重,森泰斗,438.0,8.0,1:15.9,,39.3,1.0,1.1,20260702-19-01
2.0,2,2,2,ボンシャンス,30014409907,船橋,牡3,56.0,笠野雄,山中尊,451.0,-5.0,1:16.7,4,39.7,5.0,18.3,20260702-19-01
3.0,3,8,11,ハッピーデイジー,30086402907,船橋,牝3,54.0,濱田達,川島一,453.0,8.0,1:17.3,3,39.9,8.0,46.5,20260702-19-01
4.0,4,8,10,ステレオカリー,30096400607,船橋,牝3,54.0,木間龍,坂本昇,468.0,-4.0,1:18.1,4,41.3,2.0,14.3,20260702-19-01
5.0,5,1,1,キングハービン,30096405007,浦和,牡3,56.0,岡村裕,小澤宏,466.0,-2.0,1:18.3,3/4,39.3,7.0,32.1,20260702-19-01
6.0,6,6,6,グリーンアンシェル,30012401207,船橋,牝3,51.0,▲菅原吏,伊藤滋,414.0,1.0,1:18.4,3/4,41.6,11.0,205.5,20260702-19-01
7.0,7,7,9,ルミナスストーン,30053405807,船橋,牝3,51.0,▲山本大,林　幻,437.0,5.0,1:18.7,1.1/2,40.1,6.0,28.2,20260702-19-01
8.0,8,6,7,シシリアンマインド,30008401907,船橋,牝3,53.0,☆中山遥,山下之,405.0,-3.0,1:18.8,1/2,41.2,4.0,17.1,20260702-19-01
9.0,9,3,3,ナンヨーラーク,30074403407,船橋,牝3,54.0,小杉亮,阿井正,386.0,-3.0,1:19.1,1.1/2,40.3,10.0,200.8,20260702-19-01
10.0,10,7,8,ピタカゲ,30096400707,船橋,牡3,56.0,本橋孝,川島一,487.0,11.0,1:19.5,2,40.9,9.0,69.3,20260702-19-01
